Rank_Jun-2023,Rank_May-2023,Rank_Jun-2022,DBMS,Database Model,Score_Jun-2023,Score_May-2023,Score_Jun-2022,DBMS_insitelink,Multi_model_info
25.,25.,25.,SAP Adaptive Server,"Relational, Multi-model",43.76,+0.67,-2.91,https://db-engines.com/en/system/SAP+Adaptive+Server,"Relational DBMS,Spatial DBMS"
26.,26.,26.,HBase,Wide column,37.24,-1.35,-4.83,https://db-engines.com/en/system/HBase,
27.,27.,27.,Microsoft Azure Cosmos DB,Multi-model,36.57,+0.58,-4.41,https://db-engines.com/en/system/Microsoft+Azure+Cosmos+DB,"Document store,Graph DBMS,Key-value store,Wide column store,Spatial DBMS"
28.,29.,29.,InfluxDB,"Time Series, Multi-model",31.26,+1.35,+1.40,https://db-engines.com/en/system/InfluxDB,"Time Series DBMS,Spatial DBMS"
29.,28.,28.,PostGIS,"Spatial DBMS, Multi-model",31.03,+0.13,-0.65,https://db-engines.com/en/system/PostGIS,"Spatial DBMS,Relational DBMS"
30.,30.,32.,Firebird,Relational,26.49,+1.94,+1.71,https://db-engines.com/en/system/Firebird,
31.,31.,30.,Couchbase,"Document, Multi-model",25.34,+0.92,-3.55,https://db-engines.com/en/system/Couchbase,"Document store,Key-value store,Spatial DBMS"
32.,32.,36.,Microsoft Azure Synapse Analytics,Relational,24.93,+1.65,+3.61,https://db-engines.com/en/system/Microsoft+Azure+Synapse+Analytics,
33.,34.,34.,Informix,"Relational, Multi-model",22.48,+0.46,-1.14,https://db-engines.com/en/system/Informix,"Relational DBMS,Document store,Spatial DBMS,Time Series DBMS"
34.,33.,33.,Memcached,Key-value,22.42,+0.23,-2.14,https://db-engines.com/en/system/Memcached,
35.,35.,35.,Spark SQL,Relational,20.07,-0.02,-3.05,https://db-engines.com/en/system/Spark+SQL,
36.,36.,31.,Amazon Redshift,Relational,19.80,+0.34,-6.39,https://db-engines.com/en/system/Amazon+Redshift,
37.,37.,40.,Impala,"Relational, Multi-model",19.39,+0.73,+1.60,https://db-engines.com/en/system/Impala,"Relational DBMS,Document store"
38.,38.,39.,Firebase Realtime Database,Document,18.58,-0.01,+0.10,https://db-engines.com/en/system/Firebase+Realtime+Database,
39.,41.,37.,Netezza,Relational,15.88,+0.05,-3.60,https://db-engines.com/en/system/Netezza,
40.,42.,42.,dBASE,Relational,15.83,+0.19,+1.45,https://db-engines.com/en/system/dBASE,
41.,43.,46.,Presto,Relational,15.77,+0.68,+2.99,https://db-engines.com/en/system/Presto,
42.,40.,38.,Vertica,"Relational, Multi-model",15.43,-0.56,-3.62,https://db-engines.com/en/system/Vertica,"Relational DBMS,Spatial DBMS,Time Series DBMS"
43.,39.,41.,CouchDB,"Document, Multi-model",15.42,-0.67,-1.74,https://db-engines.com/en/system/CouchDB,"Document store,Spatial DBMS"
44.,44.,45.,ClickHouse,"Relational, Multi-model",14.97,+0.58,+2.14,https://db-engines.com/en/system/ClickHouse,"Relational DBMS,Time Series DBMS"
45.,45.,,Apache Flink,Relational,13.82,+0.28,,https://db-engines.com/en/system/Apache+Flink,
46.,46.,60.,OpenSearch,"Search engine, Multi-model",12.17,+0.08,+4.92,https://db-engines.com/en/system/OpenSearch,"Search engine,Vector DBMS"
47.,47.,52.,Google Cloud Firestore,Document,10.88,-0.66,+1.63,https://db-engines.com/en/system/Google+Cloud+Firestore,
48.,48.,43.,Greenplum,"Relational, Multi-model",10.64,-0.33,-2.63,https://db-engines.com/en/system/Greenplum,"Relational DBMS,Document store,Spatial DBMS"
49.,50.,54.,Oracle Essbase,Relational,9.99,+0.42,+1.15,https://db-engines.com/en/system/Oracle+Essbase,
50.,49.,44.,Amazon Aurora,"Relational, Multi-model",9.79,-0.11,-3.36,https://db-engines.com/en/system/Amazon+Aurora,"Relational DBMS,Document store"
51.,51.,47.,etcd,Key-value,9.26,+0.08,-1.54,https://db-engines.com/en/system/etcd,
52.,52.,51.,H2,"Relational, Multi-model",9.01,+0.15,-0.89,https://db-engines.com/en/system/H2,"Relational DBMS,Spatial DBMS"
53.,53.,50.,MarkLogic,Multi-model,8.64,-0.04,-1.36,https://db-engines.com/en/system/MarkLogic,"Document store,Native XML DBMS,RDF store,Search engine"
54.,54.,49.,Realm,Document,8.33,-0.27,-1.78,https://db-engines.com/en/system/Realm,
55.,58.,67.,Prometheus,Time Series,8.01,+0.59,+1.69,https://db-engines.com/en/system/Prometheus,
56.,56.,53.,Kdb,Multi-model,8.00,-0.03,-1.12,https://db-engines.com/en/system/Kdb,"Time Series DBMS,Vector DBMS,Relational DBMS"
57.,55.,48.,Hazelcast,"Key-value, Multi-model",7.92,-0.19,-2.46,https://db-engines.com/en/system/Hazelcast,"Key-value store,Document store"
58.,57.,56.,Algolia,Search engine,7.88,+0.18,-0.40,https://db-engines.com/en/system/Algolia,
59.,59.,55.,Datastax Enterprise,"Wide column, Multi-model",7.74,+0.55,-0.81,https://db-engines.com/en/system/Datastax+Enterprise,"Wide column store,Document store,Graph DBMS,Spatial DBMS,Search engine"
60.,61.,78.,Derby,Relational,6.87,+0.01,+1.90,https://db-engines.com/en/system/Derby,
61.,62.,64.,Ehcache,Key-value,6.82,+0.01,+0.29,https://db-engines.com/en/system/Ehcache,
62.,60.,70.,Jackrabbit,Content,6.78,-0.14,+0.86,https://db-engines.com/en/system/Jackrabbit,
63.,67.,66.,Aerospike,Multi-model,6.78,+0.37,+0.26,https://db-engines.com/en/system/Aerospike,"Document store,Key-value store,Spatial DBMS"
64.,66.,63.,SingleStore,"Relational, Multi-model",6.77,+0.20,+0.10,https://db-engines.com/en/system/SingleStore,"Relational DBMS,Document store,Spatial DBMS,Time Series DBMS,Vector DBMS"
65.,64.,57.,CockroachDB,Relational,6.61,-0.08,-1.07,https://db-engines.com/en/system/CockroachDB,
66.,63.,58.,Microsoft Azure Search,Search engine,6.59,-0.21,-1.02,https://db-engines.com/en/system/Microsoft+Azure+Search,
67.,71.,92.,ScyllaDB,"Wide column, Multi-model",6.51,+0.35,+2.87,https://db-engines.com/en/system/ScyllaDB,"Wide column store,Key-value store"
68.,72.,59.,Microsoft Azure Data Explorer,"Relational, Multi-model",6.50,+0.39,-0.84,https://db-engines.com/en/system/Microsoft+Azure+Data+Explorer,"Relational DBMS,Document store,Event Store,Spatial DBMS,Search engine,Time Series DBMS"
69.,73.,96.,Trino,"Relational, Multi-model",6.43,+0.54,+3.21,https://db-engines.com/en/system/Trino,"Relational DBMS,Document store,Key-value store,Spatial DBMS,Search engine,Time Series DBMS,Wide column store"
70.,75.,72.,Ingres,Relational,6.24,+0.43,+0.40,https://db-engines.com/en/system/Ingres,
71.,70.,68.,Interbase,Relational,6.14,-0.03,-0.16,https://db-engines.com/en/system/Interbase,
72.,65.,61.,Sphinx,Search engine,6.13,-0.56,-1.10,https://db-engines.com/en/system/Sphinx,
73.,68.,77.,Graphite,Time Series,6.05,-0.21,+0.69,https://db-engines.com/en/system/Graphite,
74.,78.,73.,Microsoft Azure Table Storage,Wide column,5.91,+0.23,+0.15,https://db-engines.com/en/system/Microsoft+Azure+Table+Storage,
75.,69.,71.,Google Cloud Datastore,Document,5.82,-0.39,-0.07,https://db-engines.com/en/system/Google+Cloud+Datastore,
76.,77.,74.,SAP SQL Anywhere,Relational,5.79,+0.09,+0.22,https://db-engines.com/en/system/SAP+SQL+Anywhere,
77.,74.,65.,Riak KV,Key-value,5.62,-0.25,-0.90,https://db-engines.com/en/system/Riak+KV,
78.,76.,105.,Apache Jena - TDB,RDF,5.61,-0.12,+2.72,https://db-engines.com/en/system/Apache+Jena+-+TDB,
79.,79.,79.,Adabas,Multivalue,5.59,+0.00,+0.70,https://db-engines.com/en/system/Adabas,
80.,82.,76.,HyperSQL,Relational,5.32,+0.09,-0.13,https://db-engines.com/en/system/HyperSQL,
81.,81.,87.,Accumulo,Wide column,5.26,-0.15,+1.17,https://db-engines.com/en/system/Accumulo,
82.,80.,69.,Virtuoso,Multi-model,5.24,-0.33,-0.93,https://db-engines.com/en/system/Virtuoso,"Document store,Graph DBMS,Native XML DBMS,Relational DBMS,RDF store,Search engine,Spatial DBMS"
83.,83.,62.,Ignite,Multi-model,5.16,+0.01,-1.94,https://db-engines.com/en/system/Ignite,"Key-value store,Relational DBMS"
84.,85.,75.,ArangoDB,Multi-model,4.89,+0.01,-0.61,https://db-engines.com/en/system/ArangoDB,"Document store,Graph DBMS,Key-value store,Search engine"
85.,84.,86.,Google Cloud Bigtable,Multi-model,4.80,-0.33,+0.35,https://db-engines.com/en/system/Google+Cloud+Bigtable,"Key-value store,Wide column store"
86.,86.,83.,TimescaleDB,"Time Series, Multi-model",4.70,-0.03,+0.14,https://db-engines.com/en/system/TimescaleDB,"Time Series DBMS,Relational DBMS"
87.,87.,82.,SAP IQ,Relational,4.64,-0.04,-0.01,https://db-engines.com/en/system/SAP+IQ,
88.,88.,80.,OrientDB,Multi-model,4.53,+0.03,-0.33,https://db-engines.com/en/system/OrientDB,"Document store,Graph DBMS,Key-value store"
89.,94.,84.,"UniData,UniVerse",Multivalue,4.45,+0.17,-0.08,https://db-engines.com/en/system/UniData%2CUniVerse,
90.,95.,,GemFire,"Key-value, Multi-model",4.44,+0.19,,https://db-engines.com/en/system/GemFire,"Key-value store,Document store"
91.,89.,85.,OpenEdge,Relational,4.33,-0.11,-0.15,https://db-engines.com/en/system/OpenEdge,
92.,92.,88.,RocksDB,Key-value,4.27,-0.04,+0.33,https://db-engines.com/en/system/RocksDB,
93.,91.,90.,Google Cloud Spanner,Relational,4.27,-0.10,+0.54,https://db-engines.com/en/system/Google+Cloud+Spanner,
94.,90.,93.,RavenDB,"Document, Multi-model",4.26,-0.11,+0.80,https://db-engines.com/en/system/RavenDB,"Document store,Graph DBMS,Spatial DBMS,Time Series DBMS"
95.,93.,95.,IBM Cloudant,Document,4.12,-0.18,+0.85,https://db-engines.com/en/system/IBM+Cloudant,
96.,100.,81.,Oracle NoSQL,Multi-model,3.97,+0.18,-0.87,https://db-engines.com/en/system/Oracle+NoSQL,"Document store,Key-value store,Relational DBMS"
97.,96.,101.,RethinkDB,"Document, Multi-model",3.95,-0.21,+0.89,https://db-engines.com/en/system/RethinkDB,"Document store,Spatial DBMS"
98.,97.,98.,YugabyteDB,"Relational, Multi-model",3.94,-0.03,+0.83,https://db-engines.com/en/system/YugabyteDB,"Relational DBMS,Document store,Wide column store"
99.,106.,139.,DolphinDB,"Time Series, Multi-model",3.88,+0.46,+2.24,https://db-engines.com/en/system/DolphinDB,"Time Series DBMS,Relational DBMS"
100.,101.,111.,Oracle Berkeley DB,Multi-model,3.82,+0.11,+1.20,https://db-engines.com/en/system/Oracle+Berkeley+DB,"Key-value store,Native XML DBMS"
101.,98.,97.,Infinispan,Key-value,3.78,-0.13,+0.62,https://db-engines.com/en/system/Infinispan,
102.,99.,89.,MaxDB,Relational,3.69,-0.19,-0.13,https://db-engines.com/en/system/MaxDB,
103.,103.,116.,RRDtool,Time Series,3.69,+0.08,+1.26,https://db-engines.com/en/system/RRDtool,
104.,104.,102.,LevelDB,Key-value,3.61,+0.03,+0.64,https://db-engines.com/en/system/LevelDB,
105.,112.,94.,TiDB,"Relational, Multi-model",3.53,+0.34,+0.24,https://db-engines.com/en/system/TiDB,"Relational DBMS,Document store"
106.,108.,120.,InterSystems IRIS,Multi-model,3.52,+0.22,+1.35,https://db-engines.com/en/system/InterSystems+IRIS,"Document store,Key-value store,Object oriented DBMS,Relational DBMS"
107.,105.,99.,PouchDB,Document,3.39,-0.18,+0.29,https://db-engines.com/en/system/PouchDB,
108.,107.,113.,Percona Server for MySQL,Relational,3.38,+0.05,+0.79,https://db-engines.com/en/system/Percona+Server+for+MySQL,
109.,111.,100.,InterSystems Caché,Multi-model,3.38,+0.17,+0.29,https://db-engines.com/en/system/InterSystems+Cach%C3%A9,"Key-value store,Object oriented DBMS,Relational DBMS,Document store"
110.,102.,123.,EDB Postgres,"Relational, Multi-model",3.37,-0.26,+1.27,https://db-engines.com/en/system/EDB+Postgres,"Relational DBMS,Document store,Spatial DBMS"
111.,110.,150.,HEAVY.AI,"Relational, Multi-model",3.30,+0.06,+1.98,https://db-engines.com/en/system/HEAVY.AI,"Relational DBMS,Spatial DBMS"
112.,116.,104.,Apache Druid,Multi-model,3.26,+0.19,+0.32,https://db-engines.com/en/system/Apache+Druid,"Relational DBMS,Time Series DBMS"
113.,109.,118.,LMDB,Key-value,3.23,-0.06,+0.91,https://db-engines.com/en/system/LMDB,
114.,121.,109.,Apache Drill,Multi-model,3.14,+0.18,+0.37,https://db-engines.com/en/system/Apache+Drill,"Document store,Relational DBMS"
115.,119.,106.,4D,Relational,3.14,+0.17,+0.31,https://db-engines.com/en/system/4D,
116.,124.,269.,DuckDB,Relational,3.06,+0.14,+2.74,https://db-engines.com/en/system/DuckDB,
117.,120.,91.,SAP Advantage Database Server,Relational,3.04,+0.07,-0.62,https://db-engines.com/en/system/SAP+Advantage+Database+Server,
118.,114.,115.,CloudKit,Document,3.03,-0.12,+0.48,https://db-engines.com/en/system/CloudKit,
119.,125.,107.,Amazon Neptune,Multi-model,3.03,+0.13,+0.21,https://db-engines.com/en/system/Amazon+Neptune,"Graph DBMS,RDF store"
120.,113.,137.,Geode,Key-value,3.01,-0.15,+1.30,https://db-engines.com/en/system/Geode,
121.,115.,110.,IMS,Navigational,2.93,-0.18,+0.21,https://db-engines.com/en/system/IMS,
122.,122.,179.,TDengine,"Time Series, Multi-model",2.91,-0.04,+1.95,https://db-engines.com/en/system/TDengine,"Time Series DBMS,Relational DBMS"
123.,118.,108.,Apache Phoenix,Relational,2.85,-0.16,+0.04,https://db-engines.com/en/system/Apache+Phoenix,
124.,129.,117.,JanusGraph,Graph,2.83,+0.15,+0.43,https://db-engines.com/en/system/JanusGraph,
125.,117.,133.,Citus,"Relational, Multi-model",2.83,-0.23,+1.09,https://db-engines.com/en/system/Citus,"Relational DBMS,Document store"
126.,127.,114.,Oracle Coherence,Key-value,2.82,-0.01,+0.27,https://db-engines.com/en/system/Oracle+Coherence,
127.,130.,251.,Memgraph,Graph,2.82,+0.18,+2.38,https://db-engines.com/en/system/Memgraph,
128.,128.,103.,EXASOL,Relational,2.77,+0.04,-0.20,https://db-engines.com/en/system/EXASOL,
129.,131.,168.,NebulaGraph,Graph,2.72,+0.11,+1.61,https://db-engines.com/en/system/NebulaGraph,
130.,126.,185.,OceanBase,"Relational, Multi-model",2.71,-0.14,+1.83,https://db-engines.com/en/system/OceanBase,"Relational DBMS,Document store,Wide column store"
131.,123.,122.,Amazon SimpleDB,Key-value,2.68,-0.27,+0.57,https://db-engines.com/en/system/Amazon+SimpleDB,
132.,137.,112.,GraphDB,Multi-model,2.55,+0.07,-0.07,https://db-engines.com/en/system/GraphDB,"Graph DBMS,RDF store"
133.,136.,127.,SpatiaLite,"Spatial DBMS, Multi-model",2.54,+0.05,+0.64,https://db-engines.com/en/system/SpatiaLite,"Spatial DBMS,Relational DBMS"
134.,138.,121.,Coveo,Search engine,2.54,+0.07,+0.42,https://db-engines.com/en/system/Coveo,
135.,146.,155.,QuestDB,"Time Series, Multi-model",2.49,+0.25,+1.25,https://db-engines.com/en/system/QuestDB,"Time Series DBMS,Relational DBMS"
136.,134.,136.,jBASE,Multivalue,2.48,-0.02,+0.77,https://db-engines.com/en/system/jBASE,
137.,144.,135.,Datomic,Relational,2.44,+0.13,+0.71,https://db-engines.com/en/system/Datomic,
138.,132.,119.,Amazon CloudSearch,Search engine,2.42,-0.17,+0.22,https://db-engines.com/en/system/Amazon+CloudSearch,
139.,133.,131.,MonetDB,"Relational, Multi-model",2.42,-0.15,+0.62,https://db-engines.com/en/system/MonetDB,"Relational DBMS,Document store,Spatial DBMS"
140.,,,Chroma,Vector DBMS,2.39,,,https://db-engines.com/en/system/Chroma,
141.,147.,143.,BaseX,Native XML,2.38,+0.15,+0.92,https://db-engines.com/en/system/BaseX,
142.,135.,129.,OpenTSDB,Time Series,2.36,-0.14,+0.50,https://db-engines.com/en/system/OpenTSDB,
143.,141.,125.,Tibero,Relational,2.34,-0.07,+0.36,https://db-engines.com/en/system/Tibero,
144.,148.,171.,Empress,Relational,2.32,+0.17,+1.24,https://db-engines.com/en/system/Empress,
145.,139.,126.,GridGain,Multi-model,2.31,-0.15,+0.39,https://db-engines.com/en/system/GridGain,"Key-value store,Relational DBMS"
146.,143.,140.,Db4o,Object oriented,2.31,-0.04,+0.66,https://db-engines.com/en/system/Db4o,
147.,140.,141.,VoltDB,Relational,2.29,-0.14,+0.72,https://db-engines.com/en/system/VoltDB,
148.,142.,154.,GridDB,"Time Series, Multi-model",2.26,-0.11,+0.98,https://db-engines.com/en/system/GridDB,"Time Series DBMS,Key-value store,Relational DBMS"
149.,154.,124.,TigerGraph,Graph,2.20,+0.17,+0.18,https://db-engines.com/en/system/TigerGraph,
150.,168.,,Pinecone,Vector DBMS,2.12,+0.31,,https://db-engines.com/en/system/Pinecone,
151.,151.,128.,Amazon DocumentDB,Document,2.09,+0.01,+0.23,https://db-engines.com/en/system/Amazon+DocumentDB,
152.,145.,138.,TimesTen,Relational,2.08,-0.18,+0.39,https://db-engines.com/en/system/TimesTen,
153.,150.,156.,SQLBase,Relational,2.07,-0.06,+0.84,https://db-engines.com/en/system/SQLBase,
154.,156.,,Firebolt,Relational,2.07,+0.08,,https://db-engines.com/en/system/Firebolt,
155.,157.,147.,Tarantool,"Key-value, Multi-model",2.01,+0.04,+0.65,https://db-engines.com/en/system/Tarantool,"Key-value store,Document store,Relational DBMS,Spatial DBMS"
156.,159.,132.,Stardog,Multi-model,1.98,+0.08,+0.23,https://db-engines.com/en/system/Stardog,"Graph DBMS,RDF store"
157.,149.,146.,ObjectStore,Object oriented,1.98,-0.15,+0.61,https://db-engines.com/en/system/ObjectStore,
158.,165.,207.,Matisse,Object oriented,1.96,+0.12,+1.25,https://db-engines.com/en/system/Matisse,
159.,153.,130.,IBM Db2 warehouse,Relational,1.96,-0.07,+0.13,https://db-engines.com/en/system/IBM+Db2+warehouse,
160.,152.,152.,Mnesia,Document,1.96,-0.09,+0.66,https://db-engines.com/en/system/Mnesia,
161.,160.,144.,Actian NoSQL Database,Object oriented,1.96,+0.06,+0.50,https://db-engines.com/en/system/Actian+NoSQL+Database,
162.,162.,159.,LiteDB,Document,1.89,+0.01,+0.68,https://db-engines.com/en/system/LiteDB,
163.,155.,173.,Cubrid,Relational,1.85,-0.15,+0.83,https://db-engines.com/en/system/Cubrid,
164.,158.,170.,NonStop SQL,Relational,1.82,-0.13,+0.72,https://db-engines.com/en/system/NonStop+SQL,
165.,161.,148.,Fauna,Multi-model,1.80,-0.08,+0.47,https://db-engines.com/en/system/Fauna,"Document store,Graph DBMS,Relational DBMS,Time Series DBMS"
166.,164.,160.,Datameer,Document,1.77,-0.10,+0.57,https://db-engines.com/en/system/Datameer,
167.,163.,145.,Dgraph,Graph,1.76,-0.12,+0.37,https://db-engines.com/en/system/Dgraph,
168.,167.,177.,ObjectBox,"Object oriented, Multi-model",1.73,-0.09,+0.75,https://db-engines.com/en/system/ObjectBox,"Object oriented DBMS,Time Series DBMS"
169.,166.,161.,Oracle Rdb,Relational,1.72,-0.12,+0.55,https://db-engines.com/en/system/Oracle+Rdb,
170.,169.,166.,DataEase,Relational,1.71,-0.06,+0.60,https://db-engines.com/en/system/DataEase,
171.,173.,149.,GT.M,Key-value,1.71,-0.03,+0.38,https://db-engines.com/en/system/GT.M,
172.,179.,172.,Apache HAWQ,Relational,1.66,+0.04,+0.59,https://db-engines.com/en/system/Apache+HAWQ,
173.,176.,142.,FoundationDB,Multi-model,1.65,-0.03,+0.17,https://db-engines.com/en/system/FoundationDB,"Document store,Key-value store,Relational DBMS"
174.,170.,183.,MatrixOne,Relational,1.64,-0.12,+0.73,https://db-engines.com/en/system/MatrixOne,
175.,172.,151.,Apache Kylin,Relational,1.64,-0.11,+0.32,https://db-engines.com/en/system/Apache+Kylin,
176.,180.,134.,mSQL,Relational,1.64,+0.06,-0.10,https://db-engines.com/en/system/mSQL,
177.,171.,181.,Altibase,Relational,1.64,-0.12,+0.71,https://db-engines.com/en/system/Altibase,
178.,187.,169.,SQL.JS,Relational,1.62,+0.13,+0.51,https://db-engines.com/en/system/SQL.JS,
179.,178.,186.,EventStoreDB,Event,1.60,-0.04,+0.71,https://db-engines.com/en/system/EventStoreDB,
180.,174.,180.,GigaSpaces,Multi-model,1.59,-0.14,+0.64,https://db-engines.com/en/system/GigaSpaces,"Document store,Object oriented DBMS,Graph DBMS,Search engine"
181.,190.,158.,Sedna,Native XML,1.58,+0.12,+0.37,https://db-engines.com/en/system/Sedna,
182.,182.,175.,Infobright,Relational,1.57,+0.00,+0.56,https://db-engines.com/en/system/Infobright,
183.,177.,157.,Giraph,Graph,1.56,-0.09,+0.34,https://db-engines.com/en/system/Giraph,
184.,175.,184.,ZODB,Key-value,1.54,-0.16,+0.65,https://db-engines.com/en/system/ZODB,
185.,200.,,PlanetScale,"Relational, Multi-model",1.51,+0.15,,https://db-engines.com/en/system/PlanetScale,"Relational DBMS,Document store,Spatial DBMS"
186.,183.,211.,openGauss,"Relational, Multi-model",1.49,-0.06,+0.80,https://db-engines.com/en/system/openGauss,"Relational DBMS,Document store,Spatial DBMS"
187.,185.,197.,Perst,Object oriented,1.48,-0.02,+0.70,https://db-engines.com/en/system/Perst,
188.,181.,178.,NuoDB,Relational,1.47,-0.11,+0.51,https://db-engines.com/en/system/NuoDB,
189.,193.,222.,Northgate Reality,Multivalue,1.46,+0.06,+0.87,https://db-engines.com/en/system/Northgate+Reality,
190.,202.,162.,HFSQL,Relational,1.46,+0.12,+0.30,https://db-engines.com/en/system/HFSQL,
191.,186.,164.,Model 204,Multivalue,1.45,-0.04,+0.32,https://db-engines.com/en/system/Model+204,
192.,191.,230.,Dolt,"Relational, Multi-model",1.43,-0.01,+0.87,https://db-engines.com/en/system/Dolt,"Relational DBMS,Document store"
193.,189.,192.,NCache,"Key-value, Multi-model",1.41,-0.06,+0.61,https://db-engines.com/en/system/NCache,"Key-value store,Document store,Search engine"
194.,184.,202.,Xapian,Search engine,1.41,-0.11,+0.65,https://db-engines.com/en/system/Xapian,
195.,212.,228.,VictoriaMetrics,Time Series,1.38,+0.16,+0.82,https://db-engines.com/en/system/VictoriaMetrics,
196.,192.,246.,Hibari,Key-value,1.36,-0.06,+0.90,https://db-engines.com/en/system/Hibari,
197.,203.,165.,GBase,Relational,1.36,+0.06,+0.24,https://db-engines.com/en/system/GBase,
198.,188.,167.,AllegroGraph,Multi-model,1.36,-0.12,+0.25,https://db-engines.com/en/system/AllegroGraph,"Document store,Graph DBMS,RDF store,Spatial DBMS"
199.,197.,201.,solidDB,Relational,1.35,-0.03,+0.59,https://db-engines.com/en/system/solidDB,
200.,204.,153.,D3,Multivalue,1.34,+0.03,+0.04,https://db-engines.com/en/system/D3,
201.,209.,227.,Meilisearch,Search engine,1.33,+0.07,+0.77,https://db-engines.com/en/system/Meilisearch,
202.,201.,163.,1010data,Relational,1.31,-0.04,+0.18,https://db-engines.com/en/system/1010data,
203.,195.,209.,TypeDB,Multi-model,1.31,-0.09,+0.60,https://db-engines.com/en/system/TypeDB,"Graph DBMS,Relational DBMS"
204.,198.,188.,IDMS,Navigational,1.31,-0.07,+0.44,https://db-engines.com/en/system/IDMS,
205.,223.,267.,Milvus,Vector DBMS,1.31,+0.25,+0.97,https://db-engines.com/en/system/Milvus,
206.,196.,190.,HPE Ezmeral Data Fabric,Multi-model,1.29,-0.11,+0.42,https://db-engines.com/en/system/HPE+Ezmeral+Data+Fabric,"Document store,Wide column store"
207.,207.,174.,Amazon Timestream,Time Series,1.29,+0.02,+0.27,https://db-engines.com/en/system/Amazon+Timestream,
208.,206.,194.,Actian Vector,Relational,1.25,-0.03,+0.45,https://db-engines.com/en/system/Actian+Vector,
209.,208.,216.,WebSphere eXtreme Scale,Key-value,1.25,-0.02,+0.61,https://db-engines.com/en/system/WebSphere+eXtreme+Scale,
210.,199.,206.,RDF4J,RDF,1.25,-0.12,+0.50,https://db-engines.com/en/system/RDF4J,
211.,219.,,Vitess,"Relational, Multi-model",1.24,+0.13,,https://db-engines.com/en/system/Vitess,"Relational DBMS,Document store,Spatial DBMS"
212.,194.,213.,DBISAM,Relational,1.23,-0.17,+0.58,https://db-engines.com/en/system/DBISAM,
213.,210.,205.,OpenBase,Relational,1.22,0.00,+0.48,https://db-engines.com/en/system/OpenBase,
214.,205.,238.,TDSQL for MySQL,"Relational, Multi-model",1.18,-0.11,+0.67,https://db-engines.com/en/system/TDSQL+for+MySQL,"Relational DBMS,Document store,Spatial DBMS"
215.,214.,258.,M3DB,Time Series,1.16,-0.02,+0.75,https://db-engines.com/en/system/M3DB,
216.,211.,203.,GeoMesa,Spatial DBMS,1.15,-0.07,+0.40,https://db-engines.com/en/system/GeoMesa,
217.,216.,189.,Blazegraph,Multi-model,1.15,+0.00,+0.28,https://db-engines.com/en/system/Blazegraph,"Graph DBMS,RDF store"
218.,234.,,StarRocks,Relational,1.12,+0.15,,https://db-engines.com/en/system/StarRocks,
219.,217.,182.,eXist-db,Native XML,1.12,-0.02,+0.19,https://db-engines.com/en/system/eXist-db,
220.,213.,200.,Kognitio,Relational,1.11,-0.08,+0.34,https://db-engines.com/en/system/Kognitio,
221.,221.,233.,NexusDB,Relational,1.09,0.00,+0.55,https://db-engines.com/en/system/NexusDB,
222.,215.,219.,SciDB,Multivalue,1.09,-0.08,+0.45,https://db-engines.com/en/system/SciDB,
223.,246.,299.,Weaviate,Vector DBMS,1.08,+0.22,+0.92,https://db-engines.com/en/system/Weaviate,
224.,222.,221.,ObjectDB,Object oriented,1.06,-0.04,+0.47,https://db-engines.com/en/system/ObjectDB,
225.,227.,234.,MapDB,Key-value,1.04,0.00,+0.51,https://db-engines.com/en/system/MapDB,
226.,236.,225.,Amazon Keyspaces,Wide column,1.04,+0.07,+0.46,https://db-engines.com/en/system/Amazon+Keyspaces,
227.,218.,199.,BigchainDB,Document,1.03,-0.10,+0.25,https://db-engines.com/en/system/BigchainDB,
228.,224.,204.,Yellowbrick,Relational,1.00,-0.05,+0.26,https://db-engines.com/en/system/Yellowbrick,
229.,228.,248.,OpenInsight,Multivalue,1.00,-0.02,+0.54,https://db-engines.com/en/system/OpenInsight,
