category_label,Multi_model_info,DBMS,DBMS_insitelink,has_github_repo,has_company,github_repo_link,Score_Nov-2022,Rank_Nov-2022,org_name,repo_name,Developer,initial_release_recalc,current_release_recalc,open_source_license,cloud_based_only_recalc,Content,Document,Event,Graph,Key-value,Multivalue,Native XML,Navigational,Object oriented,RDF,Relational,Search engine,Spatial DBMS,Time Series,Wide column
Relational,Relational DBMS,Trafodion,https://db-engines.com/en/system/Trafodion,,,,0.72,237,,,"Apache Software Foundation, originally developed by HP",2014.0,2019.0,Y,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Relational,Relational DBMS,Datacom/DB,https://db-engines.com/en/system/Datacom%2FDB,,,,0.72,238,,,Broadcom (formerly CA),1972.0,,N,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Document,Document store,Percona Server for MongoDB,https://db-engines.com/en/system/Percona+Server+for+MongoDB,,,,0.7,239,,,Percona,2015.0,2017.0,Y,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Multivalue,Multivalue DBMS,OpenInsight,https://db-engines.com/en/system/OpenInsight,N,,-,0.7,240,-,-,,1992.0,2018.0,N,N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Object oriented,Object oriented DBMS,GemStone/S,https://db-engines.com/en/system/GemStone%2FS,N,,-,0.66,241,-,-,,1986.0,,N,N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Object oriented,Object oriented DBMS,Starcounter,https://db-engines.com/en/system/Starcounter,,,,0.65,242,,,,2006.0,2018.0,N,N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Relational,Relational DBMS,Apache Doris,https://db-engines.com/en/system/Apache+Doris,,,,0.64,243,,,"Apache Software Foundation, originally contributed from Baidu",2017.0,2021.0,Y,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Document,Document store,LokiJS,https://db-engines.com/en/system/LokiJS,,,,0.64,244,,,,2014.0,,Y,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Relational,Relational DBMS,Apache Pinot,https://db-engines.com/en/system/Apache+Pinot,,,,0.62,245,,,Apache Software Foundation and contributors,2015.0,2022.0,Y,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Search engine,Search engine,Milvus,https://db-engines.com/en/system/Milvus,Y,,milvus-io/milvus,0.62,246,milvus-io,milvus,,2019.0,2022.0,Y,N,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Key-value,Key-value store,Project Voldemort,https://db-engines.com/en/system/Project+Voldemort,,,,0.62,247,,,,2009.0,2017.0,Y,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Object oriented,Object oriented DBMS,atoti,https://db-engines.com/en/system/atoti,,,,0.6,248,,,ActiveViam,,,N,N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Document,"Document store,Relational DBMS",Sequoiadb,https://db-engines.com/en/system/Sequoiadb,,,,0.6,249,,,Sequoiadb Ltd.,2013.0,,Y,N,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Graph,Graph DBMS,InfiniteGraph,https://db-engines.com/en/system/InfiniteGraph,,,,0.6,250,,,,2010.0,,N,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Document,Document store,HarperDB,https://db-engines.com/en/system/HarperDB,,,,0.59,251,,,HarperDB,2017.0,2021.0,N,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Key-value,Key-value store,Tokyo Tyrant,https://db-engines.com/en/system/Tokyo+Tyrant,,,,0.59,252,,,,2007.0,,Y,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Search engine,Search engine,SearchBlox,https://db-engines.com/en/system/SearchBlox,,,,0.58,253,,,,2003.0,,N,N,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Content,Content stores,ModeShape,https://db-engines.com/en/system/ModeShape,Y,,ModeShape/modeshape,0.58,254,ModeShape,modeshape,,2010.0,,Y,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Relational,"Relational DBMS,Document store,Spatial DBMS",Kingbase,https://db-engines.com/en/system/Kingbase,,,,0.57,255,,,BeiJing KINGBASE Information technologies inc.,1999.0,2021.0,N,N,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
Multivalue,Multivalue DBMS,Rasdaman,https://db-engines.com/en/system/Rasdaman,Y,,dioptre/rasdaman,0.57,256,dioptre,rasdaman,,1998.0,2019.0,Y,N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Wide column,"Wide column store,Search engine",Elassandra,https://db-engines.com/en/system/Elassandra,Y,,strapdata/elassandra,0.57,257,strapdata,elassandra,,,,Y,N,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Key-value,Key-value store,Scalaris,https://db-engines.com/en/system/Scalaris,,,,0.57,258,,,,2010.0,,Y,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Key-value,Key-value store,KeyDB,https://db-engines.com/en/system/KeyDB,,,,0.56,259,,,EQ Alpha Technology Ltd.,2019.0,,Y,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
RDF,RDF store,Strabon,https://db-engines.com/en/system/Strabon,,,,0.53,260,,,,2011.0,,Y,N,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Document,"Document store,Relational DBMS",Yandex Database (YDB),https://db-engines.com/en/system/Yandex+Database+%28YDB%29,,,,0.53,261,,,Yandex,2019.0,,Y,N,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Relational,Relational DBMS,Alibaba Cloud MaxCompute,https://db-engines.com/en/system/Alibaba+Cloud+MaxCompute,,,,0.5,262,,,Alibaba,2016.0,,N,Y,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Relational,Relational DBMS,Comdb2,https://db-engines.com/en/system/Comdb2,,,,0.49,263,,,Bloomberg Finance L.P.,2004.0,,Y,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Graph,Graph DBMS,HugeGraph,https://db-engines.com/en/system/HugeGraph,,,,0.48,264,,,Baidu,2018.0,,Y,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Relational,Relational DBMS,TransLattice,https://db-engines.com/en/system/TransLattice,,,,0.48,265,,,,2007.0,,N,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Key-value,Key-value store,Cloudflare Workers KV,https://db-engines.com/en/system/Cloudflare+Workers+KV,,,,0.48,266,,,Cloudflare,2018.0,,N,Y,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Relational,Relational DBMS,Kyligence Enterprise,https://db-engines.com/en/system/Kyligence+Enterprise,,,,0.46,267,,,"Kyligence, Inc.",2016.0,,N,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Relational,"Relational DBMS,Time Series DBMS",Raima Database Manager,https://db-engines.com/en/system/Raima+Database+Manager,,,,0.45,268,,,Raima Inc.,1984.0,2021.0,N,N,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Relational,Relational DBMS,Brytlyt,https://db-engines.com/en/system/Brytlyt,,,,0.45,269,,,Brytlyt,2016.0,2016.0,N,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Graph,Graph DBMS,FlockDB,https://db-engines.com/en/system/FlockDB,,,,0.44,270,,,Twitter,2010.0,2012.0,Y,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Relational,"Relational DBMS,Document store",Alibaba Cloud AnalyticDB for MySQL,https://db-engines.com/en/system/Alibaba+Cloud+AnalyticDB+for+MySQL,,,,0.44,271,,,Alibaba,,,N,Y,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Relational,Relational DBMS,Kinetica,https://db-engines.com/en/system/Kinetica,,,,0.44,272,,,Kinetica,2012.0,2021.0,N,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Search engine,Search engine,Weaviate,https://db-engines.com/en/system/Weaviate,,,,0.44,273,,,SeMI Technologies B.V.,2017.0,2021.0,Y,N,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Relational,Relational DBMS,PipelineDB,https://db-engines.com/en/system/PipelineDB,,,,0.43,274,,,,2015.0,,Y,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Search engine,Search engine,Alibaba Cloud Log Service,https://db-engines.com/en/system/Alibaba+Cloud+Log+Service,,,,0.42,275,,,AlibabaCloud Inc.,2016.0,,N,Y,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Object oriented,Object oriented DBMS,Jade,https://db-engines.com/en/system/Jade,N,,-,0.42,276,-,-,,1996.0,,N,N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Relational,Relational DBMS,Mimer SQL,https://db-engines.com/en/system/Mimer+SQL,,,,0.41,277,,,,1977.0,2022.0,N,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Graph,Graph DBMS,Fluree,https://db-engines.com/en/system/Fluree,,,,0.41,278,,,"Fluree, PBC",2018.0,,Y,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RDF,RDF store,Redland,https://db-engines.com/en/system/Redland,,,,0.41,279,,,,2000.0,,Y,N,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,ITTIA,https://db-engines.com/en/system/ITTIA,,,,0.41,280,,,,2000.0,,N,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Object oriented,Object oriented DBMS,Actian FastObjects,https://db-engines.com/en/system/Actian+FastObjects,,,,0.41,281,,,Actian,,,N,N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Time Series,Time Series DBMS,Axibase,https://db-engines.com/en/system/Axibase,,,,0.4,282,,,Axibase Corporation,2013.0,1558.0,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Graph,Graph DBMS,TinkerGraph,https://db-engines.com/en/system/TinkerGraph,,,,0.4,283,,,,2009.0,,Y,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Document,Document store,EJDB,https://db-engines.com/en/system/EJDB,,,,0.39,284,,,Softmotions,2012.0,,Y,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Multivalue,Multivalue DBMS,OpenQM,https://db-engines.com/en/system/OpenQM,Y,,gregjurman/openqm,0.39,285,gregjurman,openqm,Martin Phillips,1993.0,,Y,N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Relational,Relational DBMS,Valentina Server,https://db-engines.com/en/system/Valentina+Server,,,,0.38,286,,,Paradigma Software,1999.0,,N,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Time Series,Time Series DBMS,Riak TS,https://db-engines.com/en/system/Riak+TS,Y,,basho-labs/Riak-TS-JDBC-Driver,0.37,287,basho-labs,Riak-TS-JDBC-Driver,Basho Technologies,2015.0,,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Relational,Relational DBMS,Lovefield,https://db-engines.com/en/system/Lovefield,,,,0.37,288,,,Google,2014.0,2017.0,Y,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RDF,RDF store,RedStore,https://db-engines.com/en/system/RedStore,,,,0.36,289,,,,2009.0,,Y,N,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
RDF,RDF store,CubicWeb,https://db-engines.com/en/system/CubicWeb,,,,0.33,290,,,,2001.0,2021.0,Y,N,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,ElevateDB,https://db-engines.com/en/system/ElevateDB,,,,0.33,291,,,"Elevate Software, Inc.",2006.0,,N,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Wide column,Wide column store,Alibaba Cloud Table Store,https://db-engines.com/en/system/Alibaba+Cloud+Table+Store,,,,0.33,292,,,Alibaba,2016.0,,N,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Graph,Graph DBMS,GraphBase,https://db-engines.com/en/system/GraphBase,,,,0.33,293,,,,,,N,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Search engine,"Search engine,Time Series DBMS",Manticore Search,https://db-engines.com/en/system/Manticore+Search,,,,0.32,294,,,Manticore Software,2017.0,2021.0,Y,N,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Relational,Relational DBMS,Alibaba Cloud ApsaraDB for PolarDB,https://db-engines.com/en/system/Alibaba+Cloud+ApsaraDB+for+PolarDB,,,,0.31,295,,,Alibaba,,,N,Y,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Graph,"Graph DBMS,RDF store",AnzoGraph DB,https://db-engines.com/en/system/AnzoGraph+DB,,,,0.31,296,,,Cambridge Semantics,2018.0,2021.0,N,N,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Graph,"Graph DBMS,Document store,RDF store",TerminusDB,https://db-engines.com/en/system/TerminusDB,,,,0.31,297,,,DataChemist Ltd.,2018.0,2022.0,Y,N,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
Event,"Event Store,Time Series DBMS",IBM Db2 Event Store,https://db-engines.com/en/system/IBM+Db2+Event+Store,N,,-,0.31,298,-,-,IBM,2017.0,,N,N,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Event,Event Store,NEventStore,https://db-engines.com/en/system/NEventStore,Y,,NEventStore/NEventStore,0.3,299,NEventStore,NEventStore,,2011.0,,Y,N,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Relational,Relational DBMS,Alibaba Cloud AnalyticDB for PostgreSQL,https://db-engines.com/en/system/Alibaba+Cloud+AnalyticDB+for+PostgreSQL,,,,0.3,300,,,Alibaba / Pivotal Software Inc. / PostgreSQL Global Development Group,2016.0,,N,Y,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Graph,Graph DBMS,HyperGraphDB,https://db-engines.com/en/system/HyperGraphDB,,,,0.3,301,,,,2007.0,,Y,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Relational,Relational DBMS,XtremeData,https://db-engines.com/en/system/XtremeData,,,,0.3,302,,,,,,N,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Relational,"Relational DBMS,Time Series DBMS",GeoSpock,https://db-engines.com/en/system/GeoSpock,,,,0.3,303,,,GeoSpock,,2019.0,N,Y,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Relational,Relational DBMS,Actian PSQL,https://db-engines.com/en/system/Actian+PSQL,,,,0.29,304,,,,1982.0,2020.0,N,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Document,Document store,Acebase,https://db-engines.com/en/system/Acebase,,,,0.28,305,,,,2018.0,,Y,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Search engine,Search engine,Qdrant,https://db-engines.com/en/system/Qdrant,,,,0.28,306,,,Qdrant,2021.0,,Y,N,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Relational,Relational DBMS,Tibco ComputeDB,https://db-engines.com/en/system/Tibco+ComputeDB,,,,0.28,307,,,Tibco,2015.0,,Y,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Document,"Document store,Graph DBMS",SurrealDB,https://db-engines.com/en/system/SurrealDB,,,,0.26,308,,,SurrealDB Ltd,2022.0,,Y,N,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Key-value,"Key-value store,Relational DBMS",LeanXcale,https://db-engines.com/en/system/LeanXcale,,,,0.26,309,,,LeanXcale,2015.0,,N,N,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Time Series,Time Series DBMS,Heroic,https://db-engines.com/en/system/Heroic,,,,0.26,310,,,Spotify,2014.0,,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Key-value,Key-value store,Speedb,https://db-engines.com/en/system/Speedb,,,,0.26,311,,,Speedb,2020.0,,N,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Key-value,Key-value store,Elliptics,https://db-engines.com/en/system/Elliptics,,,,0.25,312,,,,2009.0,,Y,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
RDF,RDF store,Mulgara,https://db-engines.com/en/system/Mulgara,,,,0.25,313,,,,2006.0,2012.0,Y,N,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,Transbase,https://db-engines.com/en/system/Transbase,,,,0.25,314,,,Transaction Software GmbH,1987.0,2020.0,N,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Graph,"Graph DBMS,RDF store",RDFox,https://db-engines.com/en/system/RDFox,,,,0.25,315,,,,2017.0,2021.0,N,N,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Time Series,Time Series DBMS,SiteWhere,https://db-engines.com/en/system/SiteWhere,,,,0.24,316,,,SiteWhere,2010.0,,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Relational,Relational DBMS,Transwarp KunDB,https://db-engines.com/en/system/Transwarp+KunDB,,,,0.23,317,,,Transwarp,,,N,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Key-value,"Key-value store,Relational DBMS",Immudb,https://db-engines.com/en/system/Immudb,,,,0.22,318,,,Codenotary,2020.0,2022.0,Y,N,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Time Series,Time Series DBMS,Hawkular Metrics,https://db-engines.com/en/system/Hawkular+Metrics,,,,0.21,319,,,Community supported by Red Hat,2014.0,,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Relational,Relational DBMS,FeatureBase,https://db-engines.com/en/system/FeatureBase,,,,0.2,320,,,Molecula and Pilosa Open Source Contributors,2017.0,2022.0,N,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Search engine,Search engine,Typesense,https://db-engines.com/en/system/Typesense,,,,0.2,321,,,,2015.0,,Y,N,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Document,"Document store,Graph DBMS,Time Series DBMS,Spatial DBMS",Bangdb,https://db-engines.com/en/system/Bangdb,,,,0.2,322,,,"Sachin Sinha, BangDB",2012.0,2021.0,Y,N,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
Document,"Document store,Graph DBMS,Key-value store,Time Series DBMS",ArcadeDB,https://db-engines.com/en/system/ArcadeDB,,,,0.2,323,,,Arcade Data,2021.0,2021.0,Y,N,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0
Time Series,Time Series DBMS,Quasardb,https://db-engines.com/en/system/Quasardb,,,,0.2,324,,,quasardb,2009.0,2022.0,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Key-value,Key-value store,Kyoto Tycoon,https://db-engines.com/en/system/Kyoto+Tycoon,,,,0.19,325,,,,2009.0,,Y,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Relational,Relational DBMS,EsgynDB,https://db-engines.com/en/system/EsgynDB,,,,0.19,326,,,Esgyn,2015.0,,N,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Object oriented,Object oriented DBMS,Eloquera,https://db-engines.com/en/system/Eloquera,,,,0.19,327,,,,2008.0,2014.0,N,N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Time Series,Time Series DBMS,Machbase,https://db-engines.com/en/system/Machbase,,,,0.19,327,,,Machbase,2013.0,2021.0,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Document,"Document store,Object oriented DBMS",OrigoDB,https://db-engines.com/en/system/OrigoDB,,,,0.19,327,,,Robert Friberg et al,2009.0,,Y,N,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Document,Document store,RaptorDB,https://db-engines.com/en/system/RaptorDB,,,,0.19,327,,,,,,Y,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Document,Document store,WhiteDB,https://db-engines.com/en/system/WhiteDB,,,,0.19,327,,,,2008.0,,Y,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Key-value,Key-value store,LedisDB,https://db-engines.com/en/system/LedisDB,,,,0.19,332,,,,2014.0,,Y,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Key-value,"Key-value store,Relational DBMS",Faircom DB,https://db-engines.com/en/system/Faircom+DB,,,,0.18,333,,,FairCom Corporation,1979.0,2020.0,N,N,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Graph,Graph DBMS,Sparksee,https://db-engines.com/en/system/Sparksee,,,,0.18,334,,,,2008.0,2021.0,N,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Spatial DBMS,"Spatial DBMS,Relational DBMS",H2GIS,https://db-engines.com/en/system/H2GIS,Y,,orbisgis/h2gis,0.18,335,orbisgis,h2gis,CNRS,2013.0,,Y,N,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Relational,Relational DBMS,ActorDB,https://db-engines.com/en/system/ActorDB,,,,0.18,336,,,,2014.0,,Y,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Relational,Relational DBMS,BigObject,https://db-engines.com/en/system/BigObject,,,,0.18,336,,,"BigObject, Inc.",2015.0,,N,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Time Series,Time Series DBMS,Blueflood,https://db-engines.com/en/system/Blueflood,Y,,rackerlabs/blueflood,0.18,336,rackerlabs,blueflood,Rackspace,2013.0,,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RDF,RDF store,BrightstarDB,https://db-engines.com/en/system/BrightstarDB,,,,0.18,336,,,,2012.0,,Y,N,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Search engine,Search engine,Exorbyte,https://db-engines.com/en/system/Exorbyte,,,,0.18,336,,,,2000.0,,N,N,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Key-value,Key-value store,STSdb,https://db-engines.com/en/system/STSdb,,,,0.18,336,,,STS Soft SC,2011.0,2015.0,Y,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Key-value,Key-value store,TerarkDB,https://db-engines.com/en/system/TerarkDB,,,,0.18,336,,,Terark,2016.0,,N,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Key-value,Key-value store,TomP2P,https://db-engines.com/en/system/TomP2P,,,,0.18,336,,,,2004.0,,Y,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Graph,"Graph DBMS,Object oriented DBMS",VelocityDB,https://db-engines.com/en/system/VelocityDB,,,,0.18,336,,,VelocityDB Inc,2011.0,,N,N,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Document,Document store,XTDB,https://db-engines.com/en/system/XTDB,,,,0.18,336,,,Juxt Ltd.,2019.0,2021.0,Y,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Graph,Graph DBMS,HGraphDB,https://db-engines.com/en/system/HGraphDB,,,,0.17,346,,,,2016.0,,Y,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Time Series,Time Series DBMS,Warp 10,https://db-engines.com/en/system/Warp+10,,,,0.15,347,,,SenX,2015.0,,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RDF,RDF store,Dydra,https://db-engines.com/en/system/Dydra,,,,0.14,348,,,,2010.0,,N,N,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,"Relational DBMS,Document store,Spatial DBMS",Fujitsu Enterprise Postgres,https://db-engines.com/en/system/Fujitsu+Enterprise+Postgres,,,,0.14,349,,,"PostgreSQL Global Development Group, Fujitsu Australia Software Technology",,2022.0,N,N,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
Object oriented,Object oriented DBMS,Siaqodb,https://db-engines.com/en/system/Siaqodb,,,,0.13,350,,,,,,N,N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Relational,"Relational DBMS,Spatial DBMS",Linter,https://db-engines.com/en/system/Linter,,,,0.13,351,,,relex.ru/en,1990.0,,N,N,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Relational,Relational DBMS,Edge Intelligence,https://db-engines.com/en/system/Edge+Intelligence,,,,0.13,352,,,,2012.0,,N,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Key-value,Key-value store,HyperLevelDB,https://db-engines.com/en/system/HyperLevelDB,,,,0.13,352,,,,2010.0,,Y,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Document,Document store,iBoxDB,https://db-engines.com/en/system/iBoxDB,,,,0.13,352,,,,2013.0,,Y,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Series,Time Series DBMS,IRONdb,https://db-engines.com/en/system/IRONdb,,,,0.13,352,,,Circonus LLC.,2017.0,2018.0,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Relational,Relational DBMS,JethroData,https://db-engines.com/en/system/JethroData,,,,0.13,352,,,JethroData,2013.0,,N,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Document,Document store,NosDB,https://db-engines.com/en/system/NosDB,,,,0.13,352,,,Alachisoft,2016.0,,Y,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Document,Document store,SenseiDB,https://db-engines.com/en/system/SenseiDB,,,,0.13,352,,,,2010.0,,Y,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Series,Time Series DBMS,SiriDB,https://db-engines.com/en/system/SiriDB,,,,0.13,352,,,Cesbit,2017.0,,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Document,Document store,ToroDB,https://db-engines.com/en/system/ToroDB,,,,0.13,352,,,8Kdata,2016.0,,Y,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Key-value,Key-value store,Upscaledb,https://db-engines.com/en/system/Upscaledb,,,,0.13,352,,,,2007.0,,Y,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Relational,Relational DBMS,SmallSQL,https://db-engines.com/en/system/SmallSQL,,,,0.12,362,,,,2005.0,,Y,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Key-value,Key-value store,ScaleOut StateServer,https://db-engines.com/en/system/ScaleOut+StateServer,,,,0.12,363,,,,2005.0,,N,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Key-value,Key-value store,Badger,https://db-engines.com/en/system/Badger,,,,0.11,364,,,DGraph Labs,2017.0,,Y,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
RDF,RDF store,SparkleDB,https://db-engines.com/en/system/SparkleDB,,,,0.11,365,,,,2012.0,,N,N,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Time Series,Time Series DBMS,Alibaba Cloud TSDB,https://db-engines.com/en/system/Alibaba+Cloud+TSDB,,,,0.1,366,,,Alibaba,,,N,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Key-value,Key-value store,Resin Cache,https://db-engines.com/en/system/Resin+Cache,,,,0.09,367,,,,1998.0,2020.0,Y,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Relational,Relational DBMS,OushuDB,https://db-engines.com/en/system/OushuDB,,,,0.08,368,,,Oushu,,2020.0,N,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Wide column,"Wide column store,Time Series DBMS",SWC-DB,https://db-engines.com/en/system/SWC-DB,,,,0.07,369,,,Alex Kashirin,2020.0,2021.0,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Graph,"Graph DBMS,Relational DBMS",AgensGraph,https://db-engines.com/en/system/AgensGraph,,,,0.07,370,,,Bitnine Global Inc.,2016.0,2018.0,Y,N,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Graph,Graph DBMS,Galaxybase,https://db-engines.com/en/system/Galaxybase,,,,0.06,371,,,"Chuanglin(Createlink) Technology Co., Ltd 浙江创邻科技有限公司",2017.0,2021.0,N,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
