DBMS,Rank_Sep-2023,Rank_Aug-2023,Rank_Sep-2022,Database Model,Score_Sep-2023,Score_Aug-2023,Score_Sep-2022,DBMS_insitelink,Multi_model_info,Developer,Description,Initial release,Current release,License,License_info,Cloud-based only
RDFox,326.0,339.0,328.0,Multi-model,0.3,+0.01,+0.22,https://db-engines.com/en/system/RDFox,"Graph DBMS,RDF store,Relational DBMS",Oxford Semantic Technologies,High performance knowledge graph and semantic reasoning engine,2017.0,"6.0, Septermber 2022",commercial,,no
Eloquera,327.0,332.0,363.0,Object oriented,0.3,-0.01,+0.30,https://db-engines.com/en/system/Eloquera,,,,2008.0,6.3.3; January 2014,commercial,free licenses,no
HugeGraph,328.0,317.0,283.0,Graph,0.3,-0.08,+0.05,https://db-engines.com/en/system/HugeGraph,,Baidu,"A fast-speed and highly-scalable,Graph DBMS",2018.0,0.9,Open Source,Apache Version 2.0,no
Upscaledb,329.0,309.0,363.0,Key-value,0.29,-0.12,+0.29,https://db-engines.com/en/system/Upscaledb,,,"An embedded,key-value store,with SQL-style analytical functions",2007.0,,Open Source,Apache Version 2,no
Valentina Server,330.0,343.0,279.0,Relational,0.29,+0.01,+0.02,https://db-engines.com/en/system/Valentina+Server,,Paradigma Software,Object-relational database and reports server,1999.0,5.7.5,commercial,,no
STSdb,331.0,329.0,347.0,Key-value,0.29,-0.03,+0.26,https://db-engines.com/en/system/STSdb,,STS Soft SC,Key-Value Store with special method for indexing,2011.0,"4.0.8, September 2015",Open Source,"GPLv2, commercial license available",no
Sparksee,332.0,313.0,329.0,Graph,0.29,-0.11,+0.22,https://db-engines.com/en/system/Sparksee,,,,2008.0,"v6.0, 2021",commercial,,no
NEventStore,333.0,320.0,320.0,Event,0.28,-0.08,+0.16,https://db-engines.com/en/system/NEventStore,,,A persistence agnostic Event Store for .NET,2011.0,,Open Source,MIT-License,no
Speedb,334.0,334.0,325.0,Key-value,0.28,-0.02,+0.18,https://db-engines.com/en/system/Speedb,,Speedb,"An embeddable, high performance key-value store optimized for write-intensive workloads, which can be used as a drop-in replacement for,RocksDB",2020.0,,Open Source,Apache Version 2.0; commercial license available,no
TinkerGraph,335.0,348.0,285.0,Graph,0.27,+0.03,+0.04,https://db-engines.com/en/system/TinkerGraph,,,"A lightweight, in-memory graph engine that serves as a reference implementation of the TinkerPop3 API",2009.0,,Open Source,Apache 2.0,no
Tibco ComputeDB,336.0,342.0,268.0,Relational,0.27,-0.01,-0.09,https://db-engines.com/en/system/Tibco+ComputeDB,,Tibco,Distributed in-memory data store for real-time operational analytics based on Apache Spark,2015.0,,Open Source,Apache 2.0,no
Manticore Search,337.0,361.0,298.0,"Search engine, Multi-model",0.26,+0.09,+0.10,https://db-engines.com/en/system/Manticore+Search,"Search engine,Time Series DBMS",Manticore Software,"Multi-storage database for search, including full-text search.",2017.0,"6.0, February 2023",Open Source,GPL version 2,no
PieCloudDB,338.0,345.0,,Relational,0.26,+0.00,,https://db-engines.com/en/system/PieCloudDB,,OpenPie,A cloud-native analytic database platform with new technologoy for elastic MPP,,"2.1, January 2023",commercial,,yes
GeoSpock,339.0,333.0,314.0,"Relational, Multi-model",0.26,-0.05,+0.13,https://db-engines.com/en/system/GeoSpock,"Relational DBMS,Time Series DBMS",GeoSpock,Spatial and temporal data processing engine for extreme data scale,,"2.0, September 2019",commercial,,yes
Skytable,340.0,338.0,,Key-value,0.25,-0.04,,https://db-engines.com/en/system/Skytable,,,"A free and open-source,Key-value Store,that aims to provide flexible data modeling at scale. Formerly also know as TerrabaseDB.",2020.0,,Open Source,GNU AGPL 3.0,no
Alibaba Cloud Table Store,341.0,341.0,271.0,Wide column,0.25,-0.03,-0.09,https://db-engines.com/en/system/Alibaba+Cloud+Table+Store,,Alibaba,"A fully managed,Wide Column Store,for large quantities of semi-structured data with real-time access",2016.0,,commercial,,yes
Dydra,342.0,321.0,350.0,RDF,0.25,-0.11,+0.23,https://db-engines.com/en/system/Dydra,,,,2010.0,,commercial,,no
Faircom DB,343.0,335.0,288.0,Multi-model,0.23,-0.06,+0.02,https://db-engines.com/en/system/Faircom+DB,"Key-value store,Relational DBMS",FairCom Corporation,Native high-speed multi-model DBMS for relational and key-value store data simultaneously accessible through SQL and NoSQL APIs.,1979.0,"V12, November 2020",commercial,"Restricted, free version available",no
MyScale,344.0,372.0,,Multi-model,0.23,+0.09,,https://db-engines.com/en/system/MyScale,"Relational DBMS,Vector DBMS",,"Built on,Clickhouse,, MyScale integrates vector search and SQL analytics and is used for large scale AI applications",2022.0,,commercial,,yes
BigObject,345.0,346.0,343.0,Relational,0.23,-0.02,+0.20,https://db-engines.com/en/system/BigObject,,"BigObject, Inc.",Analytic DBMS for real-time computations and queries,2015.0,,commercial,free community edition available,no
GraphBase,346.0,327.0,317.0,Graph,0.23,-0.10,+0.10,https://db-engines.com/en/system/GraphBase,,,,,,commercial,,no
Tigris,347.0,368.0,,Multi-model,0.22,+0.07,,https://db-engines.com/en/system/Tigris,"Document store,Key-value store,Search engine,Time Series DBMS","Tigris Data, Inc.","A horizontally scalable, ACID transactional, document database available both as a fully managed cloud service and for deployment on self-managed infrastructure",2022.0,,Open Source,Apache Version 2.0,no
Fujitsu Enterprise Postgres,348.0,351.0,309.0,"Relational, Multi-model",0.22,-0.01,+0.08,https://db-engines.com/en/system/Fujitsu+Enterprise+Postgres,"Relational DBMS,Document store,Spatial DBMS","PostgreSQL Global Development Group, Fujitsu Australia Software Technology","Enterprise-grade,PostgreSQL,-based DBMS with security enhancements such as Transparent Data Encryption and Data Masking, plus high-availability and performance improvement features.",,"Fujitsu Enterprise Postgres 14, January 2022",commercial,,no
IRONdb,349.0,340.0,363.0,Time Series,0.22,-0.07,+0.22,https://db-engines.com/en/system/IRONdb,,Circonus LLC.,"A distributed,Time Series DBMS,with a focus on scalability, fault tolerance and operational simplicity",2017.0,"V0.10.20, January 2018",commercial,,no
Ultipa,350.0,344.0,,Graph,0.21,-0.05,,https://db-engines.com/en/system/Ultipa,,Ultipa,"High performance,Graph DBMS,supporting HTAP high availability cluster deployment",2019.0,,commercial,,no
Exorbyte,351.0,362.0,360.0,Search engine,0.21,+0.04,+0.21,https://db-engines.com/en/system/Exorbyte,,,,2000.0,,commercial,,no
ArcadeDB,352.0,331.0,297.0,Multi-model,0.19,-0.13,+0.02,https://db-engines.com/en/system/ArcadeDB,"Document store,Graph DBMS,Key-value store,Time Series DBMS",Arcade Data,"Fast and scalable multi-model DBMS, originally forked from,OrientDB,but most of the code has been rewritten",2021.0,September 2021,Open Source,Apache Version 2.0,no
XTDB,353.0,355.0,346.0,Document,0.19,-0.03,+0.16,https://db-engines.com/en/system/XTDB,,Juxt Ltd.,A general purpose database with bitemporal SQL and Datalog and graph queries,2019.0,"1.19, September 2021",Open Source,MIT License,no
Siaqodb,354.0,347.0,339.0,Object oriented,0.18,-0.06,+0.13,https://db-engines.com/en/system/Siaqodb,,,,,,commercial,,no
H2GIS,355.0,354.0,341.0,"Spatial DBMS, Multi-model",0.18,-0.03,+0.15,https://db-engines.com/en/system/H2GIS,"Spatial DBMS,Relational DBMS",CNRS,"Spatial extension of,H2",2013.0,,Open Source,LGPL 3.0,no
RaptorDB,356.0,381.0,363.0,Document,0.18,+0.07,+0.18,https://db-engines.com/en/system/RaptorDB,,,,,,Open Source,Apache Version 2,no
Quasardb,357.0,350.0,332.0,Time Series,0.18,-0.06,+0.11,https://db-engines.com/en/system/Quasardb,,quasardb,"Distributed, high-performance timeseries database",2009.0,"3.13.3, April 2022",commercial,"Free community edition, Non-profit organizations and non-commercial usage are eligible for free licenses",no
GreptimeDB,358.0,374.0,,Time Series,0.17,+0.03,,https://db-engines.com/en/system/GreptimeDB,,Greptime Inc.,"An open source,Time Series DBMS,built for increased scalability, high performance and efficiency",2022.0,,Open Source,Apache Version 2.0,no
SenseiDB,359.0,373.0,363.0,Document,0.16,+0.02,+0.16,https://db-engines.com/en/system/SenseiDB,,,,2010.0,,Open Source,Apache Version 2,no
Blueflood,360.0,386.0,362.0,Time Series,0.16,+0.08,+0.16,https://db-engines.com/en/system/Blueflood,,Rackspace,"Scalable TimeSeries DBMS based on,Cassandra",2013.0,,Open Source,Apache 2.0,no
Badger,361.0,371.0,318.0,Key-value,0.16,+0.01,+0.04,https://db-engines.com/en/system/Badger,,DGraph Labs,"An embeddable, persistent, simple and fast,Key-Value Store,, written purely in Go.",2017.0,,Open Source,Apache 2.0,no
JethroData,362.0,364.0,363.0,Relational,0.15,-0.01,+0.15,https://db-engines.com/en/system/JethroData,,JethroData,SQL Query Engine for Hadoop,2013.0,,commercial,,no
EsgynDB,363.0,352.0,292.0,Relational,0.15,-0.07,-0.04,https://db-engines.com/en/system/EsgynDB,,Esgyn,"Enterprise-class SQL-on-Hadoop solution, powered by,Apache Trafodion",2015.0,,commercial,,no
Transwarp KunDB,364.0,357.0,336.0,Relational,0.15,-0.05,+0.10,https://db-engines.com/en/system/Transwarp+KunDB,,Transwarp,"OLTP DBMS based on a distributed architecture and highly compatible with,MySQL,and,Oracle",,,commercial,,no
IBM Db2 Event Store,365.0,365.0,262.0,Multi-model,0.15,-0.01,-0.24,https://db-engines.com/en/system/IBM+Db2+Event+Store,"Event Store,Time Series DBMS",IBM,Distributed Event Store optimized for Internet of Things use cases,2017.0,2.0,commercial,free developer edition available,no
Alibaba Cloud TSDB,366.0,360.0,315.0,Time Series,0.15,-0.04,+0.03,https://db-engines.com/en/system/Alibaba+Cloud+TSDB,,Alibaba,"A stable, reliable, and cost-effective online high-performance time series database service",,,commercial,,yes
Kyoto Tycoon,367.0,336.0,363.0,Key-value,0.14,-0.15,+0.14,https://db-engines.com/en/system/Kyoto+Tycoon,,,,2009.0,,Open Source,GPL,no
Hawkular Metrics,368.0,375.0,348.0,Time Series,0.14,+0.00,+0.12,https://db-engines.com/en/system/Hawkular+Metrics,,Community supported by Red Hat,"Hawkular metrics is the metric storage of the Red Hat sponsored Hawkular monitoring system. It is based on,Cassandra,.",2014.0,,Open Source,Apache 2.0,no
SiteWhere,369.0,356.0,359.0,Time Series,0.14,-0.07,+0.13,https://db-engines.com/en/system/SiteWhere,,SiteWhere,M2M integration platform for persisting/querying time series data,2010.0,,Open Source,Common Public Attribution License Version 1.0,no
ActorDB,370.0,392.0,363.0,Relational,0.14,+0.09,+0.14,https://db-engines.com/en/system/ActorDB,,,"A distributed, consistent,RDBMS",2014.0,,Open Source,Mozilla Public License 2.0,no
HyperLevelDB,370.0,358.0,360.0,Key-value,0.14,-0.06,+0.14,https://db-engines.com/en/system/HyperLevelDB,,,"A fork of Google's,LevelDB",2010.0,,Open Source,,no
iBoxDB,370.0,381.0,363.0,Document,0.14,+0.03,+0.14,https://db-engines.com/en/system/iBoxDB,,,Transactional embedded database for desktop and mobile applications.,2013.0,,Open Source,,no
WhiteDB,370.0,369.0,363.0,Document,0.14,-0.01,+0.14,https://db-engines.com/en/system/WhiteDB,,,,2008.0,,Open Source,GPL V3,no
Dragonfly,374.0,376.0,,Key-value,0.13,0.00,,https://db-engines.com/en/system/Dragonfly,,DragonflyDB team and community contributors,"A drop-in,Redis,replacement that scales vertically to support millions of operations per second and terabyte sized workloads, all on a single instance",2023.0,"1.0, March 2023",Open Source,BSL 1.1,no
InfinityDB,375.0,366.0,342.0,Key-value,0.12,-0.04,+0.09,https://db-engines.com/en/system/InfinityDB,,Boiler Bay Inc.,"A Java embedded,Key-Value Store,which extends the Java Map interface",2002.0,4.0,commercial,,no
YTsaurus,376.0,363.0,,Multi-model,0.12,-0.05,,https://db-engines.com/en/system/YTsaurus,"Document store,Key-value store",Yandex,YTsaurus is an open source platform for distributed storage and processing.,2023.0,,Open Source,"Apache License, Version 2.0",no
VelocityDB,377.0,404.0,340.0,Multi-model,0.12,+0.11,+0.08,https://db-engines.com/en/system/VelocityDB,"Graph DBMS,Object oriented DBMS",VelocityDB Inc,A .NET Object Database that can be embedded/distributed and extended to a graph data model (VelocityGraph),2011.0,7.x,commercial,,no
Acebase,378.0,377.0,326.0,Document,0.11,-0.02,+0.01,https://db-engines.com/en/system/Acebase,,,"A fast, low memory, transactional,Document Store,, inspired by,Firebase Realtime Database",2018.0,,Open Source,MIT License,no
Edge Intelligence,379.0,349.0,363.0,Relational,0.1,-0.14,+0.10,https://db-engines.com/en/system/Edge+Intelligence,,,A Big Data Analytics Platform,2012.0,,commercial,,no
OrigoDB,380.0,367.0,358.0,Multi-model,0.1,-0.05,+0.09,https://db-engines.com/en/system/OrigoDB,"Document store,Object oriented DBMS",Robert Friberg et al,A fully ACID in-memory object graph database,2009.0,,Open Source,,no
OushuDB,381.0,383.0,335.0,Relational,0.1,0.00,+0.04,https://db-engines.com/en/system/OushuDB,,Oushu,"A data warehouse powered by,Apache HAWQ,supporting descriptive analysis and advanced machine learning",,"4.0.1, August 2020",commercial,,no
Indica,382.0,380.0,363.0,Search engine,0.1,-0.01,+0.10,https://db-engines.com/en/system/Indica,,,Enterprise Search Engine,2014.0,,commercial,parts of it are open source,no
ToroDB,383.0,370.0,344.0,Document,0.09,-0.05,+0.07,https://db-engines.com/en/system/ToroDB,,8Kdata,"A MongoDB-compatible JSON document store, built on top of PostgreSQL",2016.0,,Open Source,AGPL-V3,no
LedisDB,384.0,379.0,351.0,Key-value,0.09,-0.03,+0.07,https://db-engines.com/en/system/LedisDB,,,,2014.0,,Open Source,MIT-License,no
NosDB,385.0,384.0,363.0,Document,0.09,-0.01,+0.09,https://db-engines.com/en/system/NosDB,,Alachisoft,"Scalable JSON based,document store,for .NET",2016.0,,Open Source,Professional and Enterprise Versions available,no
SiriDB,385.0,378.0,363.0,Time Series,0.09,-0.03,+0.09,https://db-engines.com/en/system/SiriDB,,Cesbit,"Open Source,Time Series DBMS",2017.0,,Open Source,MIT License,no
TerarkDB,385.0,385.0,355.0,Key-value,0.09,+0.01,+0.08,https://db-engines.com/en/system/TerarkDB,,Terark,"A,key-value store,forked from,RocksDB,with advanced compression algorithms. It can be used standalone or as a storage engine for,MySQL,and,MongoDB",2016.0,,commercial,restricted open source version available,no
NSDb,388.0,359.0,363.0,Time Series,0.07,-0.12,+0.07,https://db-engines.com/en/system/NSDb,,,"Scalable, High-performance,Time Series DBMS,designed for Real-time Analytics on top of Kubernetes",2017.0,,Open Source,Apache Version 2.0,no
AgensGraph,389.0,388.0,330.0,Multi-model,0.07,0.00,+0.00,https://db-engines.com/en/system/AgensGraph,"Graph DBMS,Relational DBMS",Bitnine Global Inc.,"Multi-model database supporting relational and graph data models and built upon,PostgreSQL",2016.0,"2.1, December 2018",Open Source,Apache License 2.0,no
DataFS,390.0,389.0,,"Object oriented, Multi-model",0.06,-0.01,,https://db-engines.com/en/system/DataFS,"Object oriented DBMS,Graph DBMS",Mobiland AG,All data is stored inside objects which are linked by so-called link attributes. Objects consist of classes which can be extended and de-extended at runtime. Graphs can be defined with a struct.,2018.0,"1.1.263, October 2022",commercial,,no
Cachelot.io,391.0,390.0,363.0,Key-value,0.06,-0.01,+0.06,https://db-engines.com/en/system/Cachelot.io,,,In-memory caching system,2015.0,,Open Source,Simplified BSD License,no
Transwarp ArgoDB,392.0,394.0,353.0,"Relational, Multi-model",0.05,+0.02,+0.04,https://db-engines.com/en/system/Transwarp+ArgoDB,"Relational DBMS,Search engine",Transwarp,Distributed Analytical Database to replace Hadoop+MPP hybrid architecture,,,commercial,,no
Warp 10,393.0,387.0,295.0,Time Series,0.02,-0.05,-0.17,https://db-engines.com/en/system/Warp+10,,SenX,"TimeSeries DBMS specialized on timestamped geo data based on,LevelDB,or,HBase",2015.0,,Open Source,Apache License 2.0,no
gStore,394.0,,,Multi-model,0.02,,,https://db-engines.com/en/system/gStore,"Graph DBMS,RDF store",,"A native,Graph DBMS,to store and maintain very large RDF datasets.",2016.0,"1.0, October 2022",Open Source,BSD,no
SmallSQL,395.0,391.0,303.0,Relational,0.02,-0.04,-0.13,https://db-engines.com/en/system/SmallSQL,,,,2005.0,,Open Source,L-GPL,no
ScaleOut StateServer,396.0,393.0,304.0,Key-value,0.02,-0.02,-0.12,https://db-engines.com/en/system/ScaleOut+StateServer,,,,2005.0,,commercial,,no
SparkleDB,397.0,398.0,311.0,RDF,0.02,+0.00,-0.11,https://db-engines.com/en/system/SparkleDB,,,,2012.0,,commercial,,no
JaguarDB,398.0,399.0,333.0,Multi-model,0.02,+0.00,-0.05,https://db-engines.com/en/system/JaguarDB,"Key-value store,Vector DBMS","DataJaguar, Inc.","Performant, highly scalable DBMS for AI and IoT applications",2015.0,3.3 July 2023,Open Source,GPL V3.0,no
Resin Cache,399.0,400.0,310.0,Key-value,0.01,0.00,-0.12,https://db-engines.com/en/system/Resin+Cache,,,Distributed cache as part of an application server,1998.0,"4.0.65, July 2020",Open Source,"GPLv3, extended commercial license available",no
WakandaDB,400.0,395.0,349.0,Object oriented,0.01,-0.01,-0.01,https://db-engines.com/en/system/WakandaDB,,Wakanda SAS,WakandaDB is embedded in a server that provides a REST API and a server-side javascript engine to access data,2012.0,"2.7.0 (April 29, 2019), April 2019",Open Source,"AGPLv3, extended commercial license available",no
SWC-DB,401.0,401.0,334.0,"Wide column, Multi-model",0.01,+0.00,-0.05,https://db-engines.com/en/system/SWC-DB,"Wide column store,Time Series DBMS",Alex Kashirin,"A high performance, scalable,Wide Column DBMS",2020.0,"0.5, April 2021",Open Source,GPL V3,no
Faircom EDGE,402.0,402.0,338.0,Multi-model,0.0,-0.01,-0.05,https://db-engines.com/en/system/Faircom+EDGE,"Key-value store,Relational DBMS",FairCom Corporation,"FairCom EDGE is an Industry 4.0 solution built to integrate, collect, aggregate and synchronize mission-critical data in edge computing environments",1979.0,"V3, October 2020",commercial,"Restricted, free version available",no
SwayDB,403.0,405.0,356.0,Key-value,0.0,+0.00,-0.01,https://db-engines.com/en/system/SwayDB,,Simer Plaha,"An embeddable, non-blocking, type-safe,key-value store,for single or multiple disks and in-memory storage",2018.0,,Open Source,GNU Affero GPL V3.0,no
BergDB,404.0,406.0,363.0,Key-value,0.0,±0.00,±0.00,https://db-engines.com/en/system/BergDB,,,BergDB is a Java/.NET in-process time-key-value store.,2013.0,,Open Source,Gnu Affero General Public License (AGPL),no
CortexDB,404.0,406.0,363.0,Multi-model,0.0,±0.00,±0.00,https://db-engines.com/en/system/CortexDB,"Document store,Key-value store",,,2014.0,,commercial,,no
CovenantSQL,404.0,406.0,363.0,Relational,0.0,±0.00,±0.00,https://db-engines.com/en/system/CovenantSQL,,,"A decentralized blockchain,relational DBMS,, built with,SQLite",2018.0,,Open Source,,no
DaggerDB,404.0,406.0,363.0,Relational,0.0,±0.00,±0.00,https://db-engines.com/en/system/DaggerDB,,,Simple olap analytics DBMS built for high performance querying in real time,2014.0,,commercial,,no
EdgelessDB,404.0,406.0,363.0,Relational,0.0,±0.00,±0.00,https://db-engines.com/en/system/EdgelessDB,,Edgeless Systems,"A,MariaDB,-based, confidential,RDBMS,that runs entirely inside runtime-encrypted Intel SGX enclaves",2021.0,,Open Source,GPL V2,no
Galaxybase,404.0,403.0,337.0,Graph,0.0,-0.01,-0.05,https://db-engines.com/en/system/Galaxybase,,"Chuanglin(Createlink) Technology Co., Ltd 浙江创邻科技有限公司","Scalable, ACID-compliant native distributed parallel graph platform",2017.0,"Nov 20, November 2021",commercial,,no
Helium,404.0,406.0,363.0,Key-value,0.0,±0.00,±0.00,https://db-engines.com/en/system/Helium,,Levyx Inc.,Cost efficient key-value store,2013.0,,commercial,,no
HGraphDB,404.0,406.0,306.0,Graph,0.0,±0.00,-0.14,https://db-engines.com/en/system/HGraphDB,,,"HGraphDB is a client layer for using,HBase,as a graph database by implementing the Tinkerpop 3 interfaces",2016.0,,Open Source,Apache 2.0,no
JasDB,404.0,406.0,363.0,Document,0.0,±0.00,±0.00,https://db-engines.com/en/system/JasDB,,,,2014.0,,Open Source,,no
K-DB,404.0,406.0,363.0,Relational,0.0,±0.00,±0.00,https://db-engines.com/en/system/K-DB,,Inspur Group,"Oracle compatible DBMS for Inspur's own K1 mainframe, available in China",,,commercial,,no
Newts,404.0,397.0,363.0,Time Series,0.0,-0.02,±0.00,https://db-engines.com/en/system/Newts,,OpenNMS Group,"Time Series DBMS based on,Cassandra",2014.0,,Open Source,Apache 2.0,no
Rizhiyi,404.0,406.0,363.0,"Search engine, Multi-model",0.0,±0.00,±0.00,https://db-engines.com/en/system/Rizhiyi,"Search engine,Time Series DBMS",Rizhiyi,"Used for unified collecting, indexing, and searching of log file data",2014.0,,commercial,,no
Sadas Engine,404.0,406.0,345.0,Relational,0.0,±0.00,-0.02,https://db-engines.com/en/system/Sadas+Engine,,SADAS s.r.l.,SADAS Engine is a columnar DBMS specifically designed for high performance in Data warehouse environments,2006.0,8.0,commercial,free trial version available,no
searchxml,404.0,406.0,363.0,Multi-model,0.0,±0.00,±0.00,https://db-engines.com/en/system/searchxml,"Native XML DBMS,Search engine",informationpartners gmbh,DBMS for structured and unstructured content wrapped with an application server,2015.0,1.0,commercial,,no
SpaceTime,404.0,406.0,363.0,"Spatial DBMS, Multi-model",0.0,±0.00,±0.00,https://db-engines.com/en/system/SpaceTime,"Spatial DBMS,Relational DBMS",Mireo,SpaceTime is a spatio-temporal DBMS with a focus on performance.,2020.0,,commercial,,no
Tkrzw,404.0,406.0,357.0,Key-value,0.0,±0.00,-0.01,https://db-engines.com/en/system/Tkrzw,,Mikio Hirabayashi,"A concept of libraries, allowing an application program to store and query key-value pairs in a file. Successor of,Tokyo Cabinet,and,Kyoto Cabinet",2020.0,"0.9.3, August 2020",Open Source,Apache Version 2.0,no
Transwarp Hippo,404.0,,,Vector DBMS,0.0,,,https://db-engines.com/en/system/Transwarp+Hippo,,,"Cloud-native distributed,Vector DBMS,that supports storage, retrieval, and management of massive vector-based datasets",2023.0,"1.0, May 2023",commercial,,no
Transwarp StellarDB,404.0,406.0,363.0,Graph,0.0,±0.00,±0.00,https://db-engines.com/en/system/Transwarp+StellarDB,,Transwarp,A distributed graph DBMS built for enterprise-level graph applications,,,commercial,,no
Yanza,404.0,396.0,363.0,Time Series,0.0,-0.02,±0.00,https://db-engines.com/en/system/Yanza,,Yanza,Time Series DBMS for IoT Applications,2015.0,,commercial,free version available,no
