Rank_Apr-2026,Rank_Mar-2026,Rank_Apr-2025,DBMS,Database Model,Score_Apr-2026,Score_Mar-2026,Score_Apr-2025,DBMS_insitelink,Multi_model_info
197.,200.,228.,Dolt,"Relational, Multi-model",0.90,+0.03,+0.28,https://db-engines.com/en/system/Dolt,"Relational DBMS,Document store"
198.,195.,197.,FoundationDB,Multi-model,0.90,-0.01,+0.03,https://db-engines.com/en/system/FoundationDB,"Document store,Key-value store,Relational DBMS"
199.,196.,192.,Apache HAWQ,Relational,0.88,-0.02,-0.03,https://db-engines.com/en/system/Apache+HAWQ,
200.,203.,166.,GigaSpaces,Multi-model,0.88,+0.04,-0.29,https://db-engines.com/en/system/GigaSpaces,"Document store,Object oriented DBMS,Graph DBMS,Search engine"
201.,192.,199.,DataEase,Relational,0.88,-0.05,+0.03,https://db-engines.com/en/system/DataEase,
202.,201.,186.,Cubrid,Relational,0.87,0.00,-0.08,https://db-engines.com/en/system/Cubrid,
203.,202.,200.,M3DB,Time Series,0.85,+0.01,+0.00,https://db-engines.com/en/system/M3DB,
204.,208.,204.,Alibaba Cloud AnalyticDB for MySQL,"Relational, Multi-model",0.78,-0.01,-0.05,https://db-engines.com/en/system/Alibaba+Cloud+AnalyticDB+for+MySQL,"Relational DBMS,Document store"
205.,207.,205.,Altibase,Relational,0.78,-0.02,-0.05,https://db-engines.com/en/system/Altibase,
206.,206.,198.,HPE Ezmeral Data Fabric,Multi-model,0.78,-0.03,-0.09,https://db-engines.com/en/system/HPE+Ezmeral+Data+Fabric,"Document store,Wide column store"
207.,204.,225.,Sedna,Native XML,0.77,-0.06,+0.13,https://db-engines.com/en/system/Sedna,
208.,209.,209.,NuoDB,Relational,0.77,-0.02,0.00,https://db-engines.com/en/system/NuoDB,
209.,211.,216.,GeoMesa,Spatial,0.77,+0.01,+0.05,https://db-engines.com/en/system/GeoMesa,
210.,210.,193.,IDMS,Navigational,0.76,-0.02,-0.15,https://db-engines.com/en/system/IDMS,
211.,217.,210.,Yellowbrick,Relational,0.74,+0.03,-0.02,https://db-engines.com/en/system/Yellowbrick,
212.,216.,217.,AllegroGraph,Multi-model,0.74,+0.02,+0.03,https://db-engines.com/en/system/AllegroGraph,"Document store,Graph DBMS,RDF store,Vector DBMS,Spatial DBMS"
213.,213.,206.,ZODB,Key-value,0.73,+0.01,-0.07,https://db-engines.com/en/system/ZODB,
214.,214.,208.,Infobright,Relational,0.73,+0.01,-0.05,https://db-engines.com/en/system/Infobright,
215.,215.,218.,Blazegraph,Multi-model,0.73,+0.00,+0.02,https://db-engines.com/en/system/Blazegraph,"Graph DBMS,RDF store"
216.,218.,259.,Apache Sedona,Spatial,0.71,+0.00,+0.29,https://db-engines.com/en/system/Apache+Sedona,
217.,222.,223.,KeyDB,Key-value,0.70,+0.02,+0.03,https://db-engines.com/en/system/KeyDB,
218.,223.,215.,RisingWave,Relational,0.70,+0.06,-0.02,https://db-engines.com/en/system/RisingWave,
219.,220.,213.,BigchainDB,Document,0.70,+0.00,-0.03,https://db-engines.com/en/system/BigchainDB,
220.,219.,194.,MatrixOne,Relational,0.70,0.00,-0.21,https://db-engines.com/en/system/MatrixOne,
221.,212.,219.,SciDB,Multivalue,0.70,-0.04,-0.01,https://db-engines.com/en/system/SciDB,
222.,221.,214.,Model 204,Multivalue,0.69,+0.00,-0.03,https://db-engines.com/en/system/Model+204,
223.,224.,220.,eXist-db,Native XML,0.65,+0.01,-0.03,https://db-engines.com/en/system/eXist-db,
224.,229.,222.,Actian Vector,Relational,0.65,+0.03,-0.03,https://db-engines.com/en/system/Actian+Vector,
225.,205.,188.,Firebolt,Relational,0.64,-0.18,-0.30,https://db-engines.com/en/system/Firebolt,
226.,225.,221.,RDF4J,RDF,0.63,0.00,-0.05,https://db-engines.com/en/system/RDF4J,
227.,228.,224.,Datacom/DB,Relational,0.63,+0.01,-0.02,https://db-engines.com/en/system/Datacom%2FDB,
228.,226.,212.,Alibaba Cloud AnalyticDB for PostgreSQL,Relational,0.62,-0.01,-0.12,https://db-engines.com/en/system/Alibaba+Cloud+AnalyticDB+for+PostgreSQL,
229.,230.,234.,TypeDB,Multi-model,0.62,0.00,+0.04,https://db-engines.com/en/system/TypeDB,"Graph DBMS,Object oriented DBMS,Relational DBMS"
231.,234.,230.,Objectivity/DB,Object oriented,0.61,+0.02,+0.00,https://db-engines.com/en/system/Objectivity%2FDB,
232.,227.,252.,Apache Pinot,Relational,0.61,-0.02,+0.15,https://db-engines.com/en/system/Apache+Pinot,
233.,232.,227.,CrateDB,Multi-model,0.60,+0.00,-0.04,https://db-engines.com/en/system/CrateDB,"Document store,Spatial DBMS,Search engine,Time Series DBMS,Vector DBMS,Relational DBMS"
234.,238.,243.,Graph Engine,Multi-model,0.58,+0.02,+0.06,https://db-engines.com/en/system/Graph+Engine,"Graph DBMS,Key-value store"
235.,236.,235.,BoltDB,Key-value,0.58,0.00,0.00,https://db-engines.com/en/system/BoltDB,
236.,233.,239.,DBISAM,Relational,0.58,-0.02,+0.03,https://db-engines.com/en/system/DBISAM,
237.,237.,233.,R:BASE,Relational,0.57,+0.00,-0.01,https://db-engines.com/en/system/R%3ABASE,
238.,240.,226.,SQream DB,Relational,0.57,+0.02,-0.07,https://db-engines.com/en/system/SQream+DB,
239.,242.,245.,Dragonfly,Key-value,0.56,+0.02,+0.05,https://db-engines.com/en/system/Dragonfly,
240.,239.,237.,1010data,Relational,0.56,+0.00,0.00,https://db-engines.com/en/system/1010data,
241.,244.,232.,solidDB,Relational,0.55,+0.02,-0.03,https://db-engines.com/en/system/solidDB,
242.,235.,250.,Percona Server for MongoDB,Document,0.54,-0.04,+0.08,https://db-engines.com/en/system/Percona+Server+for+MongoDB,
243.,243.,242.,Splice Machine,Relational,0.53,+0.00,-0.01,https://db-engines.com/en/system/Splice+Machine,
244.,231.,240.,KairosDB,Time Series,0.53,-0.06,-0.01,https://db-engines.com/en/system/KairosDB,
245.,246.,229.,ObjectDB,Object oriented,0.53,+0.01,-0.07,https://db-engines.com/en/system/ObjectDB,
246.,241.,231.,FrontBase,Relational,0.52,-0.02,-0.08,https://db-engines.com/en/system/FrontBase,
247.,251.,248.,Kinetica,"Relational, Multi-model",0.51,+0.02,+0.04,https://db-engines.com/en/system/Kinetica,"Relational DBMS,Spatial DBMS,Time Series DBMS"
248.,248.,253.,ITTIA,"Time Series, Multi-model",0.50,0.00,+0.05,https://db-engines.com/en/system/ITTIA,"Time Series DBMS,Relational DBMS"
249.,247.,196.,eXtremeDB,"Time Series, Multi-model",0.49,-0.02,-0.39,https://db-engines.com/en/system/eXtremeDB,"Time Series DBMS,Relational DBMS"
250.,245.,255.,Alibaba Cloud Log Service,Search engine,0.49,-0.04,+0.05,https://db-engines.com/en/system/Alibaba+Cloud+Log+Service,
251.,254.,251.,NexusDB,Relational,0.48,+0.03,+0.02,https://db-engines.com/en/system/NexusDB,
252.,249.,274.,Perst,Object oriented,0.48,-0.01,+0.15,https://db-engines.com/en/system/Perst,
253.,255.,246.,atoti,Object oriented,0.47,+0.03,-0.01,https://db-engines.com/en/system/atoti,
254.,253.,260.,Kingbase,"Relational, Multi-model",0.45,-0.01,+0.05,https://db-engines.com/en/system/Kingbase,"Relational DBMS,Document store,Spatial DBMS"
255.,252.,249.,MapDB,Key-value,0.44,-0.03,-0.03,https://db-engines.com/en/system/MapDB,
256.,261.,261.,ScaleArc,Relational,0.43,+0.02,+0.04,https://db-engines.com/en/system/ScaleArc,
257.,260.,258.,Scalaris,Key-value,0.43,+0.01,+0.00,https://db-engines.com/en/system/Scalaris,
258.,269.,281.,Cloudflare Workers KV,Key-value,0.42,+0.04,+0.14,https://db-engines.com/en/system/Cloudflare+Workers+KV,
259.,258.,247.,WebSphere eXtreme Scale,Key-value,0.42,+0.00,-0.06,https://db-engines.com/en/system/WebSphere+eXtreme+Scale,
260.,259.,236.,YDB,Multi-model,0.42,+0.00,-0.16,https://db-engines.com/en/system/YDB,"Document store,Relational DBMS"
261.,270.,257.,VistaDB,Relational,0.40,+0.02,-0.02,https://db-engines.com/en/system/VistaDB,
262.,263.,279.,Kyligence Enterprise,Relational,0.40,+0.00,+0.11,https://db-engines.com/en/system/Kyligence+Enterprise,
263.,265.,254.,GemStone/S,Object oriented,0.39,0.00,-0.05,https://db-engines.com/en/system/GemStone%2FS,
264.,266.,262.,OpenInsight,Multivalue,0.39,+0.00,0.00,https://db-engines.com/en/system/OpenInsight,
265.,268.,280.,Elassandra,"Wide column, Multi-model",0.38,0.00,+0.09,https://db-engines.com/en/system/Elassandra,"Wide column store,Search engine"
266.,264.,244.,Apache Doris,Relational,0.37,-0.02,-0.14,https://db-engines.com/en/system/Apache+Doris,
267.,275.,241.,SQL.JS,Relational,0.36,+0.01,-0.18,https://db-engines.com/en/system/SQL.JS,
268.,272.,263.,Deep Lake,Vector,0.36,0.00,-0.02,https://db-engines.com/en/system/Deep+Lake,
269.,262.,238.,Harper,Document,0.36,-0.04,-0.19,https://db-engines.com/en/system/Harper,
270.,257.,269.,LokiJS,Document,0.36,-0.07,+0.01,https://db-engines.com/en/system/LokiJS,
271.,267.,286.,RaptorDB,Document,0.36,-0.03,+0.09,https://db-engines.com/en/system/RaptorDB,
272.,276.,272.,Comdb2,Relational,0.35,+0.00,+0.02,https://db-engines.com/en/system/Comdb2,
273.,274.,267.,Hibari,Key-value,0.35,-0.01,0.00,https://db-engines.com/en/system/Hibari,
274.,256.,266.,AlaSQL,Multi-model,0.35,-0.09,-0.01,https://db-engines.com/en/system/AlaSQL,"Document store,Relational DBMS"
275.,273.,265.,Marqo,Search engine,0.34,-0.01,-0.01,https://db-engines.com/en/system/Marqo,
276.,288.,256.,Fluree,Graph,0.34,+0.06,-0.10,https://db-engines.com/en/system/Fluree,
277.,277.,285.,CnosDB,Time Series,0.34,0.00,+0.06,https://db-engines.com/en/system/CnosDB,
278.,278.,264.,Rasdaman,Multivalue,0.33,0.00,-0.05,https://db-engines.com/en/system/Rasdaman,
279.,271.,299.,Alibaba Cloud TSDB,Time Series,0.33,-0.04,+0.10,https://db-engines.com/en/system/Alibaba+Cloud+TSDB,
280.,279.,275.,Northgate Reality,Multivalue,0.33,+0.01,+0.00,https://db-engines.com/en/system/Northgate+Reality,
281.,284.,290.,InfiniteGraph,Graph,0.31,+0.02,+0.06,https://db-engines.com/en/system/InfiniteGraph,
282.,281.,273.,Sequoiadb,Multi-model,0.31,+0.01,-0.02,https://db-engines.com/en/system/Sequoiadb,"Document store,Relational DBMS"
283.,280.,271.,SearchBlox,Search engine,0.31,-0.01,-0.03,https://db-engines.com/en/system/SearchBlox,
284.,289.,295.,Databend,Relational,0.30,+0.03,+0.06,https://db-engines.com/en/system/Databend,
285.,286.,284.,Actian PSQL,Relational,0.30,+0.01,+0.03,https://db-engines.com/en/system/Actian+PSQL,
286.,292.,304.,Mimer SQL,Relational,0.29,+0.03,+0.08,https://db-engines.com/en/system/Mimer+SQL,
287.,312.,351.,ArcadeDB,Multi-model,0.28,+0.08,+0.22,https://db-engines.com/en/system/ArcadeDB,"Document store,Graph DBMS,Key-value store,Time Series DBMS"
288.,287.,282.,Starcounter,Object oriented,0.28,+0.00,+0.00,https://db-engines.com/en/system/Starcounter,
289.,282.,268.,Postgres-XL,"Relational, Multi-model",0.28,-0.02,-0.07,https://db-engines.com/en/system/Postgres-XL,"Relational DBMS,Document store,Spatial DBMS"
290.,290.,277.,Strabon,RDF,0.27,0.00,-0.03,https://db-engines.com/en/system/Strabon,
291.,303.,296.,RDFox,Multi-model,0.27,+0.05,+0.04,https://db-engines.com/en/system/RDFox,"Graph DBMS,RDF store,Relational DBMS"
292.,304.,306.,FalkorDB,Graph,0.26,+0.04,+0.06,https://db-engines.com/en/system/FalkorDB,
293.,295.,276.,ModeShape,Content,0.26,+0.01,-0.05,https://db-engines.com/en/system/ModeShape,
294.,285.,297.,Fujitsu Enterprise Postgres,"Relational, Multi-model",0.25,-0.03,+0.02,https://db-engines.com/en/system/Fujitsu+Enterprise+Postgres,"Relational DBMS,Document store,Spatial DBMS"
295.,296.,294.,Brytlyt,Relational,0.25,+0.00,0.00,https://db-engines.com/en/system/Brytlyt,
296.,297.,283.,Project Voldemort,Key-value,0.25,+0.00,-0.02,https://db-engines.com/en/system/Project+Voldemort,
297.,298.,278.,Vald,Vector,0.24,+0.00,-0.06,https://db-engines.com/en/system/Vald,
298.,283.,298.,LeanXcale,Multi-model,0.24,-0.05,+0.01,https://db-engines.com/en/system/LeanXcale,"Key-value store,Relational DBMS"
299.,305.,293.,OpenQM,Multivalue,0.24,+0.02,-0.01,https://db-engines.com/en/system/OpenQM,
300.,310.,300.,FeatureBase,Relational,0.23,+0.02,+0.01,https://db-engines.com/en/system/FeatureBase,
301.,301.,302.,RedStore,RDF,0.23,+0.00,+0.01,https://db-engines.com/en/system/RedStore,
302.,299.,291.,Manticore Search,"Search engine, Multi-model",0.23,0.00,-0.03,https://db-engines.com/en/system/Manticore+Search,"Search engine,Time Series DBMS"
303.,302.,328.,PieCloudDB,Relational,0.23,0.00,+0.09,https://db-engines.com/en/system/PieCloudDB,
304.,294.,308.,Valentina Server,Relational,0.22,-0.03,+0.03,https://db-engines.com/en/system/Valentina+Server,
305.,306.,307.,XTDB,Document,0.22,+0.00,+0.02,https://db-engines.com/en/system/XTDB,
306.,311.,288.,Raima Database Manager,Multi-model,0.22,+0.01,-0.05,https://db-engines.com/en/system/Raima+Database+Manager,"Relational DBMS,Time Series DBMS"
307.,308.,303.,Actian FastObjects,Object oriented,0.22,+0.00,+0.00,https://db-engines.com/en/system/Actian+FastObjects,
308.,309.,287.,4store,RDF,0.22,+0.00,-0.05,https://db-engines.com/en/system/4store,
309.,307.,305.,YTsaurus,Multi-model,0.21,0.00,+0.01,https://db-engines.com/en/system/YTsaurus,"Document store,Key-value store"
310.,291.,310.,PipelineDB,Relational,0.21,-0.06,+0.03,https://db-engines.com/en/system/PipelineDB,
311.,313.,314.,AnzoGraph DB,Multi-model,0.21,+0.01,+0.03,https://db-engines.com/en/system/AnzoGraph+DB,"Graph DBMS,RDF store"
312.,316.,319.,Faircom DB,Multi-model,0.20,+0.02,+0.03,https://db-engines.com/en/system/Faircom+DB,"Key-value store,Relational DBMS"
313.,315.,347.,Tokyo Tyrant,Key-value,0.20,+0.01,+0.13,https://db-engines.com/en/system/Tokyo+Tyrant,
314.,300.,342.,Kyoto Tycoon,Key-value,0.20,-0.04,+0.11,https://db-engines.com/en/system/Kyoto+Tycoon,
315.,314.,321.,NEventStore,Event,0.20,0.00,+0.04,https://db-engines.com/en/system/NEventStore,
316.,293.,292.,Immudb,"Key-value, Multi-model",0.19,-0.06,-0.06,https://db-engines.com/en/system/Immudb,"Key-value store,Relational DBMS"
317.,318.,313.,YottaDB,"Key-value, Multi-model",0.18,+0.00,+0.00,https://db-engines.com/en/system/YottaDB,"Key-value store,Relational DBMS"
318.,317.,289.,MyScale,Multi-model,0.18,0.00,-0.08,https://db-engines.com/en/system/MyScale,"Relational DBMS,Vector DBMS"
319.,319.,311.,Axibase,Time Series,0.18,+0.00,-0.01,https://db-engines.com/en/system/Axibase,
320.,320.,316.,TransLattice,Relational,0.18,+0.00,+0.00,https://db-engines.com/en/system/TransLattice,
321.,321.,334.,Warp 10,Time Series,0.17,+0.00,+0.04,https://db-engines.com/en/system/Warp+10,
322.,337.,332.,Mulgara,RDF,0.17,+0.05,+0.04,https://db-engines.com/en/system/Mulgara,
323.,322.,318.,Tibco ComputeDB,Relational,0.16,-0.01,-0.01,https://db-engines.com/en/system/Tibco+ComputeDB,
324.,323.,301.,Redland,RDF,0.16,+0.00,-0.06,https://db-engines.com/en/system/Redland,
325.,333.,317.,Apache HugeGraph,Graph,0.16,+0.03,-0.02,https://db-engines.com/en/system/Apache+HugeGraph,
326.,325.,329.,BigObject,Relational,0.15,+0.00,+0.01,https://db-engines.com/en/system/BigObject,
327.,327.,323.,XtremeData,Relational,0.15,+0.00,+0.00,https://db-engines.com/en/system/XtremeData,
328.,326.,312.,IBM Db2 Event Store,Multi-model,0.15,0.00,-0.04,https://db-engines.com/en/system/IBM+Db2+Event+Store,"Event Store,Time Series DBMS"
329.,329.,325.,EsgynDB,Relational,0.14,+0.00,0.00,https://db-engines.com/en/system/EsgynDB,
330.,328.,270.,Tajo,Relational,0.14,0.00,-0.20,https://db-engines.com/en/system/Tajo,
331.,330.,329.,ElevateDB,Relational,0.14,+0.00,0.00,https://db-engines.com/en/system/ElevateDB,
332.,345.,335.,GreptimeDB,Multi-model,0.14,+0.04,+0.01,https://db-engines.com/en/system/GreptimeDB,"Time Series, Observability,Time Series DBMS"
333.,334.,324.,Ultipa,Graph,0.13,+0.01,-0.02,https://db-engines.com/en/system/Ultipa,
334.,344.,336.,TerminusDB,"Graph, Multi-model",0.13,+0.03,+0.00,https://db-engines.com/en/system/TerminusDB,"Graph DBMS,Document store,RDF store"
335.,336.,326.,HyperGraphDB,Graph,0.13,+0.01,-0.02,https://db-engines.com/en/system/HyperGraphDB,
336.,338.,331.,AgensGraph,Multi-model,0.13,+0.01,-0.02,https://db-engines.com/en/system/AgensGraph,"Graph DBMS,Relational DBMS"
337.,332.,320.,Riak TS,Time Series,0.13,0.00,-0.04,https://db-engines.com/en/system/Riak+TS,
338.,335.,333.,Quasardb,Time Series,0.12,+0.00,-0.01,https://db-engines.com/en/system/Quasardb,
339.,342.,341.,Sparksee,Graph,0.12,+0.02,+0.02,https://db-engines.com/en/system/Sparksee,
340.,348.,322.,chDB,"Relational, Multi-model",0.12,+0.02,-0.03,https://db-engines.com/en/system/chDB,"Relational DBMS,Time Series DBMS"
341.,340.,327.,FlockDB,Graph,0.11,+0.01,-0.03,https://db-engines.com/en/system/FlockDB,
342.,342.,382.,OrigoDB,Multi-model,0.11,+0.01,+0.11,https://db-engines.com/en/system/OrigoDB,"Document store,Object oriented DBMS"
343.,341.,309.,Badger,Key-value,0.11,+0.00,-0.08,https://db-engines.com/en/system/Badger,
344.,339.,382.,Linter,"Relational, Multi-model",0.11,+0.00,+0.11,https://db-engines.com/en/system/Linter,"Relational DBMS,Spatial DBMS"
345.,354.,346.,Bangdb,Multi-model,0.10,+0.03,+0.03,https://db-engines.com/en/system/Bangdb,"Document store,Graph DBMS,Time Series DBMS,Spatial DBMS"
346.,360.,368.,Kuzu,Graph,0.09,+0.04,+0.08,https://db-engines.com/en/system/Kuzu,
347.,346.,340.,GraphBase,Graph,0.09,0.00,-0.02,https://db-engines.com/en/system/GraphBase,
348.,347.,337.,Speedb,Key-value,0.09,0.00,-0.03,https://db-engines.com/en/system/Speedb,
349.,324.,338.,Lovefield,Relational,0.09,-0.06,-0.02,https://db-engines.com/en/system/Lovefield,
350.,331.,315.,Alibaba Cloud Table Store,Wide column,0.08,-0.05,-0.10,https://db-engines.com/en/system/Alibaba+Cloud+Table+Store,
351.,351.,348.,Exorbyte,Search engine,0.08,+0.00,+0.01,https://db-engines.com/en/system/Exorbyte,
352.,357.,339.,EJDB,Document,0.08,+0.01,-0.03,https://db-engines.com/en/system/EJDB,
353.,353.,345.,SiteWhere,Time Series,0.07,+0.00,+0.00,https://db-engines.com/en/system/SiteWhere,
354.,355.,349.,ScaleOut StateServer,Key-value,0.07,+0.00,+0.01,https://db-engines.com/en/system/ScaleOut+StateServer,
355.,350.,,VictoriaLogs,Search engine,0.07,-0.01,,https://db-engines.com/en/system/VictoriaLogs,
356.,356.,350.,CubicWeb,RDF,0.07,+0.00,+0.00,https://db-engines.com/en/system/CubicWeb,
357.,349.,353.,Blueflood,Time Series,0.06,-0.03,+0.00,https://db-engines.com/en/system/Blueflood,
357.,358.,353.,Elliptics,Key-value,0.06,+0.00,+0.00,https://db-engines.com/en/system/Elliptics,
359.,361.,355.,SenseiDB,Document,0.05,+0.00,+0.00,https://db-engines.com/en/system/SenseiDB,
360.,371.,365.,Faircom EDGE,Multi-model,0.05,+0.02,+0.03,https://db-engines.com/en/system/Faircom+EDGE,"Key-value store,Relational DBMS"
361.,366.,382.,Indica,Search engine,0.04,+0.00,+0.04,https://db-engines.com/en/system/Indica,
362.,363.,344.,Machbase Neo,Time Series,0.04,+0.00,-0.04,https://db-engines.com/en/system/Machbase+Neo,
362.,363.,358.,NosDB,Document,0.04,+0.00,+0.00,https://db-engines.com/en/system/NosDB,
362.,363.,361.,STSdb,Key-value,0.04,+0.00,+0.01,https://db-engines.com/en/system/STSdb,
365.,367.,360.,WakandaDB,Object oriented,0.03,+0.00,+0.00,https://db-engines.com/en/system/WakandaDB,
366.,368.,343.,Jade,Object oriented,0.03,0.00,-0.05,https://db-engines.com/en/system/Jade,
367.,369.,382.,Sadas Engine,Relational,0.03,+0.00,+0.03,https://db-engines.com/en/system/Sadas+Engine,
368.,370.,361.,JethroData,Relational,0.03,+0.00,+0.00,https://db-engines.com/en/system/JethroData,
369.,372.,364.,Heroic,Time Series,0.02,+0.00,0.00,https://db-engines.com/en/system/Heroic,
370.,373.,372.,Hawkular Metrics,Time Series,0.02,+0.00,+0.01,https://db-engines.com/en/system/Hawkular+Metrics,
371.,376.,363.,OpenMLDB,"Time Series, Multi-model",0.02,+0.00,-0.01,https://db-engines.com/en/system/OpenMLDB,"Time Series DBMS,Relational DBMS"
372.,377.,366.,Dydra,RDF,0.02,+0.00,+0.00,https://db-engines.com/en/system/Dydra,
373.,378.,367.,SmallSQL,Relational,0.02,+0.00,0.00,https://db-engines.com/en/system/SmallSQL,
374.,375.,356.,TinkerGraph,Graph,0.02,0.00,-0.03,https://db-engines.com/en/system/TinkerGraph,
375.,379.,369.,SparkleDB,RDF,0.02,0.00,0.00,https://db-engines.com/en/system/SparkleDB,
376.,380.,373.,gStore,Multi-model,0.01,+0.00,+0.00,https://db-engines.com/en/system/gStore,"Graph DBMS,RDF store"
377.,381.,370.,Acebase,Document,0.01,+0.00,0.00,https://db-engines.com/en/system/Acebase,
378.,382.,371.,Resin Cache,Key-value,0.01,+0.00,0.00,https://db-engines.com/en/system/Resin+Cache,
379.,383.,374.,SWC-DB,"Wide column, Multi-model",0.01,+0.00,0.00,https://db-engines.com/en/system/SWC-DB,"Wide column store,Time Series DBMS"
380.,384.,375.,Eloquera,Object oriented,0.01,+0.00,+0.00,https://db-engines.com/en/system/Eloquera,
381.,386.,378.,OushuDB,Relational,0.00,+0.00,+0.00,https://db-engines.com/en/system/OushuDB,
382.,387.,379.,Siaqodb,Object oriented,0.00,+0.00,+0.00,https://db-engines.com/en/system/Siaqodb,
383.,359.,380.,LedisDB,Key-value,0.00,-0.05,+0.00,https://db-engines.com/en/system/LedisDB,
384.,388.,381.,SwayDB,Key-value,0.00,+0.00,+0.00,https://db-engines.com/en/system/SwayDB,
385.,385.,382.,ActorDB,Relational,0.00,0.00,±0.00,https://db-engines.com/en/system/ActorDB,
385.,389.,359.,AntDB,Relational,0.00,±0.00,-0.03,https://db-engines.com/en/system/AntDB,
385.,389.,382.,BergDB,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/BergDB,
385.,389.,382.,BrightstarDB,RDF,0.00,±0.00,±0.00,https://db-engines.com/en/system/BrightstarDB,
385.,389.,382.,Cachelot.io,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/Cachelot.io,
385.,389.,382.,CortexDB,Multi-model,0.00,±0.00,±0.00,https://db-engines.com/en/system/CortexDB,"Document store,Key-value store"
385.,389.,382.,CovenantSQL,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/CovenantSQL,
385.,389.,382.,DaggerDB,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/DaggerDB,
385.,389.,382.,DataFS,"Object oriented, Multi-model",0.00,±0.00,±0.00,https://db-engines.com/en/system/DataFS,"Object oriented DBMS,Graph DBMS"
385.,389.,,Diana DB,NoSQL,0.00,±0.00,,https://db-engines.com/en/system/Diana+DB,
385.,389.,382.,Edge Intelligence,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/Edge+Intelligence,
385.,389.,382.,EdgelessDB,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/EdgelessDB,
385.,389.,382.,Galaxybase,Graph,0.00,±0.00,±0.00,https://db-engines.com/en/system/Galaxybase,
385.,389.,382.,H2GIS,"Spatial, Multi-model",0.00,±0.00,±0.00,https://db-engines.com/en/system/H2GIS,"Spatial DBMS,Relational DBMS"
385.,389.,382.,Helium,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/Helium,
385.,389.,382.,HGraphDB,Graph,0.00,±0.00,±0.00,https://db-engines.com/en/system/HGraphDB,
385.,389.,382.,HyperLevelDB,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/HyperLevelDB,
385.,389.,382.,iBoxDB,Document,0.00,±0.00,±0.00,https://db-engines.com/en/system/iBoxDB,
385.,389.,382.,InfinityDB,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/InfinityDB,
385.,389.,376.,JaguarDB,Multi-model,0.00,±0.00,-0.01,https://db-engines.com/en/system/JaguarDB,"Key-value store,Vector DBMS"
385.,389.,382.,JasDB,Document,0.00,±0.00,±0.00,https://db-engines.com/en/system/JasDB,
385.,389.,382.,K-DB,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/K-DB,
385.,389.,382.,Newts,Time Series,0.00,±0.00,±0.00,https://db-engines.com/en/system/Newts,
385.,389.,382.,NSDb,Time Series,0.00,±0.00,±0.00,https://db-engines.com/en/system/NSDb,
385.,389.,382.,openGemini,Time Series,0.00,±0.00,±0.00,https://db-engines.com/en/system/openGemini,
385.,389.,382.,OpenTenBase,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/OpenTenBase,
385.,389.,,RayforceDB,Columnar,0.00,±0.00,,https://db-engines.com/en/system/RayforceDB,
385.,389.,357.,ReductStore,Time Series,0.00,±0.00,-0.05,https://db-engines.com/en/system/ReductStore,
385.,389.,382.,Rizhiyi,"Search engine, Multi-model",0.00,±0.00,±0.00,https://db-engines.com/en/system/Rizhiyi,"Search engine,Time Series DBMS"
385.,389.,382.,searchxml,Multi-model,0.00,±0.00,±0.00,https://db-engines.com/en/system/searchxml,"Native XML DBMS,Search engine"
385.,374.,382.,SiriDB,Time Series,0.00,-0.02,±0.00,https://db-engines.com/en/system/SiriDB,
385.,389.,377.,Skytable,Key-value,0.00,±0.00,0.00,https://db-engines.com/en/system/Skytable,
385.,389.,382.,SpaceTime,"Spatial, Multi-model",0.00,±0.00,±0.00,https://db-engines.com/en/system/SpaceTime,"Spatial DBMS,Relational DBMS"
385.,,,SpacetimeDB,Relational,0.00,,,https://db-engines.com/en/system/SpacetimeDB,
385.,389.,382.,SvectorDB,Vector,0.00,±0.00,±0.00,https://db-engines.com/en/system/SvectorDB,
385.,389.,382.,TerarkDB,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/TerarkDB,
385.,389.,352.,Tigris,Multi-model,0.00,±0.00,-0.06,https://db-engines.com/en/system/Tigris,"Document store,Key-value store,Search engine,Time Series DBMS"
385.,389.,382.,Tkrzw,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/Tkrzw,
385.,389.,382.,TomP2P,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/TomP2P,
385.,352.,382.,Transbase,Relational,0.00,-0.07,±0.00,https://db-engines.com/en/system/Transbase,
385.,389.,382.,Transwarp ArgoDB,"Relational, Multi-model",0.00,±0.00,±0.00,https://db-engines.com/en/system/Transwarp+ArgoDB,"Relational DBMS,Search engine"
385.,389.,382.,Transwarp Hippo,Vector,0.00,±0.00,±0.00,https://db-engines.com/en/system/Transwarp+Hippo,
385.,389.,382.,Transwarp KunDB,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/Transwarp+KunDB,
