DBMS,Rank_Sep-2025,Rank_Aug-2025,Rank_Sep-2024,Database Model,Score_Sep-2025,Score_Aug-2025,Score_Sep-2024,DBMS_insitelink,Multi_model_info,Developer,Description,Initial release,Current release,License,License_info,Cloud-based only
mSQL,186.0,187.0,163.0,Relational,1.04,+0.01,-0.22,https://db-engines.com/en/system/mSQL,,Hughes Technologies,"mSQL (Mini SQL) is a simple and lightweight,RDBMS",1994.0,"4.4, October 2021",commercial,free licenses can be provided,no
GigaSpaces,187.0,186.0,197.0,Multi-model,1.03,-0.02,+0.12,https://db-engines.com/en/system/GigaSpaces,"Document store,Object oriented DBMS,Graph DBMS,Search engine",Gigaspaces Technologies,"High performance in-memory data grid platform, powering three products: Smart Cache, Smart ODS (Operational Data Store), Smart Augmented Transactions",2000.0,"15.5, September 2020",Open Source,Apache Version 2; Commercial licenses available,no
Alibaba Cloud MaxCompute,188.0,185.0,203.0,Relational,1.02,-0.03,+0.17,https://db-engines.com/en/system/Alibaba+Cloud+MaxCompute,,Alibaba,"MaxCompute (previously known as ODPS) is a general purpose, fully managed, multi-tenancy data processing platform for large-scale data warehousing",2016.0,,commercial,,yes
Vespa,189.0,193.0,239.0,Multi-model,1.01,+0.07,+0.43,https://db-engines.com/en/system/Vespa,"Search engine,Vector DBMS",Yahoo,"Vespa is a search engine and vector DBMS. It supports vector search (ANN), lexical search, and search in structured data.",,,Open Source,Apache-2.0 license,no
NonStop SQL,190.0,190.0,187.0,Relational,1.01,+0.02,+0.03,https://db-engines.com/en/system/NonStop+SQL,,"HP, originally by Tandem",,1987.0,,commercial,,no
Apache HAWQ,191.0,192.0,182.0,Relational,0.98,+0.04,-0.07,https://db-engines.com/en/system/Apache+HAWQ,,Pivotal Software; Apache,HAWQ is a parallel SQL query engine integrated into the Hadoop ecosystem,2012.0,,Open Source,,no
Oracle Rdb,192.0,189.0,184.0,Relational,0.98,-0.01,-0.06,https://db-engines.com/en/system/Oracle+Rdb,,"Oracle, originally developed by Digital Equipment Corporation (DEC)",,1984.0,"7.4.1.1, 2021",commercial,,no
Cubrid,193.0,188.0,189.0,Relational,0.97,-0.04,0.00,https://db-engines.com/en/system/Cubrid,,"CUBRID Corporation, CUBRID Foundation",CUBRID is an open-source SQL-based relational database management system with object extensions for OLTP,2008.0,"11.0, January 2021",Open Source,Apache Version 2.0,no
FoundationDB,194.0,197.0,191.0,Multi-model,0.97,+0.07,+0.00,https://db-engines.com/en/system/FoundationDB,"Document store,Key-value store,Relational DBMS",FoundationDB,Ordered key-value store. Core features are complimented by layers.,2013.0,"6.2.28, November 2020",Open Source,Apache 2.0,no
DataEase,195.0,196.0,177.0,Relational,0.9,0.00,-0.19,https://db-engines.com/en/system/DataEase,,,,1981.0,,commercial,,no
Altibase,196.0,194.0,200.0,Relational,0.9,-0.04,+0.03,https://db-engines.com/en/system/Altibase,,Altibase,"An enterprise grade, high-performance,RDBMS",1999.0,"v7.3, 2023, August 2023",commercial,Open source edition discontinued with March 2023,no
GT.M,197.0,195.0,188.0,Key-value,0.9,-0.01,-0.08,https://db-engines.com/en/system/GT.M,,,,1986.0,"7.0-000, February 2021",commercial,,no
M3DB,198.0,198.0,185.0,Time Series,0.88,+0.01,-0.13,https://db-engines.com/en/system/M3DB,,,A distributed time series database created for Uber,,,Open Source,Apache version 2,no
GeoMesa,199.0,209.0,214.0,Spatial,0.85,+0.09,+0.06,https://db-engines.com/en/system/GeoMesa,,CCRi and others,GeoMesa is a distributed spatio-temporal DBMS based on various systems as storage layer.,2014.0,"5.0.1, July 2024",Open Source,Apache License 2.0,no
SciDB,200.0,207.0,220.0,Multivalue,0.83,+0.05,+0.10,https://db-engines.com/en/system/SciDB,,Paradigm4,DBMS built upon a multi-dimensional array data model,2008.0,,Open Source,,no
Alibaba Cloud AnalyticDB for MySQL,201.0,199.0,195.0,"Relational, Multi-model",0.82,-0.03,-0.09,https://db-engines.com/en/system/Alibaba+Cloud+AnalyticDB+for+MySQL,"Relational DBMS,Document store",Alibaba,A real-time data warehousing service that can process petabytes of data with high concurrency and low latency. It is fully compatible with the MySQL protocol.,,,commercial,,yes
ZODB,202.0,220.0,206.0,Key-value,0.82,+0.12,0.00,https://db-engines.com/en/system/ZODB,,,Native object database for Python,2009.0,"5.8.1, July 2023",Open Source,,no
HPE Ezmeral Data Fabric,203.0,200.0,199.0,Multi-model,0.82,-0.03,-0.06,https://db-engines.com/en/system/HPE+Ezmeral+Data+Fabric,"Document store,Wide column store","HPE, MapR Technologies, Inc","A unified data platform to ingest, store, manage, process, apply, and analyze all data types from any data source, and a variety of different ingestion mechanisms at an exabyte scale",2009.0,,commercial,,no
NCache,204.0,202.0,196.0,"Key-value, Multi-model",0.81,-0.02,-0.10,https://db-engines.com/en/system/NCache,"Key-value store,Document store,Search engine",Alachisoft,"Open-Source and Enterprise in-memory,Key-Value Store",2005.0,"5.3.3, April 2024",Open Source,Enterprise Edition available,no
Xapian,205.0,214.0,221.0,Search engine,0.8,+0.08,+0.08,https://db-engines.com/en/system/Xapian,,,Open Source search engine library,1986.0,"1.4.25, March 2024",Open Source,GPLv2,no
Blazegraph,206.0,218.0,217.0,Multi-model,0.79,+0.07,+0.05,https://db-engines.com/en/system/Blazegraph,"Graph DBMS,RDF store",Blazegraph,"High-performance graph database supporting Semantic Web (RDF/SPARQL) and Graph Database (tinkerpop3, blueprints, vertex-centric) APIs with scale-out and High Availability.",2006.0,"2.1.5, March 2019",Open Source,extended commercial license available,no
eXtremeDB,207.0,203.0,212.0,"Time Series, Multi-model",0.79,-0.03,0.00,https://db-engines.com/en/system/eXtremeDB,"Time Series DBMS,Relational DBMS",McObject,"Natively in-memory DBMS with options for persistency, high-availability and clustering",2001.0,"8.2, 2021",commercial,,no
NuoDB,208.0,204.0,201.0,Relational,0.77,-0.03,-0.10,https://db-engines.com/en/system/NuoDB,,Dassault Systèmes,NuoDB is a webscale distributed database that supports SQL and ACID transactions,2013.0,,commercial,limited edition free,no
Infobright,209.0,206.0,198.0,Relational,0.76,-0.03,-0.12,https://db-engines.com/en/system/Infobright,,Ignite Technologies Inc.; formerly InfoBright Inc.,High performant column-oriented DBMS for analytic workloads using MySQL or PostgreSQL as a frontend,2005.0,,commercial,The open source (GPLv2) version did not support inserts/updates/deletes and was discontinued with July 2016,no
Rockset,210.0,205.0,180.0,"Document, Multi-model",0.76,-0.03,-0.31,https://db-engines.com/en/system/Rockset,"Document store,Relational DBMS,Search engine",Rockset,"A scalable, reliable search and analytics service in the cloud, built on,RocksDB",2019.0,,commercial,,yes
MatrixOne,211.0,210.0,208.0,Relational,0.76,+0.02,-0.05,https://db-engines.com/en/system/MatrixOne,,,"A Hyperconverged Cloud & Edge Native DBMS, supporting transactional, analytical, and streaming workloads with a simplified and distributed database engine, across multiple data centers, clouds, edges and other heterogenous infrastructures.",2021.0,,Open Source,Apache Version 2.0,no
BigchainDB,212.0,216.0,216.0,Document,0.75,+0.03,-0.01,https://db-engines.com/en/system/BigchainDB,,,"BigchainDB is scalable blockchain database offering decentralization, immutability and native assets",2016.0,,Open Source,AGPL v3,no
IDMS,213.0,201.0,207.0,Navigational,0.74,-0.09,-0.07,https://db-engines.com/en/system/IDMS,,Broadcom (formerly CA Technologies),,1973.0,18.5,commercial,,no
AllegroGraph,214.0,212.0,204.0,Multi-model,0.72,-0.01,-0.12,https://db-engines.com/en/system/AllegroGraph,"Document store,Graph DBMS,RDF store,Vector DBMS,Spatial DBMS",Franz Inc.,"High performance, persistent RDF store with additional support for Graph DBMS",2004.0,"8.0, December 2023",commercial,Limited community edition free,no
Yellowbrick,215.0,208.0,211.0,Relational,0.71,-0.05,-0.07,https://db-engines.com/en/system/Yellowbrick,,Yellowbrick Data,Data Warehouse appliance and cloud service,,,commercial,,no
Model 204,216.0,215.0,210.0,Multivalue,0.71,-0.02,-0.09,https://db-engines.com/en/system/Model+204,,,,1972.0,,commercial,,no
eXist-db,217.0,219.0,223.0,Native XML,0.7,-0.01,-0.01,https://db-engines.com/en/system/eXist-db,,,,2000.0,,Open Source,L-GPL,no
Alibaba Cloud AnalyticDB for PostgreSQL,218.0,211.0,213.0,Relational,0.7,-0.03,-0.09,https://db-engines.com/en/system/Alibaba+Cloud+AnalyticDB+for+PostgreSQL,,Alibaba / Pivotal Software Inc. / PostgreSQL Global Development Group,"An online MPP (Massively Parallel Processing) data warehousing service based on,Greenplum",2016.0,,commercial,,yes
KeyDB,219.0,217.0,232.0,Key-value,0.68,-0.03,+0.05,https://db-engines.com/en/system/KeyDB,,EQ Alpha Technology Ltd.,"An ultra-fast, open source,Key-value store,fully compatible with Redis API, modules, and protocols",2019.0,,Open Source,BSD-3,no
Datacom/DB,220.0,213.0,219.0,Relational,0.68,-0.05,-0.06,https://db-engines.com/en/system/Datacom%2FDB,,Broadcom (formerly CA),"RDBMS,for mainframes",1972.0,,commercial,,no
RDF4J,221.0,230.0,222.0,RDF,0.68,+0.07,-0.04,https://db-engines.com/en/system/RDF4J,,"Since 2016 officially forked into an Eclipse project, former developer was Aduna Software.","RDF4J is a Java framework for processing RDF data, supporting both memory-based and a disk-based storage.",2004.0,,Open Source,"Eclipse Distribution License (EDL), v1.0.",no
CrateDB,222.0,224.0,226.0,Multi-model,0.65,+0.01,-0.03,https://db-engines.com/en/system/CrateDB,"Document store,Spatial DBMS,Search engine,Time Series DBMS,Vector DBMS,Relational DBMS",Crate,Distributed Database based on Lucene,2013.0,"5.8.1, August 2024",Open Source,,no
Actian Vector,223.0,221.0,215.0,Relational,0.65,-0.04,-0.13,https://db-engines.com/en/system/Actian+Vector,,,,,"Vector 5.0, July 2016",commercial,,no
Apache Sedona,224.0,243.0,282.0,Spatial,0.65,+0.13,+0.35,https://db-engines.com/en/system/Apache+Sedona,,Apache Software Foundation and contributors,"Apache Sedona extends,Apache Flink,and Apache Spark with a set of out-of-the-box distributed Spatial Datasets and Spatial SQL that efficiently load, process, and analyze large-scale spatial data across machines.",2020.0,,Open Source,Apache Version 2.0,no
RisingWave,225.0,223.0,237.0,Relational,0.64,-0.03,+0.03,https://db-engines.com/en/system/RisingWave,,RisingWave Labs,"A distributed,RDBMS,for stream processing, wire-compatible with,PostgreSQL",2022.0,"1.2, September 2023",Open Source,Apache Version 2.0,no
TypeDB,226.0,238.0,230.0,Multi-model,0.63,+0.08,-0.02,https://db-engines.com/en/system/TypeDB,"Graph DBMS,Object oriented DBMS,Relational DBMS",TypeDB,"TypeDB provides developers with an expressive, customizable type system to manage their data using an award-winning query language, TypeQL, while building on a high-performance, distributed architecture.",2016.0,"3.4.4, 2025",Open Source,"GPL Version 3, commercial licenses available",no
Dolt,227.0,228.0,194.0,"Relational, Multi-model",0.63,0.00,-0.30,https://db-engines.com/en/system/Dolt,"Relational DBMS,Document store",DoltHub Inc,"A,MySQL,compatible,DBMS,with Git-like versioning of data and schema",2018.0,,Open Source,Apache Version 2.0,no
Apache Pinot,228.0,239.0,274.0,Relational,0.63,+0.08,+0.27,https://db-engines.com/en/system/Apache+Pinot,,Apache Software Foundation and contributors,"Realtime distributed OLAP datastore, designed to answer OLAP queries with low latency",2015.0,"1.0.0, September 2023",Open Source,Apache Version 2.0,no
Firebolt,229.0,222.0,148.0,Relational,0.62,-0.06,-0.87,https://db-engines.com/en/system/Firebolt,,Firebolt Analytics Inc.,Highly scalable cloud data warehouse and analytics product,2020.0,,commercial,,yes
Objectivity/DB,230.0,225.0,229.0,Object oriented,0.61,-0.03,-0.04,https://db-engines.com/en/system/Objectivity%2FDB,,,,1990.0,,commercial,,no
Alibaba Cloud Log Service,231.0,229.0,257.0,Search engine,0.61,-0.02,+0.17,https://db-engines.com/en/system/Alibaba+Cloud+Log+Service,,AlibabaCloud Inc.,"A complete real-time data logging service that supports collection, consumption, shipping, search, and analysis of logs.",2016.0,,commercial,,yes
BoltDB,232.0,226.0,225.0,Key-value,0.61,-0.03,-0.09,https://db-engines.com/en/system/BoltDB,,,"An embedded,key-value store,for Go.",2013.0,,Open Source,MIT License,no
solidDB,233.0,235.0,231.0,Relational,0.6,+0.00,-0.04,https://db-engines.com/en/system/solidDB,,"Unicom Systems, Inc; IBM",,1992.0,,commercial,,no
Sedna,234.0,227.0,190.0,Native XML,0.6,-0.04,-0.37,https://db-engines.com/en/system/Sedna,,,,2006.0,,Open Source,Apache Version 2,no
SQream DB,235.0,236.0,234.0,Relational,0.59,0.00,-0.03,https://db-engines.com/en/system/SQream+DB,,SQream Technologies,"a GPU-based, columnar RDBMS for big data analytics workloads",2017.0,"2022.1.6, December 2022",commercial,,no
1010data,236.0,231.0,228.0,Relational,0.59,-0.01,-0.07,https://db-engines.com/en/system/1010data,,,,2000.0,,commercial,,no
DBISAM,237.0,232.0,218.0,Relational,0.59,-0.02,-0.16,https://db-engines.com/en/system/DBISAM,,"Elevate Software, Inc.",RDBMS mainly geared to Delphi and C++Builder application developers,1998.0,,commercial,,no
FrontBase,238.0,233.0,227.0,Relational,0.57,-0.03,-0.10,https://db-engines.com/en/system/FrontBase,,,,1993.0,"8.2.6, December 2015",commercial,free licenses,no
R:BASE,239.0,237.0,242.0,Relational,0.57,0.00,+0.01,https://db-engines.com/en/system/R%3ABASE,,,,1981.0,,commercial,,no
Graph Engine,240.0,234.0,241.0,Multi-model,0.56,-0.04,+0.00,https://db-engines.com/en/system/Graph+Engine,"Graph DBMS,Key-value store",Microsoft,"A distributed in-memory data processing engine, underpinned by a strongly-typed RAM store and a general distributed computation engine",2010.0,,Open Source,MIT License,no
Dragonfly,241.0,248.0,255.0,Key-value,0.55,+0.05,+0.11,https://db-engines.com/en/system/Dragonfly,,DragonflyDB team and community contributors,"A drop-in,Redis,replacement that scales vertically to support millions of operations per second and terabyte sized workloads, all on a single instance",2023.0,"1.0, March 2023",Open Source,BSL 1.1,no
Harper,242.0,249.0,243.0,Document,0.54,+0.05,-0.01,https://db-engines.com/en/system/Harper,,HarperDB,"Harper fuses database, cache, messaging, and application functions into a single process, delivering web performance, simplicity, and resilience unmatched by multi-technology stacks.",2017.0,"3.1, August 2021",commercial,free community edition available,no
Splice Machine,243.0,241.0,244.0,Relational,0.54,+0.00,0.00,https://db-engines.com/en/system/Splice+Machine,,Splice Machine,"Open-Source SQL RDBMS for Operational and Analytical use cases with native Machine Learning, powered by Hadoop and Spark",2014.0,"3.1, March 2021",Open Source,"AGPL 3.0, commercial license available",no
KairosDB,244.0,240.0,238.0,Time Series,0.53,0.00,-0.07,https://db-engines.com/en/system/KairosDB,,,"Distributed Time Series DBMS based on Cassandra or,H2",2013.0,"1.2.2, November 2018",Open Source,Apache 2.0,no
ObjectDB,245.0,242.0,236.0,Object oriented,0.51,-0.01,-0.10,https://db-engines.com/en/system/ObjectDB,,,,2010.0,"2.9.0, June 2024",commercial,,no
ITTIA,246.0,246.0,272.0,"Time Series, Multi-model",0.51,+0.01,+0.15,https://db-engines.com/en/system/ITTIA,"Time Series DBMS,Relational DBMS",ITTIA L.L.C.,Edge Time Series DBMS with Real-Time Stream Processing,2007.0,8.7,commercial,,no
WebSphere eXtreme Scale,247.0,244.0,233.0,Key-value,0.51,-0.01,-0.12,https://db-engines.com/en/system/WebSphere+eXtreme+Scale,,,An elastic highly scalable in-memory data grid,2009.0,,commercial,,no
Deep Lake,248.0,255.0,284.0,Vector,0.51,+0.07,+0.22,https://db-engines.com/en/system/Deep+Lake,,Activeloop,Deep Lake is a vector DBMS optimized for deep-learning and Large Language Model (LLM) based applications.,,,Open Source,MPL-2.0 license,no
Percona Server for MongoDB,249.0,250.0,250.0,Document,0.5,+0.01,+0.00,https://db-engines.com/en/system/Percona+Server+for+MongoDB,,Percona,A drop-in replacement for MongoDB Community Edition with enterprise-grade features.,2015.0,"3.4.10-2.10, November 2017",Open Source,GPL Version 2,no
atoti,250.0,253.0,253.0,Object oriented,0.5,+0.03,+0.05,https://db-engines.com/en/system/atoti,,ActiveViam,"An in-memory,DBMS,combining transactional and analytical processing to handle the aggregation of ever-changing data.",,,commercial,free versions available,no
Apache Doris,251.0,245.0,235.0,Relational,0.5,-0.01,-0.11,https://db-engines.com/en/system/Apache+Doris,,"Apache Software Foundation, originally contributed from Baidu","An MPP-based analytics DBMS embracing the,MySQL,protocol",2017.0,"1.2.2, February 2023",Open Source,Apache Version 2.0,no
CnosDB,252.0,252.0,278.0,Time Series,0.48,+0.02,+0.16,https://db-engines.com/en/system/CnosDB,,,"An open source distributed,Time Series DBMS,with high performance, high compression rate and high ease of use",2022.0,"2.2.0, February 2023",Open Source,AGPL 3.0,no
NexusDB,253.0,247.0,240.0,Relational,0.48,-0.03,-0.08,https://db-engines.com/en/system/NexusDB,,,,2003.0,"4.50.26, February 2021",commercial,,no
MapDB,254.0,251.0,249.0,Key-value,0.47,0.00,-0.03,https://db-engines.com/en/system/MapDB,,,,2002.0,,Open Source,Apache Version 2,no
Kinetica,255.0,258.0,261.0,"Relational, Multi-model",0.44,+0.01,+0.01,https://db-engines.com/en/system/Kinetica,"Relational DBMS,Spatial DBMS,Time Series DBMS",Kinetica,Fully vectorized database across both GPUs and CPUs,2012.0,"7.1, August 2021",commercial,,no
YDB,256.0,260.0,269.0,Multi-model,0.43,+0.01,+0.04,https://db-engines.com/en/system/YDB,"Document store,Relational DBMS",Yandex,"A distributed fault-tolerant database service, with high availability, scalability, immediate consistency and ACID transactions and providing an,Amazon DynamoDB,compatible API",2019.0,,Open Source,Apache 2.0; commercial license available,no
Kingbase,257.0,256.0,258.0,"Relational, Multi-model",0.43,0.00,-0.01,https://db-engines.com/en/system/Kingbase,"Relational DBMS,Document store,Spatial DBMS",BeiJing KINGBASE Information technologies inc.,"An enterprise-class,RDBMS,compatible with PostgreSQL and Oracle and widely used in China.",1999.0,"V8.0, August 2021",commercial,,no
Elassandra,258.0,271.0,285.0,"Wide column, Multi-model",0.42,+0.08,+0.14,https://db-engines.com/en/system/Elassandra,"Wide column store,Search engine",,"Open source database and search engine for multi-cloud applications based on Cassandra and,Elasticsearch",,,Open Source,Apache Version 2.0,no
RaptorDB,259.0,259.0,350.0,Document,0.42,+0.00,+0.36,https://db-engines.com/en/system/RaptorDB,,,,,,Open Source,Apache Version 2,no
VistaDB,260.0,254.0,254.0,Relational,0.42,-0.04,-0.03,https://db-engines.com/en/system/VistaDB,,Gibraltar Software,,2008.0,,commercial,,no
AlaSQL,261.0,273.0,264.0,Multi-model,0.42,+0.08,+0.00,https://db-engines.com/en/system/AlaSQL,"Document store,Relational DBMS",Andrey Gershun & Mathias R. Wulff,JavaScript DBMS library,2014.0,,Open Source,MIT-License,no
Scalaris,262.0,257.0,247.0,Key-value,0.41,-0.02,-0.10,https://db-engines.com/en/system/Scalaris,,,,2010.0,,Open Source,Apache Version 2,no
GemStone/S,263.0,263.0,252.0,Object oriented,0.41,0.00,-0.05,https://db-engines.com/en/system/GemStone%2FS,,,,1986.0,64 Bit 3.3.3,commercial,,no
Hibari,264.0,264.0,251.0,Key-value,0.41,+0.01,-0.06,https://db-engines.com/en/system/Hibari,,,,2005.0,,Open Source,Apache Version 2,no
SQL.JS,265.0,261.0,246.0,Relational,0.41,-0.01,-0.12,https://db-engines.com/en/system/SQL.JS,,Alon Zakai,"Port of,SQLite,to JavaScript",2012.0,,Open Source,,no
Marqo,266.0,267.0,270.0,Search engine,0.4,+0.03,+0.03,https://db-engines.com/en/system/Marqo,,,"An open source vector-based,search engine",2022.0,,Open Source,Apache Version 2.0,no
ScaleArc,267.0,262.0,266.0,Relational,0.4,-0.02,-0.01,https://db-engines.com/en/system/ScaleArc,,Ignite,"A layer on top of standard MySQL, SQL Server or Oracle instances for data distribution and sharding",2009.0,,commercial,limited edition free,no
OpenInsight,268.0,266.0,262.0,Multivalue,0.39,0.00,-0.03,https://db-engines.com/en/system/OpenInsight,,Revelation Software,Development Environment with included multi-value filing system,1992.0,"10.0.1, April 2018",commercial,,no
Cloudflare Workers KV,269.0,265.0,283.0,Key-value,0.38,-0.02,+0.09,https://db-engines.com/en/system/Cloudflare+Workers+KV,,Cloudflare,"A global, low-latency,,key-value store,for applications on Cloudflare with exceptionally high read volumes and low-latency.",2018.0,,commercial,,yes
SearchBlox,270.0,269.0,289.0,Search engine,0.38,+0.01,+0.09,https://db-engines.com/en/system/SearchBlox,,,,2003.0,,commercial,,no
Perst,271.0,277.0,248.0,Object oriented,0.36,+0.04,-0.15,https://db-engines.com/en/system/Perst,,,,2003.0,,Open Source,commercial license available,no
Sequoiadb,272.0,276.0,263.0,Multi-model,0.36,+0.03,-0.06,https://db-engines.com/en/system/Sequoiadb,"Document store,Relational DBMS",Sequoiadb Ltd.,NewSQL database with distributed OLTP and SQL,2013.0,,Open Source,Server: AGPL; Client: Apache V2,no
LokiJS,273.0,272.0,256.0,Document,0.36,+0.02,-0.08,https://db-engines.com/en/system/LokiJS,,,In-memory JavaScript DBMS,2014.0,,Open Source,,no
Kyligence Enterprise,274.0,274.0,259.0,Relational,0.36,+0.02,-0.08,https://db-engines.com/en/system/Kyligence+Enterprise,,"Kyligence, Inc.","A distributed analytics engine for big data, built on top of,Apache Kylin",2016.0,,commercial,,no
Rasdaman,275.0,268.0,265.0,Multivalue,0.35,-0.02,-0.07,https://db-engines.com/en/system/Rasdaman,,,Extends standard RDBMS with efficient handling of multi-dimensional arrays,1998.0,"rasdaman v9.8.1, July 2019",Open Source,extended commercial license available,no
Comdb2,276.0,275.0,277.0,Relational,0.34,+0.00,+0.01,https://db-engines.com/en/system/Comdb2,,Bloomberg Finance L.P.,"A distributed,RDBMS,designed for geographical replication and high availability. It has been developed by Bloomberg Finance L.P. and is used as their primary DBMS.",2004.0,,Open Source,Apache 2.0,no
Fluree,277.0,270.0,281.0,Graph,0.34,-0.02,+0.03,https://db-engines.com/en/system/Fluree,,"Fluree, PBC","A,Graph DBMS,built with blockchain technology",2018.0,,Open Source,open-sourced in October 2020,no
Valentina Server,278.0,285.0,313.0,Relational,0.33,+0.04,+0.15,https://db-engines.com/en/system/Valentina+Server,,Paradigma Software,Object-relational database and reports server,1999.0,5.7.5,commercial,,no
Postgres-XL,279.0,280.0,260.0,"Relational, Multi-model",0.3,0.00,-0.13,https://db-engines.com/en/system/Postgres-XL,"Relational DBMS,Document store,Spatial DBMS",,Based on PostgreSQL enhanced with MPP and write-scale-out cluster features,2014.0,"10 R1, October 2018",Open Source,Mozilla public license,no
Databend,280.0,281.0,287.0,Relational,0.3,+0.01,+0.01,https://db-engines.com/en/system/Databend,,Databend Labs,"An open-source, elastic, and workload-aware cloud data warehouse designed to meet businesses' massive-scale analytics needs at low cost and with low complexity",2021.0,"1.0.59, April 2023",Open Source,Apache Version 2.0,no
Northgate Reality,281.0,279.0,224.0,Multivalue,0.29,-0.01,-0.41,https://db-engines.com/en/system/Northgate+Reality,,,,1973.0,,commercial,,no
Fujitsu Enterprise Postgres,282.0,290.0,304.0,"Relational, Multi-model",0.29,+0.04,+0.07,https://db-engines.com/en/system/Fujitsu+Enterprise+Postgres,"Relational DBMS,Document store,Spatial DBMS",Fujitsu Limited,"Enterprise-grade,PostgreSQL,-based DBMS with security enhancements such as Transparent Data Encryption and Data Masking, plus high-availability and performance improvement features.",,"Fujitsu Enterprise Postgres 16, May 2024",commercial,,no
ModeShape,283.0,278.0,273.0,Content,0.29,-0.03,-0.07,https://db-engines.com/en/system/ModeShape,,,,2010.0,,Open Source,Apache Version 2,no
Alibaba Cloud TSDB,284.0,287.0,300.0,Time Series,0.29,+0.00,+0.06,https://db-engines.com/en/system/Alibaba+Cloud+TSDB,,Alibaba,"A stable, reliable, and cost-effective online high-performance time series database service",,,commercial,,yes
OpenQM,285.0,289.0,291.0,Multivalue,0.29,+0.01,+0.01,https://db-engines.com/en/system/OpenQM,,"Rocket Software, originally Martin Phillips","QpenQM is a high-performance, self-tuning, multi-value DBMS",1993.0,3.4-12,Open Source,"GPLv2, extended commercial license available",no
Starcounter,286.0,283.0,288.0,Object oriented,0.29,+0.00,+0.00,https://db-engines.com/en/system/Starcounter,,,,2006.0,"2.3.2.930, April 2018",commercial,,no
PieCloudDB,287.0,310.0,271.0,Relational,0.28,+0.10,-0.09,https://db-engines.com/en/system/PieCloudDB,,OpenPie,A cloud-native analytic database platform with new technologoy for elastic MPP,,"2.1, January 2023",commercial,,yes
Strabon,288.0,286.0,275.0,RDF,0.28,-0.01,-0.08,https://db-engines.com/en/system/Strabon,,,,2011.0,,Open Source,Mozilla public license,no
InfiniteGraph,289.0,284.0,279.0,Graph,0.27,-0.01,-0.05,https://db-engines.com/en/system/InfiniteGraph,,,,2010.0,,commercial,,no
Project Voldemort,290.0,288.0,280.0,Key-value,0.26,-0.02,-0.06,https://db-engines.com/en/system/Project+Voldemort,,,,2009.0,"1.10.25, July 2017",Open Source,Apache version 2,no
Vald,291.0,282.0,276.0,Vector,0.26,-0.03,-0.08,https://db-engines.com/en/system/Vald,,,Vald is a distributed vector DBMS.,,,Open Source,Apache-2.0 license,no
Manticore Search,292.0,292.0,301.0,"Search engine, Multi-model",0.25,+0.01,+0.03,https://db-engines.com/en/system/Manticore+Search,"Search engine,Time Series DBMS",Manticore Software,"Multi-storage database for search, including full-text search.",2017.0,"6.0, February 2023",Open Source,GPL version 2,no
Brytlyt,293.0,291.0,292.0,Relational,0.25,0.00,-0.02,https://db-engines.com/en/system/Brytlyt,,Brytlyt,"Scalable GPU-accelerated,RDBMS,for very fast analytic and streaming workloads, leveraging,PostgreSQL",2016.0,"5.0, August 2023",commercial,,no
RDFox,294.0,296.0,305.0,Multi-model,0.24,+0.00,+0.02,https://db-engines.com/en/system/RDFox,"Graph DBMS,RDF store,Relational DBMS",Oxford Semantic Technologies,High performance knowledge graph and semantic reasoning engine,2017.0,"6.0, Septermber 2022",commercial,,no
MyScale,295.0,297.0,299.0,Multi-model,0.24,+0.01,+0.01,https://db-engines.com/en/system/MyScale,"Relational DBMS,Vector DBMS",,"Built on,Clickhouse,, MyScale integrates vector search and SQL analytics and is used for large scale AI applications",2022.0,,commercial,,yes
AnzoGraph DB,296.0,302.0,302.0,Multi-model,0.24,+0.02,+0.02,https://db-engines.com/en/system/AnzoGraph+DB,"Graph DBMS,RDF store",Cambridge Semantics,"Scalable graph database built for online analytics and data harmonization with MPP scaling, high-performance analytical algorithms and reasoning, and virtualization",2018.0,"2.3, January 2021",commercial,free trial version available,no
Immudb,297.0,307.0,295.0,"Key-value, Multi-model",0.24,+0.04,+0.00,https://db-engines.com/en/system/Immudb,"Key-value store,Relational DBMS",Codenotary,An open source immutable (append-only) database with cryptographic verification which makes it tamper-resistant and fully auditable.,2020.0,"1.2.3, April 2022",Open Source,Apache Version 2.0,no
RedStore,298.0,300.0,303.0,RDF,0.23,+0.00,+0.01,https://db-engines.com/en/system/RedStore,,,RedStore is a lightweight RDF triplestore,2009.0,,Open Source,GPLv3,no
Raima Database Manager,299.0,293.0,268.0,Multi-model,0.23,-0.02,-0.17,https://db-engines.com/en/system/Raima+Database+Manager,"Relational DBMS,Time Series DBMS",Raima Inc.,"RDBMS with a small footprint, either embedded into an application or used as a database server",1984.0,"15, June 2021",commercial,,no
YTsaurus,300.0,299.0,323.0,Multi-model,0.23,0.00,+0.07,https://db-engines.com/en/system/YTsaurus,"Document store,Key-value store",Yandex,YTsaurus is an open source platform for distributed storage and processing.,2023.0,,Open Source,"Apache License, Version 2.0",no
Actian PSQL,301.0,325.0,334.0,Relational,0.23,+0.08,+0.10,https://db-engines.com/en/system/Actian+PSQL,,,RDBMS used for embedded databases,1982.0,"v15 SP2 (15.20), August 2021",commercial,,no
