Rank_Feb-2023,Rank_Jan-2023,Rank_Feb-2022,DBMS,Database Model,Score_Feb-2023,Score_Jan-2023,Score_Feb-2022,DBMS_insitelink,Multi_model_info
212.,212.,189.,Splice Machine,Relational,1.03,+0.06,+0.18,https://db-engines.com/en/system/Splice+Machine,
213.,221.,225.,Northgate Reality,Multivalue,1.02,+0.14,+0.44,https://db-engines.com/en/system/Northgate+Reality,
214.,225.,239.,TDSQL for MySQL,"Relational, Multi-model",1.02,+0.17,+0.51,https://db-engines.com/en/system/TDSQL+for+MySQL,"Relational DBMS,Document store,Spatial DBMS"
215.,204.,200.,DBISAM,Relational,1.02,-0.04,+0.25,https://db-engines.com/en/system/DBISAM,
216.,222.,217.,SciDB,Multivalue,1.02,+0.15,+0.36,https://db-engines.com/en/system/SciDB,
217.,,,Vitess,"Relational, Multi-model",1.01,,,https://db-engines.com/en/system/Vitess,"Relational DBMS,Document store,Spatial DBMS"
218.,229.,212.,OpenBase,Relational,1.00,+0.18,+0.32,https://db-engines.com/en/system/OpenBase,
219.,202.,215.,VictoriaMetrics,Time Series,0.99,-0.08,+0.33,https://db-engines.com/en/system/VictoriaMetrics,
220.,224.,238.,MapDB,Key-value,0.99,+0.13,+0.47,https://db-engines.com/en/system/MapDB,
221.,231.,253.,Apache IoTDB,Time Series,0.99,+0.19,+0.56,https://db-engines.com/en/system/Apache+IoTDB,
222.,223.,223.,NexusDB,Relational,0.98,+0.13,+0.38,https://db-engines.com/en/system/NexusDB,
223.,217.,233.,Rockset,"Document, Multi-model",0.95,+0.04,+0.40,https://db-engines.com/en/system/Rockset,"Document store,Relational DBMS,Search engine"
224.,201.,196.,BigchainDB,Document,0.94,-0.13,+0.15,https://db-engines.com/en/system/BigchainDB,
225.,208.,198.,GeoMesa,Spatial DBMS,0.94,-0.08,+0.14,https://db-engines.com/en/system/GeoMesa,
226.,,,PlanetScale,"Relational, Multi-model",0.93,,,https://db-engines.com/en/system/PlanetScale,"Relational DBMS,Document store,Spatial DBMS"
227.,211.,177.,CrateDB,Multi-model,0.91,-0.08,-0.05,https://db-engines.com/en/system/CrateDB,"Document store,Object oriented DBMS,Time Series DBMS,Relational DBMS,Search engine"
228.,226.,234.,Amazon Keyspaces,Wide column,0.91,+0.06,+0.35,https://db-engines.com/en/system/Amazon+Keyspaces,
229.,234.,228.,ScaleArc,Relational,0.91,+0.15,+0.34,https://db-engines.com/en/system/ScaleArc,
230.,218.,222.,ObjectDB,Object oriented,0.90,-0.01,+0.30,https://db-engines.com/en/system/ObjectDB,
231.,227.,231.,SQream DB,Relational,0.90,+0.05,+0.33,https://db-engines.com/en/system/SQream+DB,
232.,238.,224.,VistaDB,Relational,0.87,+0.14,+0.28,https://db-engines.com/en/system/VistaDB,
233.,220.,227.,BoltDB,Key-value,0.87,-0.01,+0.29,https://db-engines.com/en/system/BoltDB,
234.,219.,207.,R:BASE,Relational,0.87,-0.01,+0.15,https://db-engines.com/en/system/R%3ABASE,
235.,232.,205.,Yellowbrick,Relational,0.87,+0.07,+0.15,https://db-engines.com/en/system/Yellowbrick,
236.,248.,241.,OpenInsight,Multivalue,0.84,+0.18,+0.33,https://db-engines.com/en/system/OpenInsight,
237.,241.,254.,Scalaris,Key-value,0.82,+0.12,+0.40,https://db-engines.com/en/system/Scalaris,
238.,228.,209.,eXtremeDB,Multi-model,0.80,-0.04,+0.09,https://db-engines.com/en/system/eXtremeDB,"Relational DBMS,Time Series DBMS"
239.,235.,194.,Datacom/DB,Relational,0.78,+0.03,-0.02,https://db-engines.com/en/system/Datacom%2FDB,
240.,246.,249.,Milvus,Search engine,0.78,+0.10,+0.33,https://db-engines.com/en/system/Milvus,
241.,245.,258.,Kingbase,"Relational, Multi-model",0.76,+0.08,+0.37,https://db-engines.com/en/system/Kingbase,"Relational DBMS,Document store,Spatial DBMS"
242.,247.,247.,4store,RDF,0.76,+0.09,+0.31,https://db-engines.com/en/system/4store,
243.,236.,185.,Objectivity/DB,Object oriented,0.76,+0.01,-0.11,https://db-engines.com/en/system/Objectivity%2FDB,
244.,243.,264.,KeyDB,Key-value,0.76,+0.06,+0.41,https://db-engines.com/en/system/KeyDB,
245.,244.,271.,Apache Doris,Relational,0.75,+0.06,+0.45,https://db-engines.com/en/system/Apache+Doris,
246.,256.,261.,ModeShape,Content,0.72,+0.12,+0.35,https://db-engines.com/en/system/ModeShape,
247.,251.,262.,SearchBlox,Search engine,0.72,+0.09,+0.36,https://db-engines.com/en/system/SearchBlox,
248.,242.,255.,Tajo,Relational,0.71,+0.02,+0.31,https://db-engines.com/en/system/Tajo,
249.,237.,230.,AlaSQL,Multi-model,0.71,-0.03,+0.15,https://db-engines.com/en/system/AlaSQL,"Document store,Relational DBMS"
250.,252.,251.,Rasdaman,Multivalue,0.71,+0.09,+0.28,https://db-engines.com/en/system/Rasdaman,
251.,230.,206.,Postgres-XL,"Relational, Multi-model",0.71,-0.11,-0.01,https://db-engines.com/en/system/Postgres-XL,"Relational DBMS,Document store,Spatial DBMS"
252.,261.,229.,LokiJS,Document,0.70,+0.17,+0.13,https://db-engines.com/en/system/LokiJS,
253.,263.,304.,Strabon,RDF,0.68,+0.15,+0.55,https://db-engines.com/en/system/Strabon,
254.,250.,,Apache Pinot,Relational,0.67,+0.04,,https://db-engines.com/en/system/Apache+Pinot,
255.,239.,256.,Starcounter,Object oriented,0.65,-0.06,+0.25,https://db-engines.com/en/system/Starcounter,
256.,233.,244.,Trafodion,Relational,0.64,-0.12,+0.17,https://db-engines.com/en/system/Trafodion,
257.,265.,240.,Elassandra,"Wide column, Multi-model",0.63,+0.11,+0.12,https://db-engines.com/en/system/Elassandra,"Wide column store,Search engine"
258.,240.,260.,atoti,Object oriented,0.62,-0.08,+0.24,https://db-engines.com/en/system/atoti,
259.,254.,245.,InfiniteGraph,Graph,0.61,+0.01,+0.15,https://db-engines.com/en/system/InfiniteGraph,
260.,255.,250.,Sequoiadb,Multi-model,0.59,-0.02,+0.15,https://db-engines.com/en/system/Sequoiadb,"Document store,Relational DBMS"
261.,257.,273.,OpenQM,Multivalue,0.59,+0.03,+0.31,https://db-engines.com/en/system/OpenQM,
262.,262.,183.,GemStone/S,Object oriented,0.58,+0.05,-0.31,https://db-engines.com/en/system/GemStone%2FS,
263.,259.,235.,Tokyo Tyrant,Key-value,0.58,+0.03,+0.03,https://db-engines.com/en/system/Tokyo+Tyrant,
264.,253.,242.,Project Voldemort,Key-value,0.57,-0.04,+0.10,https://db-engines.com/en/system/Project+Voldemort,
265.,249.,218.,Percona Server for MongoDB,Document,0.56,-0.07,-0.06,https://db-engines.com/en/system/Percona+Server+for+MongoDB,
266.,266.,307.,ITTIA,Relational,0.56,+0.05,+0.45,https://db-engines.com/en/system/ITTIA,
267.,260.,232.,HarperDB,Document,0.56,+0.02,+0.00,https://db-engines.com/en/system/HarperDB,
268.,283.,289.,Actian FastObjects,Object oriented,0.56,+0.15,+0.35,https://db-engines.com/en/system/Actian+FastObjects,
269.,267.,208.,Kinetica,"Relational, Multi-model",0.56,+0.06,-0.15,https://db-engines.com/en/system/Kinetica,"Relational DBMS,Spatial DBMS,Time Series DBMS"
270.,268.,276.,Comdb2,Relational,0.55,+0.05,+0.29,https://db-engines.com/en/system/Comdb2,
271.,258.,219.,YDB,Multi-model,0.54,-0.01,-0.08,https://db-engines.com/en/system/YDB,"Document store,Relational DBMS"
272.,271.,274.,Lovefield,Relational,0.53,+0.04,+0.26,https://db-engines.com/en/system/Lovefield,
273.,272.,220.,Raima Database Manager,Multi-model,0.52,+0.05,-0.09,https://db-engines.com/en/system/Raima+Database+Manager,"Relational DBMS,Time Series DBMS"
274.,287.,308.,Transbase,Relational,0.52,+0.13,+0.41,https://db-engines.com/en/system/Transbase,
275.,275.,300.,Cloudflare Workers KV,Key-value,0.51,+0.06,+0.38,https://db-engines.com/en/system/Cloudflare+Workers+KV,
276.,264.,257.,Brytlyt,Relational,0.51,-0.01,+0.12,https://db-engines.com/en/system/Brytlyt,
277.,274.,252.,Redland,RDF,0.51,+0.05,+0.08,https://db-engines.com/en/system/Redland,
278.,276.,,SurrealDB,Multi-model,0.51,+0.05,,https://db-engines.com/en/system/SurrealDB,"Document store,Graph DBMS"
279.,277.,204.,Alibaba Cloud MaxCompute,Relational,0.50,+0.05,-0.24,https://db-engines.com/en/system/Alibaba+Cloud+MaxCompute,
280.,282.,287.,EJDB,Document,0.50,+0.09,+0.27,https://db-engines.com/en/system/EJDB,
281.,301.,303.,Mulgara,RDF,0.50,+0.17,+0.37,https://db-engines.com/en/system/Mulgara,
282.,286.,272.,FlockDB,Graph,0.50,+0.10,+0.21,https://db-engines.com/en/system/FlockDB,
283.,269.,211.,Alibaba Cloud AnalyticDB for MySQL,"Relational, Multi-model",0.50,+0.01,-0.21,https://db-engines.com/en/system/Alibaba+Cloud+AnalyticDB+for+MySQL,"Relational DBMS,Document store"
284.,298.,281.,TransLattice,Relational,0.48,+0.14,+0.24,https://db-engines.com/en/system/TransLattice,
285.,273.,267.,Kyligence Enterprise,Relational,0.48,+0.01,+0.17,https://db-engines.com/en/system/Kyligence+Enterprise,
286.,292.,295.,ElevateDB,Relational,0.46,+0.08,+0.28,https://db-engines.com/en/system/ElevateDB,
287.,281.,296.,HugeGraph,Graph,0.45,+0.03,+0.29,https://db-engines.com/en/system/HugeGraph,
288.,,,Marqo,Search engine,0.45,,,https://db-engines.com/en/system/Marqo,
289.,302.,265.,Mimer SQL,Relational,0.44,+0.11,+0.09,https://db-engines.com/en/system/Mimer+SQL,
290.,291.,202.,Jade,Object oriented,0.42,+0.05,-0.32,https://db-engines.com/en/system/Jade,
291.,290.,266.,PipelineDB,Relational,0.42,+0.04,+0.09,https://db-engines.com/en/system/PipelineDB,
292.,278.,,FeatureBase,Relational,0.42,-0.02,,https://db-engines.com/en/system/FeatureBase,
293.,285.,,Typesense,Search engine,0.41,+0.01,,https://db-engines.com/en/system/Typesense,
294.,289.,312.,ArcadeDB,Multi-model,0.41,+0.03,+0.32,https://db-engines.com/en/system/ArcadeDB,"Document store,Graph DBMS,Key-value store,Time Series DBMS"
295.,280.,297.,Weaviate,Search engine,0.41,-0.02,+0.26,https://db-engines.com/en/system/Weaviate,
296.,284.,278.,Riak TS,Time Series,0.41,+0.00,+0.15,https://db-engines.com/en/system/Riak+TS,
297.,309.,284.,HyperGraphDB,Graph,0.41,+0.12,+0.17,https://db-engines.com/en/system/HyperGraphDB,
298.,294.,270.,Axibase,Time Series,0.41,+0.05,+0.11,https://db-engines.com/en/system/Axibase,
299.,279.,285.,Valentina Server,Relational,0.40,-0.04,+0.17,https://db-engines.com/en/system/Valentina+Server,
300.,322.,,Skytable,Key-value,0.40,+0.16,,https://db-engines.com/en/system/Skytable,
301.,288.,292.,Fluree,Graph,0.39,+0.00,+0.19,https://db-engines.com/en/system/Fluree,
302.,319.,,Ultipa,Graph,0.39,+0.12,,https://db-engines.com/en/system/Ultipa,
303.,270.,305.,TinkerGraph,Graph,0.38,-0.10,+0.26,https://db-engines.com/en/system/TinkerGraph,
304.,316.,293.,CubicWeb,RDF,0.38,+0.11,+0.20,https://db-engines.com/en/system/CubicWeb,
305.,295.,237.,Alibaba Cloud AnalyticDB for PostgreSQL,Relational,0.38,+0.04,-0.15,https://db-engines.com/en/system/Alibaba+Cloud+AnalyticDB+for+PostgreSQL,
306.,304.,288.,Heroic,Time Series,0.37,+0.07,+0.16,https://db-engines.com/en/system/Heroic,
307.,321.,298.,XtremeData,Relational,0.37,+0.13,+0.23,https://db-engines.com/en/system/XtremeData,
308.,303.,318.,GraphBase,Graph,0.37,+0.06,+0.30,https://db-engines.com/en/system/GraphBase,
309.,313.,341.,RedStore,RDF,0.37,+0.09,+0.34,https://db-engines.com/en/system/RedStore,
310.,307.,336.,Machbase,Time Series,0.36,+0.06,+0.32,https://db-engines.com/en/system/Machbase,
311.,296.,279.,GeoSpock,"Relational, Multi-model",0.36,+0.01,+0.10,https://db-engines.com/en/system/GeoSpock,"Relational DBMS,Time Series DBMS"
312.,297.,286.,LeanXcale,Multi-model,0.35,+0.01,+0.12,https://db-engines.com/en/system/LeanXcale,"Key-value store,Relational DBMS"
313.,300.,,Speedb,Key-value,0.35,+0.02,,https://db-engines.com/en/system/Speedb,
314.,308.,306.,Sparksee,Graph,0.34,+0.05,+0.22,https://db-engines.com/en/system/Sparksee,
315.,317.,290.,TerminusDB,"Graph, Multi-model",0.34,+0.07,+0.14,https://db-engines.com/en/system/TerminusDB,"Graph DBMS,Document store,RDF store"
316.,341.,311.,Bangdb,Multi-model,0.34,+0.14,+0.24,https://db-engines.com/en/system/Bangdb,"Document store,Graph DBMS,Time Series DBMS,Spatial DBMS"
317.,320.,314.,STSdb,Key-value,0.33,+0.08,+0.25,https://db-engines.com/en/system/STSdb,
318.,299.,221.,Alibaba Cloud ApsaraDB for PolarDB,Relational,0.33,0.00,-0.28,https://db-engines.com/en/system/Alibaba+Cloud+ApsaraDB+for+PolarDB,
319.,314.,294.,NEventStore,Event,0.33,+0.06,+0.16,https://db-engines.com/en/system/NEventStore,
320.,326.,343.,Upscaledb,Key-value,0.33,+0.11,+0.30,https://db-engines.com/en/system/Upscaledb,
321.,305.,325.,RDFox,Multi-model,0.33,+0.02,+0.27,https://db-engines.com/en/system/RDFox,"Graph DBMS,RDF store,Relational DBMS"
322.,293.,226.,Alibaba Cloud Log Service,Search engine,0.31,-0.05,-0.26,https://db-engines.com/en/system/Alibaba+Cloud+Log+Service,
323.,312.,291.,Immudb,"Key-value, Multi-model",0.31,+0.04,+0.11,https://db-engines.com/en/system/Immudb,"Key-value store,Relational DBMS"
324.,326.,350.,Exorbyte,Search engine,0.31,+0.09,+0.29,https://db-engines.com/en/system/Exorbyte,
325.,318.,,Transwarp KunDB,Relational,0.31,+0.04,,https://db-engines.com/en/system/Transwarp+KunDB,
326.,306.,302.,Actian PSQL,Relational,0.30,0.00,+0.17,https://db-engines.com/en/system/Actian+PSQL,
327.,310.,309.,Manticore Search,"Search engine, Multi-model",0.30,+0.02,+0.19,https://db-engines.com/en/system/Manticore+Search,"Search engine,Time Series DBMS"
328.,342.,347.,Elliptics,Key-value,0.30,+0.11,+0.27,https://db-engines.com/en/system/Elliptics,
329.,,,Tigris,Multi-model,0.30,,,https://db-engines.com/en/system/Tigris,"Document store,Key-value store,Search engine,Time Series DBMS"
330.,,,GreptimeDB,Time Series,0.30,,,https://db-engines.com/en/system/GreptimeDB,
331.,338.,333.,BrightstarDB,RDF,0.27,+0.07,+0.23,https://db-engines.com/en/system/BrightstarDB,
332.,346.,338.,SiteWhere,Time Series,0.27,+0.08,+0.23,https://db-engines.com/en/system/SiteWhere,
333.,324.,268.,Tibco ComputeDB,Relational,0.26,+0.03,-0.04,https://db-engines.com/en/system/Tibco+ComputeDB,
334.,340.,334.,ToroDB,Document,0.26,+0.06,+0.22,https://db-engines.com/en/system/ToroDB,
335.,328.,,Acebase,Document,0.26,+0.04,,https://db-engines.com/en/system/Acebase,
336.,332.,328.,Dydra,RDF,0.25,+0.05,+0.20,https://db-engines.com/en/system/Dydra,
337.,334.,359.,Edge Intelligence,Relational,0.25,+0.04,+0.25,https://db-engines.com/en/system/Edge+Intelligence,
337.,334.,359.,HyperLevelDB,Key-value,0.25,+0.04,+0.25,https://db-engines.com/en/system/HyperLevelDB,
337.,323.,356.,iBoxDB,Document,0.25,+0.01,+0.24,https://db-engines.com/en/system/iBoxDB,
337.,334.,339.,IRONdb,Time Series,0.25,+0.04,+0.21,https://db-engines.com/en/system/IRONdb,
337.,334.,348.,OrigoDB,Multi-model,0.25,+0.04,+0.22,https://db-engines.com/en/system/OrigoDB,"Document store,Object oriented DBMS"
337.,339.,349.,TerarkDB,Key-value,0.25,+0.04,+0.22,https://db-engines.com/en/system/TerarkDB,
343.,347.,359.,RaptorDB,Document,0.24,+0.06,+0.24,https://db-engines.com/en/system/RaptorDB,
344.,311.,263.,AnzoGraph DB,Multi-model,0.23,-0.05,-0.12,https://db-engines.com/en/system/AnzoGraph+DB,"Graph DBMS,RDF store"
345.,344.,358.,Eloquera,Object oriented,0.23,+0.04,+0.22,https://db-engines.com/en/system/Eloquera,
346.,315.,246.,Alibaba Cloud Table Store,Wide column,0.23,-0.05,-0.23,https://db-engines.com/en/system/Alibaba+Cloud+Table+Store,
347.,350.,359.,ActorDB,Relational,0.23,+0.06,+0.23,https://db-engines.com/en/system/ActorDB,
348.,353.,351.,NosDB,Document,0.22,+0.06,+0.20,https://db-engines.com/en/system/NosDB,
349.,358.,359.,JethroData,Relational,0.21,+0.06,+0.21,https://db-engines.com/en/system/JethroData,
350.,361.,319.,Blueflood,Time Series,0.21,+0.07,+0.14,https://db-engines.com/en/system/Blueflood,
351.,343.,329.,H2GIS,"Spatial DBMS, Multi-model",0.20,+0.01,+0.15,https://db-engines.com/en/system/H2GIS,"Spatial DBMS,Relational DBMS"
352.,352.,301.,Quasardb,Time Series,0.20,+0.04,+0.06,https://db-engines.com/en/system/Quasardb,
353.,330.,316.,Hawkular Metrics,Time Series,0.20,-0.01,+0.12,https://db-engines.com/en/system/Hawkular+Metrics,
354.,329.,359.,Siaqodb,Object oriented,0.19,-0.01,+0.19,https://db-engines.com/en/system/Siaqodb,
355.,365.,330.,LedisDB,Key-value,0.19,+0.08,+0.15,https://db-engines.com/en/system/LedisDB,
356.,331.,315.,BigObject,Relational,0.19,-0.01,+0.10,https://db-engines.com/en/system/BigObject,
356.,325.,344.,SiriDB,Time Series,0.19,-0.03,+0.16,https://db-engines.com/en/system/SiriDB,
356.,358.,359.,TomP2P,Key-value,0.19,+0.04,+0.19,https://db-engines.com/en/system/TomP2P,
356.,333.,321.,VelocityDB,Multi-model,0.19,-0.01,+0.13,https://db-engines.com/en/system/VelocityDB,"Graph DBMS,Object oriented DBMS"
356.,358.,359.,WhiteDB,Document,0.19,+0.04,+0.19,https://db-engines.com/en/system/WhiteDB,
361.,349.,359.,XTDB,Document,0.18,+0.01,+0.18,https://db-engines.com/en/system/XTDB,
362.,366.,337.,Qdrant,Search engine,0.18,+0.08,+0.14,https://db-engines.com/en/system/Qdrant,
363.,348.,283.,EsgynDB,Relational,0.17,-0.01,-0.07,https://db-engines.com/en/system/EsgynDB,
364.,364.,269.,Alibaba Cloud TSDB,Time Series,0.16,+0.05,-0.14,https://db-engines.com/en/system/Alibaba+Cloud+TSDB,
365.,345.,236.,IBM Db2 Event Store,Multi-model,0.15,-0.03,-0.37,https://db-engines.com/en/system/IBM+Db2+Event+Store,"Event Store,Time Series DBMS"
366.,363.,327.,Linter,"Relational, Multi-model",0.15,+0.02,+0.10,https://db-engines.com/en/system/Linter,"Relational DBMS,Spatial DBMS"
367.,351.,243.,Faircom DB,Multi-model,0.15,-0.02,-0.33,https://db-engines.com/en/system/Faircom+DB,"Key-value store,Relational DBMS"
368.,,,AntDB,Relational,0.14,,,https://db-engines.com/en/system/AntDB,
369.,355.,355.,HGraphDB,Graph,0.13,-0.03,+0.12,https://db-engines.com/en/system/HGraphDB,
370.,356.,,Fujitsu Enterprise Postgres,"Relational, Multi-model",0.12,-0.03,,https://db-engines.com/en/system/Fujitsu+Enterprise+Postgres,"Relational DBMS,Document store,Spatial DBMS"
371.,362.,299.,Badger,Key-value,0.12,-0.01,-0.01,https://db-engines.com/en/system/Badger,
372.,354.,320.,SenseiDB,Document,0.12,-0.04,+0.05,https://db-engines.com/en/system/SenseiDB,
373.,382.,,DataFS,"Object oriented, Multi-model",0.09,+0.09,,https://db-engines.com/en/system/DataFS,"Object oriented DBMS,Graph DBMS"
374.,367.,,OushuDB,Relational,0.08,0.00,,https://db-engines.com/en/system/OushuDB,
375.,370.,317.,AgensGraph,Multi-model,0.07,+0.00,0.00,https://db-engines.com/en/system/AgensGraph,"Graph DBMS,Relational DBMS"
376.,357.,322.,Kyoto Tycoon,Key-value,0.06,-0.09,+0.00,https://db-engines.com/en/system/Kyoto+Tycoon,
377.,376.,323.,InfinityDB,Key-value,0.05,+0.02,0.00,https://db-engines.com/en/system/InfinityDB,
378.,369.,282.,Warp 10,Time Series,0.05,-0.02,-0.20,https://db-engines.com/en/system/Warp+10,
379.,368.,324.,SmallSQL,Relational,0.04,-0.03,-0.02,https://db-engines.com/en/system/SmallSQL,
380.,371.,342.,ScaleOut StateServer,Key-value,0.04,-0.02,+0.01,https://db-engines.com/en/system/ScaleOut+StateServer,
381.,372.,359.,SparkleDB,RDF,0.04,-0.02,+0.04,https://db-engines.com/en/system/SparkleDB,
382.,373.,310.,Resin Cache,Key-value,0.03,-0.01,-0.08,https://db-engines.com/en/system/Resin+Cache,
383.,375.,326.,SWC-DB,"Wide column, Multi-model",0.02,-0.01,-0.03,https://db-engines.com/en/system/SWC-DB,"Wide column store,Time Series DBMS"
384.,374.,345.,Sadas Engine,Relational,0.02,-0.02,-0.01,https://db-engines.com/en/system/Sadas+Engine,
385.,377.,359.,Rizhiyi,"Search engine, Multi-model",0.02,0.00,+0.02,https://db-engines.com/en/system/Rizhiyi,"Search engine,Time Series DBMS"
386.,378.,331.,WakandaDB,Object oriented,0.01,0.00,-0.04,https://db-engines.com/en/system/WakandaDB,
387.,380.,277.,Faircom EDGE,Multi-model,0.00,-0.01,-0.26,https://db-engines.com/en/system/Faircom+EDGE,"Key-value store,Relational DBMS"
388.,381.,335.,SwayDB,Key-value,0.00,0.00,-0.04,https://db-engines.com/en/system/SwayDB,
389.,382.,359.,BergDB,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/BergDB,
389.,382.,359.,Cachelot.io,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/Cachelot.io,
389.,382.,359.,CortexDB,Multi-model,0.00,±0.00,±0.00,https://db-engines.com/en/system/CortexDB,"Document store,Key-value store"
389.,382.,359.,CovenantSQL,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/CovenantSQL,
389.,382.,359.,DaggerDB,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/DaggerDB,
389.,382.,359.,EdgelessDB,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/EdgelessDB,
389.,382.,332.,Galaxybase,Graph,0.00,±0.00,-0.04,https://db-engines.com/en/system/Galaxybase,
389.,382.,359.,Helium,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/Helium,
389.,382.,359.,Indica,Search engine,0.00,±0.00,±0.00,https://db-engines.com/en/system/Indica,
389.,379.,340.,JaguarDB,Key-value,0.00,-0.01,-0.03,https://db-engines.com/en/system/JaguarDB,
389.,382.,359.,JasDB,Document,0.00,±0.00,±0.00,https://db-engines.com/en/system/JasDB,
389.,382.,359.,K-DB,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/K-DB,
389.,382.,352.,Newts,Time Series,0.00,±0.00,-0.01,https://db-engines.com/en/system/Newts,
389.,382.,353.,NSDb,Time Series,0.00,±0.00,-0.01,https://db-engines.com/en/system/NSDb,
389.,,,PieCloudDB,Relational,0.00,,,https://db-engines.com/en/system/PieCloudDB,
389.,382.,359.,searchxml,Multi-model,0.00,±0.00,±0.00,https://db-engines.com/en/system/searchxml,"Native XML DBMS,Search engine"
389.,382.,359.,SpaceTime,"Spatial DBMS, Multi-model",0.00,±0.00,±0.00,https://db-engines.com/en/system/SpaceTime,"Spatial DBMS,Relational DBMS"
389.,382.,346.,Tkrzw,Key-value,0.00,±0.00,-0.03,https://db-engines.com/en/system/Tkrzw,
389.,382.,,Transwarp ArgoDB,"Relational, Multi-model",0.00,±0.00,,https://db-engines.com/en/system/Transwarp+ArgoDB,"Relational DBMS,Search engine"
389.,382.,,Transwarp StellarDB,Graph,0.00,±0.00,,https://db-engines.com/en/system/Transwarp+StellarDB,
389.,382.,357.,Yaacomo,Relational,0.00,±0.00,-0.01,https://db-engines.com/en/system/Yaacomo,
389.,382.,359.,Yanza,Time Series,0.00,±0.00,±0.00,https://db-engines.com/en/system/Yanza,
