Rank_Apr-2024,Rank_Mar-2024,Rank_Apr-2023,DBMS,Database Model,Score_Apr-2024,Score_Mar-2024,Score_Apr-2023,DBMS_insitelink,Multi_model_info
208.,196.,180.,Model 204,Multivalue,0.87,-0.18,-0.55,https://db-engines.com/en/system/Model+204,
209.,201.,233.,Rockset,"Document, Multi-model",0.84,-0.17,+0.00,https://db-engines.com/en/system/Rockset,"Document store,Relational DBMS,Search engine"
210.,195.,196.,Perst,Object oriented,0.84,-0.21,-0.39,https://db-engines.com/en/system/Perst,
211.,221.,222.,eXist-db,Native XML,0.83,+0.04,-0.11,https://db-engines.com/en/system/eXist-db,
212.,210.,204.,BigchainDB,Document,0.82,-0.04,-0.30,https://db-engines.com/en/system/BigchainDB,
213.,214.,209.,TDSQL for MySQL,"Relational, Multi-model",0.82,-0.02,-0.27,https://db-engines.com/en/system/TDSQL+for+MySQL,"Relational DBMS,Document store,Spatial DBMS"
214.,218.,213.,GeoMesa,Spatial,0.81,-0.01,-0.21,https://db-engines.com/en/system/GeoMesa,
215.,213.,227.,Datacom/DB,Relational,0.81,-0.04,-0.06,https://db-engines.com/en/system/Datacom%2FDB,
216.,216.,184.,Xapian,Search engine,0.81,-0.04,-0.56,https://db-engines.com/en/system/Xapian,
217.,202.,194.,TypeDB,Multi-model,0.81,-0.20,-0.44,https://db-engines.com/en/system/TypeDB,"Graph DBMS,Relational DBMS"
218.,225.,212.,Actian Vector,Relational,0.81,+0.04,-0.24,https://db-engines.com/en/system/Actian+Vector,
219.,205.,252.,KeyDB,Key-value,0.80,-0.14,+0.12,https://db-engines.com/en/system/KeyDB,
220.,219.,198.,solidDB,Relational,0.78,-0.04,-0.38,https://db-engines.com/en/system/solidDB,
221.,220.,270.,Alibaba Cloud MaxCompute,Relational,0.78,-0.02,+0.23,https://db-engines.com/en/system/Alibaba+Cloud+MaxCompute,
222.,222.,200.,Blazegraph,Multi-model,0.77,-0.02,-0.40,https://db-engines.com/en/system/Blazegraph,"Graph DBMS,RDF store"
223.,224.,288.,Alibaba Cloud AnalyticDB for MySQL,"Relational, Multi-model",0.76,-0.01,+0.30,https://db-engines.com/en/system/Alibaba+Cloud+AnalyticDB+for+MySQL,"Relational DBMS,Document store"
224.,237.,228.,BoltDB,Key-value,0.76,+0.07,-0.11,https://db-engines.com/en/system/BoltDB,
225.,223.,210.,WebSphere eXtreme Scale,Key-value,0.76,-0.03,-0.31,https://db-engines.com/en/system/WebSphere+eXtreme+Scale,
226.,227.,239.,Objectivity/DB,Object oriented,0.74,-0.01,-0.01,https://db-engines.com/en/system/Objectivity%2FDB,
227.,239.,243.,eXtremeDB,Multi-model,0.73,+0.07,0.00,https://db-engines.com/en/system/eXtremeDB,"Relational DBMS,Time Series DBMS"
228.,235.,234.,SQream DB,Relational,0.73,+0.01,-0.08,https://db-engines.com/en/system/SQream+DB,
229.,226.,224.,CrateDB,Multi-model,0.73,-0.04,-0.20,https://db-engines.com/en/system/CrateDB,"Document store,Spatial DBMS,Search engine,Time Series DBMS,Vector DBMS,Relational DBMS"
230.,238.,230.,KairosDB,Time Series,0.71,+0.03,-0.13,https://db-engines.com/en/system/KairosDB,
231.,234.,195.,RDF4J,RDF,0.71,-0.01,-0.53,https://db-engines.com/en/system/RDF4J,
232.,230.,201.,DBISAM,Relational,0.70,-0.03,-0.46,https://db-engines.com/en/system/DBISAM,
233.,232.,221.,SciDB,Multivalue,0.69,-0.04,-0.26,https://db-engines.com/en/system/SciDB,
234.,229.,248.,Kinetica,"Relational, Multi-model",0.69,-0.05,+0.00,https://db-engines.com/en/system/Kinetica,"Relational DBMS,Spatial DBMS,Time Series DBMS"
235.,233.,226.,ObjectDB,Object oriented,0.69,-0.04,-0.20,https://db-engines.com/en/system/ObjectDB,
236.,228.,202.,Hibari,Key-value,0.69,-0.06,-0.45,https://db-engines.com/en/system/Hibari,
237.,217.,255.,Apache Doris,Relational,0.69,-0.15,+0.02,https://db-engines.com/en/system/Apache+Doris,
238.,236.,,Vald,Vector,0.67,-0.04,,https://db-engines.com/en/system/Vald,
239.,240.,215.,FrontBase,Relational,0.66,+0.01,-0.36,https://db-engines.com/en/system/FrontBase,
240.,241.,229.,Graph Engine,Multi-model,0.62,-0.01,-0.24,https://db-engines.com/en/system/Graph+Engine,"Graph DBMS,Key-value store"
241.,247.,298.,Alibaba Cloud AnalyticDB for PostgreSQL,Relational,0.62,+0.02,+0.26,https://db-engines.com/en/system/Alibaba+Cloud+AnalyticDB+for+PostgreSQL,
242.,249.,238.,atoti,Object oriented,0.59,+0.03,-0.20,https://db-engines.com/en/system/atoti,
243.,244.,236.,Scalaris,Key-value,0.59,-0.04,-0.22,https://db-engines.com/en/system/Scalaris,
244.,231.,251.,Apache Pinot,Relational,0.58,-0.15,-0.09,https://db-engines.com/en/system/Apache+Pinot,
245.,252.,,RisingWave,Relational,0.58,+0.02,,https://db-engines.com/en/system/RisingWave,
246.,248.,225.,NexusDB,Relational,0.58,-0.01,-0.31,https://db-engines.com/en/system/NexusDB,
247.,251.,271.,GemStone/S,Object oriented,0.58,+0.02,+0.04,https://db-engines.com/en/system/GemStone%2FS,
248.,243.,206.,SQL.JS,Relational,0.57,-0.06,-0.54,https://db-engines.com/en/system/SQL.JS,
249.,245.,223.,MapDB,Key-value,0.57,-0.03,-0.36,https://db-engines.com/en/system/MapDB,
250.,242.,273.,Heroic,Time Series,0.57,-0.06,+0.04,https://db-engines.com/en/system/Heroic,
251.,250.,,Vespa,Multi-model,0.57,+0.01,,https://db-engines.com/en/system/Vespa,"Search engine,Vector DBMS"
252.,255.,284.,HarperDB,Document,0.55,+0.00,+0.07,https://db-engines.com/en/system/HarperDB,
253.,246.,279.,Percona Server for MongoDB,Document,0.55,-0.05,+0.05,https://db-engines.com/en/system/Percona+Server+for+MongoDB,
254.,256.,232.,R:BASE,Relational,0.54,0.00,-0.30,https://db-engines.com/en/system/R%3ABASE,
255.,257.,219.,Splice Machine,Relational,0.54,+0.00,-0.44,https://db-engines.com/en/system/Splice+Machine,
256.,253.,244.,Postgres-XL,"Relational, Multi-model",0.52,-0.03,-0.21,https://db-engines.com/en/system/Postgres-XL,"Relational DBMS,Document store,Spatial DBMS"
257.,266.,306.,Alibaba Cloud PolarDB,Relational,0.52,+0.03,+0.21,https://db-engines.com/en/system/Alibaba+Cloud+PolarDB,
258.,254.,245.,VistaDB,Relational,0.51,-0.04,-0.22,https://db-engines.com/en/system/VistaDB,
259.,258.,259.,AlaSQL,Multi-model,0.49,-0.03,-0.15,https://db-engines.com/en/system/AlaSQL,"Document store,Relational DBMS"
260.,264.,272.,Sequoiadb,Multi-model,0.48,-0.02,-0.05,https://db-engines.com/en/system/Sequoiadb,"Document store,Relational DBMS"
261.,260.,260.,Raima Database Manager,Multi-model,0.48,-0.04,-0.16,https://db-engines.com/en/system/Raima+Database+Manager,"Relational DBMS,Time Series DBMS"
262.,259.,254.,LokiJS,Document,0.48,-0.04,-0.19,https://db-engines.com/en/system/LokiJS,
263.,265.,235.,ScaleArc,Relational,0.48,-0.02,-0.33,https://db-engines.com/en/system/ScaleArc,
264.,263.,231.,OpenInsight,Multivalue,0.47,-0.04,-0.37,https://db-engines.com/en/system/OpenInsight,
265.,271.,267.,Kingbase,"Relational, Multi-model",0.45,0.00,-0.10,https://db-engines.com/en/system/Kingbase,"Relational DBMS,Document store,Spatial DBMS"
266.,261.,277.,Jade,Object oriented,0.45,-0.07,-0.06,https://db-engines.com/en/system/Jade,
267.,268.,310.,Alibaba Cloud Log Service,Search engine,0.45,-0.01,+0.14,https://db-engines.com/en/system/Alibaba+Cloud+Log+Service,
268.,273.,261.,Rasdaman,Multivalue,0.45,+0.02,-0.16,https://db-engines.com/en/system/Rasdaman,
269.,262.,246.,SearchBlox,Search engine,0.42,-0.09,-0.28,https://db-engines.com/en/system/SearchBlox,
270.,270.,249.,Strabon,RDF,0.42,-0.03,-0.26,https://db-engines.com/en/system/Strabon,
271.,289.,356.,Dragonfly,Key-value,0.42,+0.09,+0.24,https://db-engines.com/en/system/Dragonfly,
272.,272.,257.,ModeShape,Content,0.40,-0.03,-0.26,https://db-engines.com/en/system/ModeShape,
273.,269.,253.,Redland,RDF,0.40,-0.06,-0.27,https://db-engines.com/en/system/Redland,
274.,277.,265.,ITTIA,"Time Series, Multi-model",0.40,0.00,-0.16,https://db-engines.com/en/system/ITTIA,"Time Series DBMS,Relational DBMS"
275.,283.,296.,Marqo,Search engine,0.39,+0.04,+0.01,https://db-engines.com/en/system/Marqo,
276.,275.,293.,Kyligence Enterprise,Relational,0.39,-0.01,-0.03,https://db-engines.com/en/system/Kyligence+Enterprise,
277.,279.,262.,InfiniteGraph,Graph,0.39,+0.02,-0.22,https://db-engines.com/en/system/InfiniteGraph,
278.,290.,304.,Cloudflare Workers KV,Key-value,0.39,+0.05,+0.05,https://db-engines.com/en/system/Cloudflare+Workers+KV,
279.,276.,280.,Brytlyt,Relational,0.38,-0.03,-0.12,https://db-engines.com/en/system/Brytlyt,
280.,274.,312.,CnosDB,Time Series,0.37,-0.05,+0.08,https://db-engines.com/en/system/CnosDB,
281.,280.,375.,Fujitsu Enterprise Postgres,"Relational, Multi-model",0.37,+0.01,+0.25,https://db-engines.com/en/system/Fujitsu+Enterprise+Postgres,"Relational DBMS,Document store,Spatial DBMS"
282.,288.,278.,Project Voldemort,Key-value,0.35,+0.02,-0.15,https://db-engines.com/en/system/Project+Voldemort,
283.,287.,320.,LeanXcale,Multi-model,0.35,+0.02,+0.07,https://db-engines.com/en/system/LeanXcale,"Key-value store,Relational DBMS"
284.,282.,305.,ElevateDB,Relational,0.35,-0.01,+0.02,https://db-engines.com/en/system/ElevateDB,
285.,281.,287.,YDB,Multi-model,0.34,-0.02,-0.13,https://db-engines.com/en/system/YDB,"Document store,Relational DBMS"
286.,278.,258.,OpenQM,Multivalue,0.33,-0.04,-0.32,https://db-engines.com/en/system/OpenQM,
287.,267.,256.,4store,RDF,0.33,-0.16,-0.34,https://db-engines.com/en/system/4store,
288.,292.,286.,Axibase,Time Series,0.32,0.00,-0.15,https://db-engines.com/en/system/Axibase,
289.,297.,281.,Comdb2,Relational,0.32,+0.01,-0.17,https://db-engines.com/en/system/Comdb2,
290.,286.,268.,Lovefield,Relational,0.32,-0.03,-0.23,https://db-engines.com/en/system/Lovefield,
291.,284.,392.,PieCloudDB,Relational,0.31,-0.03,+0.31,https://db-engines.com/en/system/PieCloudDB,
292.,299.,276.,Tajo,Relational,0.30,0.00,-0.21,https://db-engines.com/en/system/Tajo,
293.,301.,297.,Fluree,Graph,0.30,+0.00,-0.07,https://db-engines.com/en/system/Fluree,
294.,302.,282.,EJDB,Document,0.30,+0.00,-0.19,https://db-engines.com/en/system/EJDB,
295.,318.,358.,Kyoto Tycoon,Key-value,0.30,+0.05,+0.12,https://db-engines.com/en/system/Kyoto+Tycoon,
296.,304.,269.,Elassandra,"Wide column, Multi-model",0.30,+0.01,-0.24,https://db-engines.com/en/system/Elassandra,"Wide column store,Search engine"
297.,291.,285.,Mimer SQL,Relational,0.29,-0.03,-0.18,https://db-engines.com/en/system/Mimer+SQL,
298.,285.,247.,Starcounter,Object oriented,0.29,-0.06,-0.41,https://db-engines.com/en/system/Starcounter,
299.,306.,,Apache Sedona,Spatial,0.29,+0.01,,https://db-engines.com/en/system/Apache+Sedona,
300.,296.,,Databend,Relational,0.28,-0.03,,https://db-engines.com/en/system/Databend,
301.,300.,341.,AntDB,Relational,0.28,-0.03,+0.06,https://db-engines.com/en/system/AntDB,
302.,295.,317.,AnzoGraph DB,Multi-model,0.27,-0.04,-0.01,https://db-engines.com/en/system/AnzoGraph+DB,"Graph DBMS,RDF store"
303.,325.,,Deep Lake,Vector,0.26,+0.05,,https://db-engines.com/en/system/Deep+Lake,
304.,293.,290.,FeatureBase,Relational,0.26,-0.06,-0.19,https://db-engines.com/en/system/FeatureBase,
305.,309.,301.,PipelineDB,Relational,0.26,-0.01,-0.08,https://db-engines.com/en/system/PipelineDB,
306.,313.,250.,Actian FastObjects,Object oriented,0.25,0.00,-0.43,https://db-engines.com/en/system/Actian+FastObjects,
307.,305.,349.,Immudb,"Key-value, Multi-model",0.25,-0.03,+0.05,https://db-engines.com/en/system/Immudb,"Key-value store,Relational DBMS"
308.,308.,318.,Riak TS,Time Series,0.25,-0.03,-0.03,https://db-engines.com/en/system/Riak+TS,
309.,317.,326.,RDFox,Multi-model,0.24,-0.01,0.00,https://db-engines.com/en/system/RDFox,"Graph DBMS,RDF store,Relational DBMS"
310.,324.,332.,Alibaba Cloud Table Store,Wide column,0.24,+0.02,+0.01,https://db-engines.com/en/system/Alibaba+Cloud+Table+Store,
311.,298.,366.,Faircom DB,Multi-model,0.24,-0.07,+0.08,https://db-engines.com/en/system/Faircom+DB,"Key-value store,Relational DBMS"
312.,332.,365.,Alibaba Cloud TSDB,Time Series,0.24,+0.06,+0.08,https://db-engines.com/en/system/Alibaba+Cloud+TSDB,
313.,303.,,YottaDB,"Key-value, Multi-model",0.24,-0.06,,https://db-engines.com/en/system/YottaDB,"Key-value store,Relational DBMS"
314.,294.,292.,HyperGraphDB,Graph,0.24,-0.08,-0.18,https://db-engines.com/en/system/HyperGraphDB,
315.,314.,321.,Elliptics,Key-value,0.23,-0.02,-0.04,https://db-engines.com/en/system/Elliptics,
316.,320.,373.,IBM Db2 Event Store,Multi-model,0.23,-0.01,+0.10,https://db-engines.com/en/system/IBM+Db2+Event+Store,"Event Store,Time Series DBMS"
317.,312.,342.,Manticore Search,"Search engine, Multi-model",0.23,-0.02,+0.02,https://db-engines.com/en/system/Manticore+Search,"Search engine,Time Series DBMS"
318.,319.,302.,Speedb,Key-value,0.23,-0.02,-0.11,https://db-engines.com/en/system/Speedb,
319.,311.,372.,EsgynDB,Relational,0.23,-0.03,+0.08,https://db-engines.com/en/system/EsgynDB,
320.,321.,299.,FlockDB,Graph,0.23,-0.01,-0.13,https://db-engines.com/en/system/FlockDB,
321.,322.,325.,Tibco ComputeDB,Relational,0.23,-0.01,-0.02,https://db-engines.com/en/system/Tibco+ComputeDB,
322.,316.,283.,Tokyo Tyrant,Key-value,0.23,-0.02,-0.26,https://db-engines.com/en/system/Tokyo+Tyrant,
323.,323.,311.,TerminusDB,"Graph, Multi-model",0.22,-0.01,-0.08,https://db-engines.com/en/system/TerminusDB,"Graph DBMS,Document store,RDF store"
324.,307.,313.,Machbase Neo,Time Series,0.22,-0.06,-0.08,https://db-engines.com/en/system/Machbase+Neo,
325.,315.,374.,Badger,Key-value,0.20,-0.05,+0.07,https://db-engines.com/en/system/Badger,
326.,310.,316.,RedStore,RDF,0.20,-0.06,-0.09,https://db-engines.com/en/system/RedStore,
327.,330.,351.,Quasardb,Time Series,0.19,0.00,-0.01,https://db-engines.com/en/system/Quasardb,
328.,341.,,MyScale,Multi-model,0.18,+0.05,,https://db-engines.com/en/system/MyScale,"Relational DBMS,Vector DBMS"
329.,331.,308.,Valentina Server,Relational,0.18,0.00,-0.13,https://db-engines.com/en/system/Valentina+Server,
330.,326.,309.,TransLattice,Relational,0.17,-0.04,-0.13,https://db-engines.com/en/system/TransLattice,
331.,338.,330.,NEventStore,Event,0.16,+0.01,-0.07,https://db-engines.com/en/system/NEventStore,
332.,346.,329.,Ultipa,Graph,0.16,+0.03,-0.08,https://db-engines.com/en/system/Ultipa,
333.,361.,381.,AgensGraph,Multi-model,0.16,+0.07,+0.09,https://db-engines.com/en/system/AgensGraph,"Graph DBMS,Relational DBMS"
334.,329.,334.,Bangdb,Multi-model,0.15,-0.04,-0.07,https://db-engines.com/en/system/Bangdb,"Document store,Graph DBMS,Time Series DBMS,Spatial DBMS"
335.,345.,300.,CubicWeb,RDF,0.15,+0.03,-0.19,https://db-engines.com/en/system/CubicWeb,
336.,337.,291.,GraphBase,Graph,0.15,0.00,-0.27,https://db-engines.com/en/system/GraphBase,
337.,327.,264.,Transbase,Relational,0.15,-0.05,-0.42,https://db-engines.com/en/system/Transbase,
338.,328.,289.,Mulgara,RDF,0.15,-0.05,-0.30,https://db-engines.com/en/system/Mulgara,
339.,340.,294.,HugeGraph,Graph,0.15,+0.01,-0.25,https://db-engines.com/en/system/HugeGraph,
340.,356.,367.,Transwarp KunDB,Relational,0.14,+0.05,-0.02,https://db-engines.com/en/system/Transwarp+KunDB,
341.,343.,370.,XtremeData,Relational,0.14,+0.01,-0.02,https://db-engines.com/en/system/XtremeData,
342.,333.,345.,BigObject,Relational,0.13,-0.04,-0.07,https://db-engines.com/en/system/BigObject,
343.,359.,392.,Transwarp ArgoDB,"Relational, Multi-model",0.12,+0.04,+0.12,https://db-engines.com/en/system/Transwarp+ArgoDB,"Relational DBMS,Search engine"
344.,347.,295.,TinkerGraph,Graph,0.12,-0.01,-0.27,https://db-engines.com/en/system/TinkerGraph,
345.,353.,307.,Actian PSQL,Relational,0.12,+0.02,-0.19,https://db-engines.com/en/system/Actian+PSQL,
346.,352.,362.,SiriDB,Time Series,0.11,+0.01,-0.06,https://db-engines.com/en/system/SiriDB,
347.,362.,353.,VelocityDB,Multi-model,0.11,+0.03,-0.08,https://db-engines.com/en/system/VelocityDB,"Graph DBMS,Object oriented DBMS"
348.,334.,,YTsaurus,Multi-model,0.11,-0.06,,https://db-engines.com/en/system/YTsaurus,"Document store,Key-value store"
349.,349.,336.,Sparksee,Graph,0.11,-0.01,-0.11,https://db-engines.com/en/system/Sparksee,
350.,339.,348.,Linter,"Relational, Multi-model",0.10,-0.04,-0.10,https://db-engines.com/en/system/Linter,"Relational DBMS,Spatial DBMS"
351.,336.,355.,XTDB,Document,0.09,-0.06,-0.09,https://db-engines.com/en/system/XTDB,
352.,374.,388.,WakandaDB,Object oriented,0.09,+0.03,+0.09,https://db-engines.com/en/system/WakandaDB,
353.,350.,345.,Blueflood,Time Series,0.09,-0.02,-0.11,https://db-engines.com/en/system/Blueflood,
354.,380.,392.,Tkrzw,Key-value,0.09,+0.04,+0.09,https://db-engines.com/en/system/Tkrzw,
355.,351.,303.,ArcadeDB,Multi-model,0.09,-0.02,-0.25,https://db-engines.com/en/system/ArcadeDB,"Document store,Graph DBMS,Key-value store,Time Series DBMS"
356.,372.,389.,JaguarDB,Multi-model,0.09,+0.03,+0.09,https://db-engines.com/en/system/JaguarDB,"Key-value store,Vector DBMS"
357.,348.,380.,OushuDB,Relational,0.09,-0.03,+0.02,https://db-engines.com/en/system/OushuDB,
358.,342.,382.,Warp 10,Time Series,0.08,-0.05,+0.05,https://db-engines.com/en/system/Warp+10,
359.,357.,378.,InfinityDB,Key-value,0.07,-0.02,+0.00,https://db-engines.com/en/system/InfinityDB,
360.,382.,,chDB,"Relational, Multi-model",0.07,+0.02,,https://db-engines.com/en/system/chDB,"Relational DBMS,Time Series DBMS"
361.,370.,392.,Transwarp StellarDB,Graph,0.07,+0.00,+0.07,https://db-engines.com/en/system/Transwarp+StellarDB,
362.,363.,377.,DataFS,"Object oriented, Multi-model",0.07,-0.01,-0.02,https://db-engines.com/en/system/DataFS,"Object oriented DBMS,Graph DBMS"
363.,375.,343.,Exorbyte,Search engine,0.07,+0.01,-0.14,https://db-engines.com/en/system/Exorbyte,
364.,335.,364.,NosDB,Document,0.07,-0.10,-0.10,https://db-engines.com/en/system/NosDB,
365.,344.,324.,STSdb,Key-value,0.06,-0.07,-0.19,https://db-engines.com/en/system/STSdb,
366.,378.,384.,ScaleOut StateServer,Key-value,0.06,0.00,+0.04,https://db-engines.com/en/system/ScaleOut+StateServer,
367.,381.,376.,SiteWhere,Time Series,0.06,+0.01,-0.06,https://db-engines.com/en/system/SiteWhere,
368.,355.,357.,GreptimeDB,Time Series,0.05,-0.04,-0.12,https://db-engines.com/en/system/GreptimeDB,
369.,365.,379.,Indica,Search engine,0.05,-0.02,-0.02,https://db-engines.com/en/system/Indica,
370.,384.,362.,SenseiDB,Document,0.05,+0.02,-0.12,https://db-engines.com/en/system/SenseiDB,
371.,358.,,gStore,Multi-model,0.05,-0.04,,https://db-engines.com/en/system/gStore,"Graph DBMS,RDF store"
372.,360.,339.,H2GIS,"Spatial, Multi-model",0.05,-0.03,-0.16,https://db-engines.com/en/system/H2GIS,"Spatial DBMS,Relational DBMS"
373.,385.,391.,SwayDB,Key-value,0.04,+0.01,+0.04,https://db-engines.com/en/system/SwayDB,
374.,366.,352.,Hawkular Metrics,Time Series,0.04,-0.02,-0.15,https://db-engines.com/en/system/Hawkular+Metrics,
375.,364.,392.,Galaxybase,Graph,0.04,-0.04,+0.04,https://db-engines.com/en/system/Galaxybase,
376.,,,OpenMLDB,"Time Series, Multi-model",0.04,,,https://db-engines.com/en/system/OpenMLDB,"Time Series DBMS,Relational DBMS"
377.,377.,350.,TerarkDB,Key-value,0.04,-0.02,-0.16,https://db-engines.com/en/system/TerarkDB,
378.,379.,360.,OrigoDB,Multi-model,0.03,-0.02,-0.14,https://db-engines.com/en/system/OrigoDB,"Document store,Object oriented DBMS"
379.,371.,392.,Sadas Engine,Relational,0.03,-0.03,+0.03,https://db-engines.com/en/system/Sadas+Engine,
380.,373.,390.,Faircom EDGE,Multi-model,0.03,-0.04,+0.03,https://db-engines.com/en/system/Faircom+EDGE,"Key-value store,Relational DBMS"
381.,354.,,openGemini,Time Series,0.03,-0.07,,https://db-engines.com/en/system/openGemini,
382.,386.,383.,SmallSQL,Relational,0.02,+0.00,+0.00,https://db-engines.com/en/system/SmallSQL,
383.,387.,385.,SparkleDB,RDF,0.02,+0.00,+0.00,https://db-engines.com/en/system/SparkleDB,
384.,388.,340.,Acebase,Document,0.01,+0.00,-0.20,https://db-engines.com/en/system/Acebase,
385.,389.,386.,Resin Cache,Key-value,0.01,0.00,0.00,https://db-engines.com/en/system/Resin+Cache,
386.,397.,392.,searchxml,Multi-model,0.01,+0.01,+0.01,https://db-engines.com/en/system/searchxml,"Native XML DBMS,Search engine"
387.,376.,387.,SWC-DB,"Wide column, Multi-model",0.01,-0.05,+0.00,https://db-engines.com/en/system/SWC-DB,"Wide column store,Time Series DBMS"
388.,368.,323.,Tigris,Multi-model,0.01,-0.06,-0.25,https://db-engines.com/en/system/Tigris,"Document store,Key-value store,Search engine,Time Series DBMS"
389.,392.,319.,Dydra,RDF,0.01,+0.00,-0.27,https://db-engines.com/en/system/Dydra,
389.,390.,337.,Eloquera,Object oriented,0.01,0.00,-0.21,https://db-engines.com/en/system/Eloquera,
389.,397.,353.,JethroData,Relational,0.01,+0.01,-0.18,https://db-engines.com/en/system/JethroData,
392.,367.,,Transwarp Hippo,Vector,0.00,-0.06,,https://db-engines.com/en/system/Transwarp+Hippo,
393.,397.,322.,Upscaledb,Key-value,0.00,+0.00,-0.27,https://db-engines.com/en/system/Upscaledb,
394.,395.,338.,Siaqodb,Object oriented,0.00,+0.00,-0.22,https://db-engines.com/en/system/Siaqodb,
395.,396.,344.,LedisDB,Key-value,0.00,+0.00,-0.20,https://db-engines.com/en/system/LedisDB,
396.,397.,359.,ActorDB,Relational,0.00,±0.00,-0.17,https://db-engines.com/en/system/ActorDB,
396.,397.,392.,BergDB,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/BergDB,
396.,397.,333.,BrightstarDB,RDF,0.00,±0.00,-0.23,https://db-engines.com/en/system/BrightstarDB,
396.,397.,392.,Cachelot.io,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/Cachelot.io,
396.,397.,392.,CortexDB,Multi-model,0.00,±0.00,±0.00,https://db-engines.com/en/system/CortexDB,"Document store,Key-value store"
396.,397.,392.,CovenantSQL,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/CovenantSQL,
396.,390.,392.,DaggerDB,Relational,0.00,-0.01,±0.00,https://db-engines.com/en/system/DaggerDB,
396.,397.,327.,Edge Intelligence,Relational,0.00,±0.00,-0.24,https://db-engines.com/en/system/Edge+Intelligence,
396.,397.,392.,EdgelessDB,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/EdgelessDB,
396.,397.,392.,Helium,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/Helium,
396.,397.,392.,HGraphDB,Graph,0.00,±0.00,±0.00,https://db-engines.com/en/system/HGraphDB,
396.,393.,335.,HyperLevelDB,Key-value,0.00,-0.01,-0.22,https://db-engines.com/en/system/HyperLevelDB,
396.,397.,369.,iBoxDB,Document,0.00,±0.00,-0.16,https://db-engines.com/en/system/iBoxDB,
396.,397.,392.,JasDB,Document,0.00,±0.00,±0.00,https://db-engines.com/en/system/JasDB,
396.,397.,392.,K-DB,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/K-DB,
396.,383.,392.,Newts,Time Series,0.00,-0.04,±0.00,https://db-engines.com/en/system/Newts,
396.,369.,392.,NSDb,Time Series,0.00,-0.07,±0.00,https://db-engines.com/en/system/NSDb,
396.,397.,,OpenTenBase,Relational,0.00,±0.00,,https://db-engines.com/en/system/OpenTenBase,
396.,397.,331.,RaptorDB,Document,0.00,±0.00,-0.24,https://db-engines.com/en/system/RaptorDB,
396.,397.,392.,Rizhiyi,"Search engine, Multi-model",0.00,±0.00,±0.00,https://db-engines.com/en/system/Rizhiyi,"Search engine,Time Series DBMS"
396.,397.,368.,Skytable,Key-value,0.00,±0.00,-0.16,https://db-engines.com/en/system/Skytable,
396.,394.,392.,SpaceTime,"Spatial, Multi-model",0.00,0.00,±0.00,https://db-engines.com/en/system/SpaceTime,"Spatial DBMS,Relational DBMS"
396.,397.,371.,TomP2P,Key-value,0.00,±0.00,-0.15,https://db-engines.com/en/system/TomP2P,
396.,397.,345.,WhiteDB,Document,0.00,±0.00,-0.20,https://db-engines.com/en/system/WhiteDB,
