Rank_Nov-2023,Rank_Oct-2023,Rank_Nov-2022,DBMS,Database Model,Score_Nov-2023,Score_Oct-2023,Score_Nov-2022,DBMS_insitelink,Multi_model_info
209.,202.,189.,Actian Vector,Relational,1.08,-0.15,-0.09,https://db-engines.com/en/system/Actian+Vector,
210.,200.,206.,Hibari,Key-value,1.07,-0.17,+0.09,https://db-engines.com/en/system/Hibari,
211.,190.,212.,Dolt,"Relational, Multi-model",1.06,-0.25,+0.13,https://db-engines.com/en/system/Dolt,"Relational DBMS,Document store"
212.,218.,185.,TypeDB,Multi-model,1.05,+0.00,-0.16,https://db-engines.com/en/system/TypeDB,"Graph DBMS,Relational DBMS"
213.,201.,173.,Altibase,Relational,1.04,-0.19,-0.28,https://db-engines.com/en/system/Altibase,
214.,209.,183.,Amazon Timestream,Time Series,1.00,-0.14,-0.21,https://db-engines.com/en/system/Amazon+Timestream,
215.,219.,221.,ObjectDB,Object oriented,0.99,-0.04,+0.14,https://db-engines.com/en/system/ObjectDB,
216.,213.,186.,Blazegraph,Multi-model,0.99,-0.09,-0.22,https://db-engines.com/en/system/Blazegraph,"Graph DBMS,RDF store"
217.,211.,231.,Amazon Keyspaces,Wide column,0.98,-0.13,+0.21,https://db-engines.com/en/system/Amazon+Keyspaces,
218.,214.,228.,TDSQL for MySQL,"Relational, Multi-model",0.97,-0.10,+0.16,https://db-engines.com/en/system/TDSQL+for+MySQL,"Relational DBMS,Document store,Spatial DBMS"
219.,212.,194.,IDMS,Navigational,0.97,-0.13,-0.14,https://db-engines.com/en/system/IDMS,
220.,215.,196.,RDF4J,RDF,0.97,-0.09,-0.14,https://db-engines.com/en/system/RDF4J,
221.,223.,201.,GeoMesa,Spatial DBMS,0.95,-0.02,-0.11,https://db-engines.com/en/system/GeoMesa,
222.,222.,187.,eXist-db,Native XML,0.94,-0.04,-0.25,https://db-engines.com/en/system/eXist-db,
223.,225.,218.,WebSphere eXtreme Scale,Key-value,0.94,-0.02,+0.08,https://db-engines.com/en/system/WebSphere+eXtreme+Scale,
224.,221.,220.,Rockset,"Document, Multi-model",0.93,-0.06,+0.08,https://db-engines.com/en/system/Rockset,"Document store,Relational DBMS,Search engine"
225.,240.,225.,Yellowbrick,Relational,0.93,+0.10,+0.11,https://db-engines.com/en/system/Yellowbrick,
226.,234.,219.,SQream DB,Relational,0.93,+0.04,+0.07,https://db-engines.com/en/system/SQream+DB,
227.,226.,238.,Datacom/DB,Relational,0.92,-0.04,+0.20,https://db-engines.com/en/system/Datacom%2FDB,
228.,254.,321.,Typesense,Search engine,0.92,+0.16,+0.72,https://db-engines.com/en/system/Typesense,
229.,217.,223.,MapDB,Key-value,0.92,-0.13,+0.08,https://db-engines.com/en/system/MapDB,
230.,249.,229.,Objectivity/DB,Object oriented,0.92,+0.12,+0.14,https://db-engines.com/en/system/Objectivity%2FDB,
231.,235.,198.,CrateDB,Multi-model,0.90,+0.04,-0.19,https://db-engines.com/en/system/CrateDB,"Document store,Spatial DBMS,Search engine,Time Series DBMS,Vector DBMS,Relational DBMS"
232.,228.,210.,eXtremeDB,Multi-model,0.88,-0.05,-0.08,https://db-engines.com/en/system/eXtremeDB,"Relational DBMS,Time Series DBMS"
233.,224.,216.,SciDB,Multivalue,0.86,-0.11,-0.04,https://db-engines.com/en/system/SciDB,
234.,236.,233.,AlaSQL,Multi-model,0.83,-0.03,+0.06,https://db-engines.com/en/system/AlaSQL,"Document store,Relational DBMS"
235.,232.,214.,KairosDB,Time Series,0.82,-0.09,-0.10,https://db-engines.com/en/system/KairosDB,
236.,237.,272.,Kinetica,"Relational, Multi-model",0.81,-0.03,+0.37,https://db-engines.com/en/system/Kinetica,"Relational DBMS,Spatial DBMS,Time Series DBMS"
237.,239.,262.,Alibaba Cloud MaxCompute,Relational,0.81,-0.02,+0.32,https://db-engines.com/en/system/Alibaba+Cloud+MaxCompute,
238.,250.,259.,KeyDB,Key-value,0.81,+0.02,+0.25,https://db-engines.com/en/system/KeyDB,
239.,231.,240.,OpenInsight,Multivalue,0.80,-0.11,+0.11,https://db-engines.com/en/system/OpenInsight,
240.,244.,271.,Alibaba Cloud AnalyticDB for MySQL,"Relational, Multi-model",0.80,-0.01,+0.36,https://db-engines.com/en/system/Alibaba+Cloud+AnalyticDB+for+MySQL,"Relational DBMS,Document store"
241.,248.,241.,GemStone/S,Object oriented,0.79,+0.00,+0.14,https://db-engines.com/en/system/GemStone%2FS,
242.,243.,,Vald,Vector,0.78,-0.04,,https://db-engines.com/en/system/Vald,
243.,247.,243.,Apache Doris,Relational,0.78,-0.02,+0.13,https://db-engines.com/en/system/Apache+Doris,
244.,229.,230.,ScaleArc,Relational,0.77,-0.16,0.00,https://db-engines.com/en/system/ScaleArc,
245.,251.,,RisingWave,Relational,0.77,-0.01,,https://db-engines.com/en/system/RisingWave,
246.,230.,208.,FrontBase,Relational,0.77,-0.15,-0.19,https://db-engines.com/en/system/FrontBase,
247.,246.,217.,Postgres-XL,"Relational, Multi-model",0.76,-0.04,-0.11,https://db-engines.com/en/system/Postgres-XL,"Relational DBMS,Document store,Spatial DBMS"
248.,255.,245.,Apache Pinot,Relational,0.74,-0.01,+0.12,https://db-engines.com/en/system/Apache+Pinot,
249.,245.,310.,Heroic,Time Series,0.73,-0.07,+0.47,https://db-engines.com/en/system/Heroic,
250.,241.,235.,VistaDB,Relational,0.71,-0.12,-0.05,https://db-engines.com/en/system/VistaDB,
251.,238.,258.,Scalaris,Key-value,0.71,-0.13,+0.14,https://db-engines.com/en/system/Scalaris,
252.,233.,226.,NexusDB,Relational,0.70,-0.20,-0.12,https://db-engines.com/en/system/NexusDB,
253.,268.,239.,Percona Server for MongoDB,Document,0.69,+0.08,-0.02,https://db-engines.com/en/system/Percona+Server+for+MongoDB,
254.,252.,180.,Graph Engine,Multi-model,0.68,-0.09,-0.59,https://db-engines.com/en/system/Graph+Engine,"Graph DBMS,Key-value store"
255.,259.,222.,BoltDB,Key-value,0.66,-0.04,-0.19,https://db-engines.com/en/system/BoltDB,
256.,242.,248.,atoti,Object oriented,0.66,-0.17,+0.06,https://db-engines.com/en/system/atoti,
257.,264.,,Vespa,Multi-model,0.64,0.00,,https://db-engines.com/en/system/Vespa,"Search engine,Vector DBMS"
258.,258.,244.,LokiJS,Document,0.64,-0.09,0.00,https://db-engines.com/en/system/LokiJS,
259.,276.,268.,Raima Database Manager,Multi-model,0.62,+0.05,+0.16,https://db-engines.com/en/system/Raima+Database+Manager,"Relational DBMS,Time Series DBMS"
260.,266.,,Databend,Relational,0.61,0.00,,https://db-engines.com/en/system/Databend,
261.,253.,211.,R:BASE,Relational,0.60,-0.16,-0.36,https://db-engines.com/en/system/R%3ABASE,
262.,262.,279.,Redland,RDF,0.60,-0.06,+0.19,https://db-engines.com/en/system/Redland,
263.,260.,251.,HarperDB,Document,0.59,-0.08,-0.01,https://db-engines.com/en/system/HarperDB,
264.,256.,191.,Splice Machine,Relational,0.58,-0.16,-0.57,https://db-engines.com/en/system/Splice+Machine,
265.,277.,300.,Alibaba Cloud AnalyticDB for PostgreSQL,Relational,0.57,+0.01,+0.27,https://db-engines.com/en/system/Alibaba+Cloud+AnalyticDB+for+PostgreSQL,
266.,257.,254.,ModeShape,Content,0.57,-0.17,-0.01,https://db-engines.com/en/system/ModeShape,
267.,261.,260.,Strabon,RDF,0.56,-0.10,+0.03,https://db-engines.com/en/system/Strabon,
268.,270.,276.,Jade,Object oriented,0.56,-0.04,+0.14,https://db-engines.com/en/system/Jade,
269.,265.,249.,Sequoiadb,Multi-model,0.55,-0.08,-0.05,https://db-engines.com/en/system/Sequoiadb,"Document store,Relational DBMS"
270.,284.,,CnosDB,Time Series,0.54,+0.05,,https://db-engines.com/en/system/CnosDB,
271.,280.,280.,ITTIA,"Time Series, Multi-model",0.54,+0.02,+0.13,https://db-engines.com/en/system/ITTIA,"Time Series DBMS,Relational DBMS"
272.,269.,312.,Elliptics,Key-value,0.53,-0.07,+0.28,https://db-engines.com/en/system/Elliptics,
273.,279.,257.,Elassandra,"Wide column, Multi-model",0.52,-0.01,-0.05,https://db-engines.com/en/system/Elassandra,"Wide column store,Search engine"
274.,263.,256.,Rasdaman,Multivalue,0.52,-0.14,-0.05,https://db-engines.com/en/system/Rasdaman,
275.,272.,255.,Kingbase,"Relational, Multi-model",0.52,-0.08,-0.06,https://db-engines.com/en/system/Kingbase,"Relational DBMS,Document store,Spatial DBMS"
276.,267.,253.,SearchBlox,Search engine,0.51,-0.10,-0.08,https://db-engines.com/en/system/SearchBlox,
277.,271.,250.,InfiniteGraph,Graph,0.48,-0.12,-0.12,https://db-engines.com/en/system/InfiniteGraph,
278.,275.,227.,4store,RDF,0.48,-0.09,-0.34,https://db-engines.com/en/system/4store,
279.,297.,295.,Alibaba Cloud ApsaraDB for PolarDB,Relational,0.48,+0.04,+0.16,https://db-engines.com/en/system/Alibaba+Cloud+ApsaraDB+for+PolarDB,
280.,273.,242.,Starcounter,Object oriented,0.47,-0.11,-0.18,https://db-engines.com/en/system/Starcounter,
281.,286.,282.,Axibase,Time Series,0.47,-0.01,+0.07,https://db-engines.com/en/system/Axibase,
282.,307.,275.,Alibaba Cloud Log Service,Search engine,0.46,+0.08,+0.04,https://db-engines.com/en/system/Alibaba+Cloud+Log+Service,
283.,287.,267.,Kyligence Enterprise,Relational,0.45,-0.02,0.00,https://db-engines.com/en/system/Kyligence+Enterprise,
284.,300.,320.,FeatureBase,Relational,0.45,+0.02,+0.24,https://db-engines.com/en/system/FeatureBase,
285.,274.,288.,Lovefield,Relational,0.44,-0.14,+0.07,https://db-engines.com/en/system/Lovefield,
286.,278.,247.,Project Voldemort,Key-value,0.44,-0.10,-0.18,https://db-engines.com/en/system/Project+Voldemort,
287.,295.,269.,Brytlyt,Relational,0.43,-0.01,-0.02,https://db-engines.com/en/system/Brytlyt,
288.,306.,327.,Machbase Neo,Time Series,0.43,+0.04,+0.24,https://db-engines.com/en/system/Machbase+Neo,
289.,298.,281.,Actian FastObjects,Object oriented,0.43,-0.01,+0.02,https://db-engines.com/en/system/Actian+FastObjects,
290.,289.,285.,OpenQM,Multivalue,0.43,-0.04,+0.04,https://db-engines.com/en/system/OpenQM,
291.,299.,315.,RDFox,Multi-model,0.42,0.00,+0.17,https://db-engines.com/en/system/RDFox,"Graph DBMS,RDF store,Relational DBMS"
292.,292.,296.,AnzoGraph DB,Multi-model,0.42,-0.04,+0.11,https://db-engines.com/en/system/AnzoGraph+DB,"Graph DBMS,RDF store"
293.,285.,278.,Fluree,Graph,0.42,-0.07,+0.01,https://db-engines.com/en/system/Fluree,
294.,303.,318.,Immudb,"Key-value, Multi-model",0.42,+0.02,+0.19,https://db-engines.com/en/system/Immudb,"Key-value store,Relational DBMS"
295.,281.,277.,Mimer SQL,Relational,0.41,-0.10,+0.00,https://db-engines.com/en/system/Mimer+SQL,
296.,296.,261.,YDB,Multi-model,0.41,-0.03,-0.12,https://db-engines.com/en/system/YDB,"Document store,Relational DBMS"
297.,301.,289.,RedStore,RDF,0.40,-0.02,+0.04,https://db-engines.com/en/system/RedStore,
298.,283.,301.,HyperGraphDB,Graph,0.40,-0.11,+0.10,https://db-engines.com/en/system/HyperGraphDB,
299.,302.,,Marqo,Search engine,0.39,-0.01,,https://db-engines.com/en/system/Marqo,
300.,282.,284.,EJDB,Document,0.38,-0.13,-0.01,https://db-engines.com/en/system/EJDB,
301.,291.,232.,Tajo,Relational,0.37,-0.09,-0.39,https://db-engines.com/en/system/Tajo,
302.,290.,,Deep Lake,Vector,0.36,-0.10,,https://db-engines.com/en/system/Deep+Lake,
303.,311.,,AntDB,Relational,0.35,+0.01,,https://db-engines.com/en/system/AntDB,
304.,304.,309.,LeanXcale,Multi-model,0.35,-0.04,+0.09,https://db-engines.com/en/system/LeanXcale,"Key-value store,Relational DBMS"
305.,288.,313.,Mulgara,RDF,0.35,-0.13,+0.09,https://db-engines.com/en/system/Mulgara,
306.,331.,349.,Fujitsu Enterprise Postgres,"Relational, Multi-model",0.34,+0.09,+0.20,https://db-engines.com/en/system/Fujitsu+Enterprise+Postgres,"Relational DBMS,Document store,Spatial DBMS"
307.,293.,270.,FlockDB,Graph,0.33,-0.12,-0.11,https://db-engines.com/en/system/FlockDB,
308.,316.,336.,STSdb,Key-value,0.33,+0.00,+0.16,https://db-engines.com/en/system/STSdb,
309.,336.,,PieCloudDB,Relational,0.33,+0.09,,https://db-engines.com/en/system/PieCloudDB,
310.,294.,314.,Transbase,Relational,0.33,-0.12,+0.08,https://db-engines.com/en/system/Transbase,
311.,305.,291.,ElevateDB,Relational,0.32,-0.07,-0.01,https://db-engines.com/en/system/ElevateDB,
312.,314.,287.,Riak TS,Time Series,0.31,-0.02,-0.06,https://db-engines.com/en/system/Riak+TS,
313.,319.,266.,Cloudflare Workers KV,Key-value,0.31,-0.02,-0.17,https://db-engines.com/en/system/Cloudflare+Workers+KV,
314.,348.,333.,Faircom DB,Multi-model,0.30,+0.08,+0.12,https://db-engines.com/en/system/Faircom+DB,"Key-value store,Relational DBMS"
315.,312.,299.,NEventStore,Event,0.30,-0.04,0.00,https://db-engines.com/en/system/NEventStore,
316.,308.,263.,Comdb2,Relational,0.30,-0.07,-0.20,https://db-engines.com/en/system/Comdb2,
317.,321.,,YottaDB,"Key-value, Multi-model",0.30,-0.02,,https://db-engines.com/en/system/YottaDB,"Key-value store,Relational DBMS"
318.,326.,324.,Quasardb,Time Series,0.29,0.00,+0.09,https://db-engines.com/en/system/Quasardb,
319.,315.,311.,Speedb,Key-value,0.29,-0.05,+0.03,https://db-engines.com/en/system/Speedb,
320.,352.,326.,EsgynDB,Relational,0.29,+0.08,+0.10,https://db-engines.com/en/system/EsgynDB,
321.,338.,307.,Tibco ComputeDB,Relational,0.28,+0.04,+0.00,https://db-engines.com/en/system/Tibco+ComputeDB,
322.,323.,264.,HugeGraph,Graph,0.27,-0.03,-0.21,https://db-engines.com/en/system/HugeGraph,
323.,318.,286.,Valentina Server,Relational,0.27,-0.06,-0.11,https://db-engines.com/en/system/Valentina+Server,
324.,317.,274.,PipelineDB,Relational,0.27,-0.06,-0.17,https://db-engines.com/en/system/PipelineDB,
325.,322.,322.,Bangdb,Multi-model,0.27,-0.05,+0.07,https://db-engines.com/en/system/Bangdb,"Document store,Graph DBMS,Time Series DBMS,Spatial DBMS"
326.,324.,348.,Dydra,RDF,0.27,-0.03,+0.12,https://db-engines.com/en/system/Dydra,
327.,327.,283.,TinkerGraph,Graph,0.27,-0.02,-0.13,https://db-engines.com/en/system/TinkerGraph,
328.,362.,298.,IBM Db2 Event Store,Multi-model,0.26,+0.09,-0.04,https://db-engines.com/en/system/IBM+Db2+Event+Store,"Event Store,Time Series DBMS"
329.,335.,,Ultipa,Graph,0.26,+0.02,,https://db-engines.com/en/system/Ultipa,
330.,349.,292.,Alibaba Cloud Table Store,Wide column,0.26,+0.04,-0.07,https://db-engines.com/en/system/Alibaba+Cloud+Table+Store,
331.,313.,304.,Actian PSQL,Relational,0.26,-0.08,-0.03,https://db-engines.com/en/system/Actian+PSQL,
332.,310.,290.,CubicWeb,RDF,0.26,-0.10,-0.08,https://db-engines.com/en/system/CubicWeb,
333.,329.,336.,Exorbyte,Search engine,0.25,-0.02,+0.07,https://db-engines.com/en/system/Exorbyte,
334.,320.,293.,GraphBase,Graph,0.25,-0.07,-0.08,https://db-engines.com/en/system/GraphBase,
335.,309.,252.,Tokyo Tyrant,Key-value,0.25,-0.11,-0.34,https://db-engines.com/en/system/Tokyo+Tyrant,
336.,334.,,Skytable,Key-value,0.25,+0.00,,https://db-engines.com/en/system/Skytable,
337.,337.,297.,TerminusDB,"Graph, Multi-model",0.25,+0.00,-0.06,https://db-engines.com/en/system/TerminusDB,"Graph DBMS,Document store,RDF store"
338.,365.,364.,Badger,Key-value,0.25,+0.09,+0.13,https://db-engines.com/en/system/Badger,
339.,351.,,GreptimeDB,Time Series,0.23,+0.03,,https://db-engines.com/en/system/GreptimeDB,
340.,330.,265.,TransLattice,Relational,0.23,-0.03,-0.24,https://db-engines.com/en/system/TransLattice,
341.,344.,323.,ArcadeDB,Multi-model,0.23,0.00,+0.03,https://db-engines.com/en/system/ArcadeDB,"Document store,Graph DBMS,Key-value store,Time Series DBMS"
342.,346.,317.,Transwarp KunDB,Relational,0.22,-0.01,0.00,https://db-engines.com/en/system/Transwarp+KunDB,
343.,328.,334.,Sparksee,Graph,0.22,-0.06,+0.04,https://db-engines.com/en/system/Sparksee,
344.,325.,,MyScale,Multi-model,0.21,-0.08,,https://db-engines.com/en/system/MyScale,"Relational DBMS,Vector DBMS"
345.,333.,336.,BigObject,Relational,0.21,-0.03,+0.04,https://db-engines.com/en/system/BigObject,
346.,342.,351.,Linter,"Relational, Multi-model",0.21,-0.03,+0.08,https://db-engines.com/en/system/Linter,"Relational DBMS,Spatial DBMS"
347.,347.,294.,Manticore Search,"Search engine, Multi-model",0.20,-0.02,-0.12,https://db-engines.com/en/system/Manticore+Search,"Search engine,Time Series DBMS"
348.,366.,,Dragonfly,Key-value,0.20,+0.06,,https://db-engines.com/en/system/Dragonfly,
349.,332.,,Tigris,Multi-model,0.19,-0.06,,https://db-engines.com/en/system/Tigris,"Document store,Key-value store,Search engine,Time Series DBMS"
350.,364.,335.,H2GIS,"Spatial DBMS, Multi-model",0.19,+0.03,+0.02,https://db-engines.com/en/system/H2GIS,"Spatial DBMS,Relational DBMS"
351.,359.,336.,VelocityDB,Multi-model,0.19,+0.01,+0.02,https://db-engines.com/en/system/VelocityDB,"Graph DBMS,Object oriented DBMS"
352.,345.,327.,Eloquera,Object oriented,0.18,-0.05,0.00,https://db-engines.com/en/system/Eloquera,
353.,353.,352.,HyperLevelDB,Key-value,0.18,-0.03,+0.05,https://db-engines.com/en/system/HyperLevelDB,
354.,354.,336.,XTDB,Document,0.17,-0.03,0.00,https://db-engines.com/en/system/XTDB,
355.,357.,336.,Blueflood,Time Series,0.17,-0.02,-0.01,https://db-engines.com/en/system/Blueflood,
356.,341.,352.,SenseiDB,Document,0.17,-0.07,+0.05,https://db-engines.com/en/system/SenseiDB,
357.,379.,366.,Alibaba Cloud TSDB,Time Series,0.16,+0.07,+0.06,https://db-engines.com/en/system/Alibaba+Cloud+TSDB,
358.,363.,336.,TerarkDB,Key-value,0.16,-0.01,-0.02,https://db-engines.com/en/system/TerarkDB,
359.,361.,327.,OrigoDB,Multi-model,0.15,-0.02,-0.03,https://db-engines.com/en/system/OrigoDB,"Document store,Object oriented DBMS"
360.,340.,336.,TomP2P,Key-value,0.15,-0.09,-0.02,https://db-engines.com/en/system/TomP2P,
361.,343.,302.,XtremeData,Relational,0.15,-0.09,-0.14,https://db-engines.com/en/system/XtremeData,
362.,355.,350.,Siaqodb,Object oriented,0.15,-0.05,+0.02,https://db-engines.com/en/system/Siaqodb,
363.,367.,,YTsaurus,Multi-model,0.15,+0.01,,https://db-engines.com/en/system/YTsaurus,"Document store,Key-value store"
364.,386.,347.,Warp 10,Time Series,0.14,+0.09,0.00,https://db-engines.com/en/system/Warp+10,
365.,368.,,openGemini,Time Series,0.14,+0.00,,https://db-engines.com/en/system/openGemini,
366.,350.,352.,Upscaledb,Key-value,0.14,-0.07,+0.01,https://db-engines.com/en/system/Upscaledb,
367.,376.,325.,Kyoto Tycoon,Key-value,0.13,+0.02,-0.06,https://db-engines.com/en/system/Kyoto+Tycoon,
368.,391.,,gStore,Multi-model,0.13,+0.11,,https://db-engines.com/en/system/gStore,"Graph DBMS,RDF store"
369.,381.,368.,OushuDB,Relational,0.13,+0.06,+0.04,https://db-engines.com/en/system/OushuDB,
370.,370.,377.,Indica,Search engine,0.12,-0.01,+0.12,https://db-engines.com/en/system/Indica,
371.,339.,336.,BrightstarDB,RDF,0.12,-0.12,-0.05,https://db-engines.com/en/system/BrightstarDB,
372.,384.,377.,InfinityDB,Key-value,0.12,+0.06,+0.12,https://db-engines.com/en/system/InfinityDB,
373.,360.,352.,NosDB,Document,0.11,-0.07,-0.02,https://db-engines.com/en/system/NosDB,
374.,388.,,Transwarp Hippo,Vector,0.11,+0.07,,https://db-engines.com/en/system/Transwarp+Hippo,
375.,358.,305.,Acebase,Document,0.11,-0.08,-0.18,https://db-engines.com/en/system/Acebase,
376.,371.,352.,SiriDB,Time Series,0.10,-0.03,-0.02,https://db-engines.com/en/system/SiriDB,
377.,356.,316.,SiteWhere,Time Series,0.10,-0.10,-0.14,https://db-engines.com/en/system/SiteWhere,
378.,390.,377.,Transwarp ArgoDB,"Relational, Multi-model",0.10,+0.07,+0.10,https://db-engines.com/en/system/Transwarp+ArgoDB,"Relational DBMS,Search engine"
379.,385.,377.,NSDb,Time Series,0.09,+0.03,+0.09,https://db-engines.com/en/system/NSDb,
380.,398.,375.,JaguarDB,Multi-model,0.09,+0.08,+0.07,https://db-engines.com/en/system/JaguarDB,"Key-value store,Vector DBMS"
381.,389.,374.,WakandaDB,Object oriented,0.08,+0.05,+0.06,https://db-engines.com/en/system/WakandaDB,
382.,400.,377.,Transwarp StellarDB,Graph,0.08,+0.08,+0.08,https://db-engines.com/en/system/Transwarp+StellarDB,
383.,400.,371.,Galaxybase,Graph,0.07,+0.07,+0.02,https://db-engines.com/en/system/Galaxybase,
384.,380.,,DataFS,"Object oriented, Multi-model",0.07,-0.01,,https://db-engines.com/en/system/DataFS,"Object oriented DBMS,Graph DBMS"
385.,400.,373.,Sadas Engine,Relational,0.07,+0.07,+0.05,https://db-engines.com/en/system/Sadas+Engine,
386.,383.,319.,Hawkular Metrics,Time Series,0.07,+0.00,-0.14,https://db-engines.com/en/system/Hawkular+Metrics,
387.,382.,370.,AgensGraph,Multi-model,0.06,0.00,0.00,https://db-engines.com/en/system/AgensGraph,"Graph DBMS,Relational DBMS"
388.,392.,372.,Faircom EDGE,Multi-model,0.06,+0.04,+0.03,https://db-engines.com/en/system/Faircom+EDGE,"Key-value store,Relational DBMS"
389.,387.,377.,Cachelot.io,Key-value,0.06,+0.01,+0.06,https://db-engines.com/en/system/Cachelot.io,
390.,371.,352.,iBoxDB,Document,0.05,-0.09,-0.08,https://db-engines.com/en/system/iBoxDB,
391.,394.,363.,ScaleOut StateServer,Key-value,0.05,+0.03,-0.07,https://db-engines.com/en/system/ScaleOut+StateServer,
392.,400.,377.,Tkrzw,Key-value,0.05,+0.05,+0.05,https://db-engines.com/en/system/Tkrzw,
393.,397.,369.,SWC-DB,"Wide column, Multi-model",0.05,+0.04,-0.02,https://db-engines.com/en/system/SWC-DB,"Wide column store,Time Series DBMS"
394.,369.,332.,LedisDB,Key-value,0.05,-0.09,-0.14,https://db-engines.com/en/system/LedisDB,
395.,399.,376.,SwayDB,Key-value,0.04,+0.04,+0.04,https://db-engines.com/en/system/SwayDB,
396.,400.,377.,Newts,Time Series,0.03,+0.03,+0.03,https://db-engines.com/en/system/Newts,
397.,371.,336.,ActorDB,Relational,0.03,-0.10,-0.14,https://db-engines.com/en/system/ActorDB,
397.,371.,352.,Edge Intelligence,Relational,0.03,-0.10,-0.09,https://db-engines.com/en/system/Edge+Intelligence,
397.,371.,327.,WhiteDB,Document,0.03,-0.10,-0.15,https://db-engines.com/en/system/WhiteDB,
400.,393.,362.,SmallSQL,Relational,0.02,+0.00,-0.10,https://db-engines.com/en/system/SmallSQL,
401.,400.,377.,SpaceTime,"Spatial DBMS, Multi-model",0.02,+0.02,+0.02,https://db-engines.com/en/system/SpaceTime,"Spatial DBMS,Relational DBMS"
402.,395.,365.,SparkleDB,RDF,0.02,+0.00,-0.09,https://db-engines.com/en/system/SparkleDB,
403.,396.,367.,Resin Cache,Key-value,0.01,0.00,-0.07,https://db-engines.com/en/system/Resin+Cache,
404.,378.,352.,JethroData,Relational,0.01,-0.09,-0.12,https://db-engines.com/en/system/JethroData,
405.,400.,377.,BergDB,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/BergDB,
405.,400.,377.,CortexDB,Multi-model,0.00,±0.00,±0.00,https://db-engines.com/en/system/CortexDB,"Document store,Key-value store"
405.,400.,377.,CovenantSQL,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/CovenantSQL,
405.,400.,377.,DaggerDB,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/DaggerDB,
405.,400.,377.,EdgelessDB,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/EdgelessDB,
405.,400.,377.,Helium,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/Helium,
405.,400.,346.,HGraphDB,Graph,0.00,±0.00,-0.17,https://db-engines.com/en/system/HGraphDB,
405.,400.,377.,JasDB,Document,0.00,±0.00,±0.00,https://db-engines.com/en/system/JasDB,
405.,400.,377.,K-DB,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/K-DB,
405.,377.,327.,RaptorDB,Document,0.00,-0.10,-0.19,https://db-engines.com/en/system/RaptorDB,
405.,400.,377.,Rizhiyi,"Search engine, Multi-model",0.00,±0.00,±0.00,https://db-engines.com/en/system/Rizhiyi,"Search engine,Time Series DBMS"
405.,400.,377.,searchxml,Multi-model,0.00,±0.00,±0.00,https://db-engines.com/en/system/searchxml,"Native XML DBMS,Search engine"
