Rank_Oct-2025,Rank_Sep-2025,Rank_Oct-2024,DBMS,Database Model,Score_Oct-2025,Score_Sep-2025,Score_Oct-2024,DBMS_insitelink,Multi_model_info
196.,201.,197.,Alibaba Cloud AnalyticDB for MySQL,"Relational, Multi-model",0.90,+0.07,-0.01,https://db-engines.com/en/system/Alibaba+Cloud+AnalyticDB+for+MySQL,"Relational DBMS,Document store"
197.,195.,180.,DataEase,Relational,0.88,-0.02,-0.17,https://db-engines.com/en/system/DataEase,
198.,196.,205.,Altibase,Relational,0.86,-0.03,+0.00,https://db-engines.com/en/system/Altibase,
199.,198.,191.,M3DB,Time Series,0.86,-0.02,-0.10,https://db-engines.com/en/system/M3DB,
200.,200.,217.,SciDB,Multivalue,0.85,+0.02,+0.11,https://db-engines.com/en/system/SciDB,
201.,204.,195.,NCache,"Key-value, Multi-model",0.83,+0.02,-0.10,https://db-engines.com/en/system/NCache,"Key-value store,Document store,Search engine"
202.,203.,199.,HPE Ezmeral Data Fabric,Multi-model,0.82,+0.00,-0.06,https://db-engines.com/en/system/HPE+Ezmeral+Data+Fabric,"Document store,Wide column store"
203.,229.,152.,Firebolt,Relational,0.81,+0.18,-0.63,https://db-engines.com/en/system/Firebolt,
204.,199.,211.,GeoMesa,Spatial,0.80,-0.05,+0.01,https://db-engines.com/en/system/GeoMesa,
205.,202.,207.,ZODB,Key-value,0.80,-0.03,-0.01,https://db-engines.com/en/system/ZODB,
206.,208.,206.,NuoDB,Relational,0.79,+0.02,-0.06,https://db-engines.com/en/system/NuoDB,
207.,205.,221.,Xapian,Search engine,0.79,-0.01,+0.08,https://db-engines.com/en/system/Xapian,
208.,206.,219.,Blazegraph,Multi-model,0.77,-0.02,+0.03,https://db-engines.com/en/system/Blazegraph,"Graph DBMS,RDF store"
209.,218.,212.,Alibaba Cloud AnalyticDB for PostgreSQL,Relational,0.76,+0.06,-0.02,https://db-engines.com/en/system/Alibaba+Cloud+AnalyticDB+for+PostgreSQL,
210.,210.,181.,Rockset,"Document, Multi-model",0.76,-0.01,-0.29,https://db-engines.com/en/system/Rockset,"Document store,Relational DBMS,Search engine"
211.,209.,202.,Infobright,Relational,0.75,-0.02,-0.13,https://db-engines.com/en/system/Infobright,
212.,213.,208.,IDMS,Navigational,0.74,+0.00,-0.07,https://db-engines.com/en/system/IDMS,
213.,215.,216.,Yellowbrick,Relational,0.74,+0.03,-0.01,https://db-engines.com/en/system/Yellowbrick,
214.,214.,210.,AllegroGraph,Multi-model,0.74,+0.02,-0.06,https://db-engines.com/en/system/AllegroGraph,"Document store,Graph DBMS,RDF store,Vector DBMS,Spatial DBMS"
215.,207.,204.,eXtremeDB,"Time Series, Multi-model",0.74,-0.05,-0.12,https://db-engines.com/en/system/eXtremeDB,"Time Series DBMS,Relational DBMS"
216.,212.,215.,BigchainDB,Document,0.73,-0.02,-0.03,https://db-engines.com/en/system/BigchainDB,
217.,219.,229.,KeyDB,Key-value,0.72,+0.04,+0.08,https://db-engines.com/en/system/KeyDB,
218.,211.,189.,MatrixOne,Relational,0.71,-0.04,-0.26,https://db-engines.com/en/system/MatrixOne,
219.,216.,213.,Model 204,Multivalue,0.71,0.00,-0.08,https://db-engines.com/en/system/Model+204,
220.,227.,201.,Dolt,"Relational, Multi-model",0.69,+0.07,-0.18,https://db-engines.com/en/system/Dolt,"Relational DBMS,Document store"
221.,231.,257.,Alibaba Cloud Log Service,Search engine,0.69,+0.08,+0.25,https://db-engines.com/en/system/Alibaba+Cloud+Log+Service,
222.,221.,214.,RDF4J,RDF,0.67,-0.01,-0.11,https://db-engines.com/en/system/RDF4J,
223.,217.,223.,eXist-db,Native XML,0.67,-0.04,-0.03,https://db-engines.com/en/system/eXist-db,
224.,222.,224.,CrateDB,Multi-model,0.66,+0.01,-0.02,https://db-engines.com/en/system/CrateDB,"Document store,Spatial DBMS,Search engine,Time Series DBMS,Vector DBMS,Relational DBMS"
225.,225.,237.,RisingWave,Relational,0.65,+0.01,+0.05,https://db-engines.com/en/system/RisingWave,
226.,226.,227.,TypeDB,Multi-model,0.65,+0.02,-0.01,https://db-engines.com/en/system/TypeDB,"Graph DBMS,Object oriented DBMS,Relational DBMS"
227.,220.,220.,Datacom/DB,Relational,0.64,-0.04,-0.08,https://db-engines.com/en/system/Datacom%2FDB,
228.,234.,196.,Sedna,Native XML,0.64,+0.04,-0.29,https://db-engines.com/en/system/Sedna,
229.,223.,218.,Actian Vector,Relational,0.64,-0.02,-0.11,https://db-engines.com/en/system/Actian+Vector,
230.,228.,275.,Apache Pinot,Relational,0.64,+0.01,+0.30,https://db-engines.com/en/system/Apache+Pinot,
231.,224.,278.,Apache Sedona,Spatial,0.62,-0.03,+0.30,https://db-engines.com/en/system/Apache+Sedona,
232.,230.,232.,Objectivity/DB,Object oriented,0.60,-0.01,-0.04,https://db-engines.com/en/system/Objectivity%2FDB,
233.,237.,222.,DBISAM,Relational,0.58,0.00,-0.12,https://db-engines.com/en/system/DBISAM,
234.,236.,231.,1010data,Relational,0.58,-0.01,-0.05,https://db-engines.com/en/system/1010data,
235.,232.,226.,BoltDB,Key-value,0.58,-0.03,-0.08,https://db-engines.com/en/system/BoltDB,
236.,235.,225.,SQream DB,Relational,0.57,-0.02,-0.10,https://db-engines.com/en/system/SQream+DB,
237.,239.,241.,R:BASE,Relational,0.56,0.00,0.00,https://db-engines.com/en/system/R%3ABASE,
238.,233.,233.,solidDB,Relational,0.56,-0.04,-0.07,https://db-engines.com/en/system/solidDB,
239.,241.,253.,Dragonfly,Key-value,0.55,+0.00,+0.10,https://db-engines.com/en/system/Dragonfly,
240.,238.,230.,FrontBase,Relational,0.55,-0.02,-0.09,https://db-engines.com/en/system/FrontBase,
241.,251.,238.,Apache Doris,Relational,0.54,+0.05,-0.04,https://db-engines.com/en/system/Apache+Doris,
242.,243.,244.,Splice Machine,Relational,0.53,0.00,-0.01,https://db-engines.com/en/system/Splice+Machine,
243.,244.,236.,KairosDB,Time Series,0.53,+0.00,-0.07,https://db-engines.com/en/system/KairosDB,
244.,240.,234.,Graph Engine,Multi-model,0.53,-0.03,-0.09,https://db-engines.com/en/system/Graph+Engine,"Graph DBMS,Key-value store"
245.,242.,240.,Harper,Document,0.52,-0.03,-0.06,https://db-engines.com/en/system/Harper,
246.,253.,243.,NexusDB,Relational,0.51,+0.03,-0.05,https://db-engines.com/en/system/NexusDB,
247.,249.,252.,Percona Server for MongoDB,Document,0.51,+0.01,+0.04,https://db-engines.com/en/system/Percona+Server+for+MongoDB,
248.,245.,239.,ObjectDB,Object oriented,0.51,-0.01,-0.07,https://db-engines.com/en/system/ObjectDB,
249.,255.,256.,Kinetica,"Relational, Multi-model",0.50,+0.07,+0.07,https://db-engines.com/en/system/Kinetica,"Relational DBMS,Spatial DBMS,Time Series DBMS"
250.,246.,269.,ITTIA,"Time Series, Multi-model",0.50,-0.01,+0.12,https://db-engines.com/en/system/ITTIA,"Time Series DBMS,Relational DBMS"
251.,252.,280.,CnosDB,Time Series,0.48,0.00,+0.18,https://db-engines.com/en/system/CnosDB,
252.,248.,281.,Deep Lake,Vector,0.48,-0.03,+0.18,https://db-engines.com/en/system/Deep+Lake,
253.,259.,350.,RaptorDB,Document,0.48,+0.05,+0.42,https://db-engines.com/en/system/RaptorDB,
254.,247.,242.,WebSphere eXtreme Scale,Key-value,0.47,-0.04,-0.09,https://db-engines.com/en/system/WebSphere+eXtreme+Scale,
255.,254.,245.,MapDB,Key-value,0.46,-0.01,-0.05,https://db-engines.com/en/system/MapDB,
256.,250.,260.,atoti,Object oriented,0.46,-0.04,+0.03,https://db-engines.com/en/system/atoti,
257.,260.,254.,VistaDB,Relational,0.45,+0.03,+0.01,https://db-engines.com/en/system/VistaDB,
258.,264.,255.,Hibari,Key-value,0.45,+0.04,+0.01,https://db-engines.com/en/system/Hibari,
259.,271.,251.,Perst,Object oriented,0.44,+0.08,-0.03,https://db-engines.com/en/system/Perst,
260.,262.,246.,Scalaris,Key-value,0.42,+0.00,-0.10,https://db-engines.com/en/system/Scalaris,
261.,256.,267.,YDB,Multi-model,0.41,-0.02,+0.02,https://db-engines.com/en/system/YDB,"Document store,Relational DBMS"
262.,257.,259.,Kingbase,"Relational, Multi-model",0.41,-0.01,-0.02,https://db-engines.com/en/system/Kingbase,"Relational DBMS,Document store,Spatial DBMS"
263.,263.,249.,GemStone/S,Object oriented,0.41,0.00,-0.08,https://db-engines.com/en/system/GemStone%2FS,
264.,258.,284.,Elassandra,"Wide column, Multi-model",0.40,-0.02,+0.11,https://db-engines.com/en/system/Elassandra,"Wide column store,Search engine"
265.,269.,285.,Cloudflare Workers KV,Key-value,0.40,+0.02,+0.12,https://db-engines.com/en/system/Cloudflare+Workers+KV,
266.,267.,268.,ScaleArc,Relational,0.39,0.00,+0.00,https://db-engines.com/en/system/ScaleArc,
267.,266.,272.,Marqo,Search engine,0.39,-0.01,+0.04,https://db-engines.com/en/system/Marqo,
268.,274.,250.,Kyligence Enterprise,Relational,0.39,+0.03,-0.10,https://db-engines.com/en/system/Kyligence+Enterprise,
269.,268.,258.,OpenInsight,Multivalue,0.39,0.00,-0.05,https://db-engines.com/en/system/OpenInsight,
270.,261.,262.,AlaSQL,Multi-model,0.38,-0.04,-0.04,https://db-engines.com/en/system/AlaSQL,"Document store,Relational DBMS"
271.,265.,247.,SQL.JS,Relational,0.37,-0.04,-0.14,https://db-engines.com/en/system/SQL.JS,
272.,273.,263.,LokiJS,Document,0.37,+0.00,-0.05,https://db-engines.com/en/system/LokiJS,
273.,276.,277.,Comdb2,Relational,0.35,+0.01,+0.02,https://db-engines.com/en/system/Comdb2,
274.,275.,264.,Rasdaman,Multivalue,0.34,-0.01,-0.07,https://db-engines.com/en/system/Rasdaman,
275.,277.,271.,Fluree,Graph,0.33,0.00,-0.02,https://db-engines.com/en/system/Fluree,
276.,270.,292.,SearchBlox,Search engine,0.33,-0.04,+0.07,https://db-engines.com/en/system/SearchBlox,
277.,284.,294.,Alibaba Cloud TSDB,Time Series,0.32,+0.03,+0.07,https://db-engines.com/en/system/Alibaba+Cloud+TSDB,
278.,272.,265.,Sequoiadb,Multi-model,0.32,-0.04,-0.09,https://db-engines.com/en/system/Sequoiadb,"Document store,Relational DBMS"
279.,278.,320.,Valentina Server,Relational,0.31,-0.02,+0.14,https://db-engines.com/en/system/Valentina+Server,
280.,280.,291.,Databend,Relational,0.30,+0.01,+0.04,https://db-engines.com/en/system/Databend,
281.,279.,261.,Postgres-XL,"Relational, Multi-model",0.30,0.00,-0.12,https://db-engines.com/en/system/Postgres-XL,"Relational DBMS,Document store,Spatial DBMS"
282.,281.,228.,Northgate Reality,Multivalue,0.29,+0.00,-0.36,https://db-engines.com/en/system/Northgate+Reality,
283.,282.,299.,Fujitsu Enterprise Postgres,"Relational, Multi-model",0.29,0.00,+0.06,https://db-engines.com/en/system/Fujitsu+Enterprise+Postgres,"Relational DBMS,Document store,Spatial DBMS"
284.,286.,286.,Starcounter,Object oriented,0.28,0.00,+0.00,https://db-engines.com/en/system/Starcounter,
285.,288.,276.,Strabon,RDF,0.28,0.00,-0.05,https://db-engines.com/en/system/Strabon,
286.,294.,296.,RDFox,Multi-model,0.28,+0.04,+0.04,https://db-engines.com/en/system/RDFox,"Graph DBMS,RDF store,Relational DBMS"
287.,283.,274.,ModeShape,Content,0.27,-0.02,-0.07,https://db-engines.com/en/system/ModeShape,
288.,289.,283.,InfiniteGraph,Graph,0.27,-0.01,-0.03,https://db-engines.com/en/system/InfiniteGraph,
289.,310.,273.,Tajo,Relational,0.27,+0.06,-0.08,https://db-engines.com/en/system/Tajo,
290.,306.,347.,FalkorDB,Graph,0.26,+0.04,+0.20,https://db-engines.com/en/system/FalkorDB,
291.,290.,282.,Project Voldemort,Key-value,0.26,-0.01,-0.04,https://db-engines.com/en/system/Project+Voldemort,
292.,292.,304.,Manticore Search,"Search engine, Multi-model",0.25,0.00,+0.04,https://db-engines.com/en/system/Manticore+Search,"Search engine,Time Series DBMS"
293.,293.,289.,Brytlyt,Relational,0.25,0.00,-0.02,https://db-engines.com/en/system/Brytlyt,
294.,295.,300.,MyScale,Multi-model,0.24,0.00,+0.01,https://db-engines.com/en/system/MyScale,"Relational DBMS,Vector DBMS"
295.,291.,279.,Vald,Vector,0.24,-0.03,-0.07,https://db-engines.com/en/system/Vald,
296.,287.,270.,PieCloudDB,Relational,0.24,-0.04,-0.12,https://db-engines.com/en/system/PieCloudDB,
297.,298.,312.,RedStore,RDF,0.23,+0.00,+0.04,https://db-engines.com/en/system/RedStore,
298.,296.,297.,AnzoGraph DB,Multi-model,0.23,-0.01,0.00,https://db-engines.com/en/system/AnzoGraph+DB,"Graph DBMS,RDF store"
299.,299.,266.,Raima Database Manager,Multi-model,0.23,+0.00,-0.17,https://db-engines.com/en/system/Raima+Database+Manager,"Relational DBMS,Time Series DBMS"
300.,301.,333.,Actian PSQL,Relational,0.23,0.00,+0.10,https://db-engines.com/en/system/Actian+PSQL,
301.,300.,324.,YTsaurus,Multi-model,0.23,0.00,+0.07,https://db-engines.com/en/system/YTsaurus,"Document store,Key-value store"
302.,285.,287.,OpenQM,Multivalue,0.23,-0.06,-0.05,https://db-engines.com/en/system/OpenQM,
303.,323.,325.,Quasardb,Time Series,0.22,+0.06,+0.07,https://db-engines.com/en/system/Quasardb,
304.,304.,305.,FeatureBase,Relational,0.22,+0.00,+0.01,https://db-engines.com/en/system/FeatureBase,
305.,303.,248.,4store,RDF,0.22,0.00,-0.28,https://db-engines.com/en/system/4store,
306.,311.,301.,Mimer SQL,Relational,0.22,+0.01,-0.01,https://db-engines.com/en/system/Mimer+SQL,
307.,305.,311.,Faircom DB,Multi-model,0.22,0.00,+0.03,https://db-engines.com/en/system/Faircom+DB,"Key-value store,Relational DBMS"
308.,307.,303.,Actian FastObjects,Object oriented,0.22,0.00,-0.01,https://db-engines.com/en/system/Actian+FastObjects,
309.,302.,288.,LeanXcale,Multi-model,0.21,-0.01,-0.06,https://db-engines.com/en/system/LeanXcale,"Key-value store,Relational DBMS"
310.,309.,327.,XTDB,Document,0.21,0.00,+0.07,https://db-engines.com/en/system/XTDB,
311.,308.,321.,NEventStore,Event,0.20,-0.01,+0.04,https://db-engines.com/en/system/NEventStore,
312.,297.,290.,Immudb,"Key-value, Multi-model",0.20,-0.04,-0.06,https://db-engines.com/en/system/Immudb,"Key-value store,Relational DBMS"
313.,312.,313.,Tibco ComputeDB,Relational,0.20,-0.01,+0.01,https://db-engines.com/en/system/Tibco+ComputeDB,
314.,314.,335.,Ultipa,Graph,0.18,+0.00,+0.07,https://db-engines.com/en/system/Ultipa,
315.,318.,298.,PipelineDB,Relational,0.18,+0.00,-0.05,https://db-engines.com/en/system/PipelineDB,
316.,317.,316.,YottaDB,"Key-value, Multi-model",0.18,0.00,0.00,https://db-engines.com/en/system/YottaDB,"Key-value store,Relational DBMS"
317.,315.,306.,Axibase,Time Series,0.18,0.00,-0.03,https://db-engines.com/en/system/Axibase,
318.,313.,293.,Redland,RDF,0.18,-0.01,-0.08,https://db-engines.com/en/system/Redland,
319.,320.,317.,TransLattice,Relational,0.18,0.00,+0.00,https://db-engines.com/en/system/TransLattice,
320.,319.,379.,ArcadeDB,Multi-model,0.17,0.00,+0.16,https://db-engines.com/en/system/ArcadeDB,"Document store,Graph DBMS,Key-value store,Time Series DBMS"
321.,321.,349.,Warp 10,Time Series,0.17,0.00,+0.11,https://db-engines.com/en/system/Warp+10,
322.,316.,315.,IBM Db2 Event Store,Multi-model,0.17,-0.01,-0.01,https://db-engines.com/en/system/IBM+Db2+Event+Store,"Event Store,Time Series DBMS"
323.,322.,309.,Apache HugeGraph,Graph,0.16,-0.01,-0.04,https://db-engines.com/en/system/Apache+HugeGraph,
324.,325.,332.,BigObject,Relational,0.15,0.00,+0.02,https://db-engines.com/en/system/BigObject,
325.,324.,323.,Riak TS,Time Series,0.15,0.00,-0.01,https://db-engines.com/en/system/Riak+TS,
326.,326.,328.,XtremeData,Relational,0.15,0.00,+0.00,https://db-engines.com/en/system/XtremeData,
327.,327.,326.,EsgynDB,Relational,0.14,0.00,-0.01,https://db-engines.com/en/system/EsgynDB,
328.,329.,330.,ElevateDB,Relational,0.14,0.00,0.00,https://db-engines.com/en/system/ElevateDB,
329.,331.,341.,Kyoto Tycoon,Key-value,0.13,+0.01,+0.04,https://db-engines.com/en/system/Kyoto+Tycoon,
330.,328.,322.,AgensGraph,Multi-model,0.12,-0.02,-0.04,https://db-engines.com/en/system/AgensGraph,"Graph DBMS,Relational DBMS"
331.,335.,319.,HyperGraphDB,Graph,0.12,+0.00,-0.04,https://db-engines.com/en/system/HyperGraphDB,
332.,334.,310.,FlockDB,Graph,0.12,0.00,-0.08,https://db-engines.com/en/system/FlockDB,
333.,338.,342.,Mulgara,RDF,0.12,+0.01,+0.04,https://db-engines.com/en/system/Mulgara,
334.,332.,336.,GreptimeDB,Multi-model,0.11,-0.01,+0.01,https://db-engines.com/en/system/GreptimeDB,"Time Series, Observability,Time Series DBMS"
335.,337.,334.,GraphBase,Graph,0.11,0.00,-0.01,https://db-engines.com/en/system/GraphBase,
336.,343.,338.,Tokyo Tyrant,Key-value,0.11,+0.02,0.00,https://db-engines.com/en/system/Tokyo+Tyrant,
337.,330.,307.,Badger,Key-value,0.10,-0.02,-0.10,https://db-engines.com/en/system/Badger,
338.,,,VictoriaLogs,Search engine,0.10,,,https://db-engines.com/en/system/VictoriaLogs,
339.,339.,318.,TerminusDB,"Graph, Multi-model",0.10,-0.01,-0.06,https://db-engines.com/en/system/TerminusDB,"Graph DBMS,Document store,RDF store"
340.,340.,339.,Sparksee,Graph,0.10,0.00,+0.00,https://db-engines.com/en/system/Sparksee,
341.,342.,295.,Alibaba Cloud Table Store,Wide column,0.10,+0.01,-0.15,https://db-engines.com/en/system/Alibaba+Cloud+Table+Store,
342.,333.,354.,chDB,"Relational, Multi-model",0.09,-0.03,+0.04,https://db-engines.com/en/system/chDB,"Relational DBMS,Time Series DBMS"
343.,341.,308.,Speedb,Key-value,0.09,-0.01,-0.11,https://db-engines.com/en/system/Speedb,
344.,336.,302.,Lovefield,Relational,0.08,-0.04,-0.14,https://db-engines.com/en/system/Lovefield,
345.,344.,353.,Bangdb,Multi-model,0.08,+0.00,+0.02,https://db-engines.com/en/system/Bangdb,"Document store,Graph DBMS,Time Series DBMS,Spatial DBMS"
346.,348.,346.,Exorbyte,Search engine,0.08,+0.01,+0.01,https://db-engines.com/en/system/Exorbyte,
347.,345.,345.,SiteWhere,Time Series,0.07,0.00,0.00,https://db-engines.com/en/system/SiteWhere,
348.,347.,352.,ScaleOut StateServer,Key-value,0.07,0.00,+0.01,https://db-engines.com/en/system/ScaleOut+StateServer,
349.,352.,337.,CubicWeb,RDF,0.06,+0.01,-0.04,https://db-engines.com/en/system/CubicWeb,
350.,346.,329.,Jade,Object oriented,0.06,-0.01,-0.08,https://db-engines.com/en/system/Jade,
351.,349.,331.,EJDB,Document,0.06,-0.01,-0.08,https://db-engines.com/en/system/EJDB,
352.,350.,351.,Blueflood,Time Series,0.06,0.00,0.00,https://db-engines.com/en/system/Blueflood,
352.,350.,355.,Elliptics,Key-value,0.06,0.00,+0.01,https://db-engines.com/en/system/Elliptics,
354.,355.,355.,SenseiDB,Document,0.05,0.00,0.00,https://db-engines.com/en/system/SenseiDB,
355.,357.,381.,Kuzu,Graph,0.05,+0.01,+0.04,https://db-engines.com/en/system/Kuzu,
356.,354.,358.,Tigris,Multi-model,0.04,-0.01,0.00,https://db-engines.com/en/system/Tigris,"Document store,Key-value store,Search engine,Time Series DBMS"
357.,356.,348.,Machbase Neo,Time Series,0.04,-0.01,-0.03,https://db-engines.com/en/system/Machbase+Neo,
357.,358.,360.,NosDB,Document,0.04,0.00,0.00,https://db-engines.com/en/system/NosDB,
357.,358.,363.,STSdb,Key-value,0.04,0.00,+0.01,https://db-engines.com/en/system/STSdb,
360.,360.,361.,WakandaDB,Object oriented,0.03,0.00,0.00,https://db-engines.com/en/system/WakandaDB,
361.,361.,363.,JethroData,Relational,0.03,0.00,0.00,https://db-engines.com/en/system/JethroData,
362.,362.,344.,TinkerGraph,Graph,0.03,0.00,-0.05,https://db-engines.com/en/system/TinkerGraph,
363.,363.,365.,Heroic,Time Series,0.02,+0.00,0.00,https://db-engines.com/en/system/Heroic,
364.,364.,373.,Hawkular Metrics,Time Series,0.02,0.00,+0.01,https://db-engines.com/en/system/Hawkular+Metrics,
365.,371.,369.,Resin Cache,Key-value,0.02,+0.01,+0.00,https://db-engines.com/en/system/Resin+Cache,
366.,365.,343.,OpenMLDB,"Time Series, Multi-model",0.02,0.00,-0.06,https://db-engines.com/en/system/OpenMLDB,"Time Series DBMS,Relational DBMS"
367.,366.,377.,Dydra,RDF,0.02,0.00,+0.01,https://db-engines.com/en/system/Dydra,
368.,367.,367.,SmallSQL,Relational,0.02,+0.00,0.00,https://db-engines.com/en/system/SmallSQL,
369.,376.,366.,Faircom EDGE,Multi-model,0.02,+0.01,0.00,https://db-engines.com/en/system/Faircom+EDGE,"Key-value store,Relational DBMS"
370.,368.,368.,SparkleDB,RDF,0.02,0.00,0.00,https://db-engines.com/en/system/SparkleDB,
371.,375.,383.,Sadas Engine,Relational,0.01,+0.00,+0.01,https://db-engines.com/en/system/Sadas+Engine,
372.,370.,372.,Acebase,Document,0.01,+0.00,0.00,https://db-engines.com/en/system/Acebase,
373.,381.,371.,Linter,"Relational, Multi-model",0.01,+0.01,0.00,https://db-engines.com/en/system/Linter,"Relational DBMS,Spatial DBMS"
374.,372.,370.,gStore,Multi-model,0.01,0.00,0.00,https://db-engines.com/en/system/gStore,"Graph DBMS,RDF store"
375.,373.,375.,SWC-DB,"Wide column, Multi-model",0.01,+0.00,0.00,https://db-engines.com/en/system/SWC-DB,"Wide column store,Time Series DBMS"
376.,381.,382.,Indica,Search engine,0.01,+0.01,+0.01,https://db-engines.com/en/system/Indica,
377.,374.,377.,Eloquera,Object oriented,0.01,0.00,0.00,https://db-engines.com/en/system/Eloquera,
378.,377.,359.,OushuDB,Relational,0.00,+0.00,-0.04,https://db-engines.com/en/system/OushuDB,
379.,378.,385.,Siaqodb,Object oriented,0.00,+0.00,+0.00,https://db-engines.com/en/system/Siaqodb,
380.,379.,386.,LedisDB,Key-value,0.00,+0.00,+0.00,https://db-engines.com/en/system/LedisDB,
381.,369.,340.,AntDB,Relational,0.00,-0.02,-0.09,https://db-engines.com/en/system/AntDB,
382.,380.,387.,SwayDB,Key-value,0.00,+0.00,+0.00,https://db-engines.com/en/system/SwayDB,
383.,381.,388.,ActorDB,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/ActorDB,
383.,381.,388.,BergDB,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/BergDB,
383.,381.,388.,BrightstarDB,RDF,0.00,±0.00,±0.00,https://db-engines.com/en/system/BrightstarDB,
383.,381.,388.,Cachelot.io,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/Cachelot.io,
383.,381.,388.,CortexDB,Multi-model,0.00,±0.00,±0.00,https://db-engines.com/en/system/CortexDB,"Document store,Key-value store"
383.,381.,388.,CovenantSQL,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/CovenantSQL,
383.,381.,388.,DaggerDB,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/DaggerDB,
383.,381.,376.,DataFS,"Object oriented, Multi-model",0.00,±0.00,-0.01,https://db-engines.com/en/system/DataFS,"Object oriented DBMS,Graph DBMS"
383.,381.,388.,Edge Intelligence,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/Edge+Intelligence,
383.,381.,388.,EdgelessDB,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/EdgelessDB,
383.,381.,388.,Galaxybase,Graph,0.00,±0.00,±0.00,https://db-engines.com/en/system/Galaxybase,
383.,381.,388.,H2GIS,"Spatial, Multi-model",0.00,±0.00,±0.00,https://db-engines.com/en/system/H2GIS,"Spatial DBMS,Relational DBMS"
383.,381.,388.,Helium,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/Helium,
383.,381.,388.,HGraphDB,Graph,0.00,±0.00,±0.00,https://db-engines.com/en/system/HGraphDB,
383.,381.,388.,HyperLevelDB,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/HyperLevelDB,
383.,381.,388.,iBoxDB,Document,0.00,±0.00,±0.00,https://db-engines.com/en/system/iBoxDB,
383.,381.,384.,InfinityDB,Key-value,0.00,±0.00,0.00,https://db-engines.com/en/system/InfinityDB,
383.,381.,380.,JaguarDB,Multi-model,0.00,±0.00,-0.01,https://db-engines.com/en/system/JaguarDB,"Key-value store,Vector DBMS"
383.,381.,388.,JasDB,Document,0.00,±0.00,±0.00,https://db-engines.com/en/system/JasDB,
383.,381.,388.,K-DB,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/K-DB,
383.,381.,388.,Newts,Time Series,0.00,±0.00,±0.00,https://db-engines.com/en/system/Newts,
383.,381.,388.,NSDb,Time Series,0.00,±0.00,±0.00,https://db-engines.com/en/system/NSDb,
383.,381.,388.,openGemini,Time Series,0.00,±0.00,±0.00,https://db-engines.com/en/system/openGemini,
383.,381.,388.,OpenTenBase,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/OpenTenBase,
383.,381.,388.,OrigoDB,Multi-model,0.00,±0.00,±0.00,https://db-engines.com/en/system/OrigoDB,"Document store,Object oriented DBMS"
383.,381.,388.,ReductStore,Time Series,0.00,±0.00,±0.00,https://db-engines.com/en/system/ReductStore,
383.,381.,388.,Rizhiyi,"Search engine, Multi-model",0.00,±0.00,±0.00,https://db-engines.com/en/system/Rizhiyi,"Search engine,Time Series DBMS"
383.,381.,388.,searchxml,Multi-model,0.00,±0.00,±0.00,https://db-engines.com/en/system/searchxml,"Native XML DBMS,Search engine"
383.,381.,388.,SiriDB,Time Series,0.00,±0.00,±0.00,https://db-engines.com/en/system/SiriDB,
383.,353.,314.,Skytable,Key-value,0.00,-0.05,-0.18,https://db-engines.com/en/system/Skytable,
383.,381.,388.,SpaceTime,"Spatial, Multi-model",0.00,±0.00,±0.00,https://db-engines.com/en/system/SpaceTime,"Spatial DBMS,Relational DBMS"
383.,381.,388.,SvectorDB,Vector,0.00,±0.00,±0.00,https://db-engines.com/en/system/SvectorDB,
383.,381.,388.,TerarkDB,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/TerarkDB,
383.,381.,388.,Tkrzw,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/Tkrzw,
383.,381.,388.,TomP2P,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/TomP2P,
383.,381.,357.,Transbase,Relational,0.00,±0.00,-0.05,https://db-engines.com/en/system/Transbase,
383.,381.,362.,Transwarp ArgoDB,"Relational, Multi-model",0.00,±0.00,-0.03,https://db-engines.com/en/system/Transwarp+ArgoDB,"Relational DBMS,Search engine"
383.,381.,388.,Transwarp Hippo,Vector,0.00,±0.00,±0.00,https://db-engines.com/en/system/Transwarp+Hippo,
383.,381.,374.,Transwarp KunDB,Relational,0.00,±0.00,-0.01,https://db-engines.com/en/system/Transwarp+KunDB,
383.,381.,388.,Transwarp StellarDB,Graph,0.00,±0.00,±0.00,https://db-engines.com/en/system/Transwarp+StellarDB,
383.,381.,388.,Upscaledb,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/Upscaledb,
383.,381.,388.,VelocityDB,Multi-model,0.00,±0.00,±0.00,https://db-engines.com/en/system/VelocityDB,"Graph DBMS,Object oriented DBMS"
383.,381.,388.,WhiteDB,Document,0.00,±0.00,±0.00,https://db-engines.com/en/system/WhiteDB,
