Rank_Mar-2023,Rank_Feb-2023,Rank_Mar-2022,DBMS,Database Model,Score_Mar-2023,Score_Feb-2023,Score_Mar-2022,DBMS_insitelink,Multi_model_info
289.,286.,297.,ElevateDB,Relational,0.41,-0.05,+0.25,https://db-engines.com/en/system/ElevateDB,
290.,282.,269.,FlockDB,Graph,0.40,-0.09,+0.13,https://db-engines.com/en/system/FlockDB,
291.,299.,287.,Valentina Server,Relational,0.40,0.00,+0.19,https://db-engines.com/en/system/Valentina+Server,
292.,285.,276.,Kyligence Enterprise,Relational,0.39,-0.08,+0.13,https://db-engines.com/en/system/Kyligence+Enterprise,
293.,308.,326.,GraphBase,Graph,0.39,+0.02,+0.33,https://db-engines.com/en/system/GraphBase,
294.,305.,244.,Alibaba Cloud AnalyticDB for PostgreSQL,Relational,0.39,+0.01,-0.10,https://db-engines.com/en/system/Alibaba+Cloud+AnalyticDB+for+PostgreSQL,
295.,292.,,FeatureBase,Relational,0.39,-0.03,,https://db-engines.com/en/system/FeatureBase,
296.,298.,272.,Axibase,Time Series,0.38,-0.03,+0.12,https://db-engines.com/en/system/Axibase,
297.,309.,324.,RedStore,RDF,0.37,+0.01,+0.31,https://db-engines.com/en/system/RedStore,
298.,288.,,Marqo,Search engine,0.37,-0.09,,https://db-engines.com/en/system/Marqo,
299.,297.,289.,HyperGraphDB,Graph,0.37,-0.04,+0.17,https://db-engines.com/en/system/HyperGraphDB,
300.,291.,268.,PipelineDB,Relational,0.34,-0.08,+0.05,https://db-engines.com/en/system/PipelineDB,
301.,313.,,Speedb,Key-value,0.34,-0.01,,https://db-engines.com/en/system/Speedb,
302.,303.,300.,TinkerGraph,Graph,0.34,-0.04,+0.19,https://db-engines.com/en/system/TinkerGraph,
303.,304.,290.,CubicWeb,RDF,0.34,-0.05,+0.14,https://db-engines.com/en/system/CubicWeb,
304.,318.,223.,Alibaba Cloud ApsaraDB for PolarDB,Relational,0.33,0.00,-0.26,https://db-engines.com/en/system/Alibaba+Cloud+ApsaraDB+for+PolarDB,
305.,310.,343.,Machbase,Time Series,0.33,-0.03,+0.31,https://db-engines.com/en/system/Machbase,
306.,284.,275.,TransLattice,Relational,0.32,-0.16,+0.06,https://db-engines.com/en/system/TransLattice,
307.,322.,233.,Alibaba Cloud Log Service,Search engine,0.31,0.00,-0.24,https://db-engines.com/en/system/Alibaba+Cloud+Log+Service,
308.,302.,,Ultipa,Graph,0.31,-0.08,,https://db-engines.com/en/system/Ultipa,
309.,294.,317.,ArcadeDB,Multi-model,0.31,-0.11,+0.22,https://db-engines.com/en/system/ArcadeDB,"Document store,Graph DBMS,Key-value store,Time Series DBMS"
310.,311.,291.,GeoSpock,"Relational, Multi-model",0.31,-0.05,+0.11,https://db-engines.com/en/system/GeoSpock,"Relational DBMS,Time Series DBMS"
311.,301.,295.,Fluree,Graph,0.30,-0.08,+0.13,https://db-engines.com/en/system/Fluree,
312.,327.,318.,Manticore Search,"Search engine, Multi-model",0.30,0.00,+0.22,https://db-engines.com/en/system/Manticore+Search,"Search engine,Time Series DBMS"
313.,336.,330.,Dydra,RDF,0.30,+0.05,+0.26,https://db-engines.com/en/system/Dydra,
314.,315.,303.,TerminusDB,"Graph, Multi-model",0.30,-0.04,+0.17,https://db-engines.com/en/system/TerminusDB,"Graph DBMS,Document store,RDF store"
315.,314.,305.,Sparksee,Graph,0.29,-0.06,+0.17,https://db-engines.com/en/system/Sparksee,
316.,366.,311.,Linter,"Relational, Multi-model",0.28,+0.13,+0.17,https://db-engines.com/en/system/Linter,"Relational DBMS,Spatial DBMS"
317.,296.,282.,Riak TS,Time Series,0.28,-0.13,+0.05,https://db-engines.com/en/system/Riak+TS,
318.,333.,266.,Tibco ComputeDB,Relational,0.27,+0.01,-0.05,https://db-engines.com/en/system/Tibco+ComputeDB,
319.,321.,319.,RDFox,Multi-model,0.27,-0.06,+0.19,https://db-engines.com/en/system/RDFox,"Graph DBMS,RDF store,Relational DBMS"
320.,362.,352.,Qdrant,Search engine,0.27,+0.09,+0.27,https://db-engines.com/en/system/Qdrant,
321.,323.,298.,Immudb,"Key-value, Multi-model",0.27,-0.05,+0.11,https://db-engines.com/en/system/Immudb,"Key-value store,Relational DBMS"
322.,312.,292.,LeanXcale,Multi-model,0.26,-0.09,+0.07,https://db-engines.com/en/system/LeanXcale,"Key-value store,Relational DBMS"
323.,319.,293.,NEventStore,Event,0.26,-0.07,+0.08,https://db-engines.com/en/system/NEventStore,
324.,326.,302.,Actian PSQL,Relational,0.26,-0.05,+0.13,https://db-engines.com/en/system/Actian+PSQL,
325.,344.,273.,AnzoGraph DB,Multi-model,0.25,+0.02,-0.01,https://db-engines.com/en/system/AnzoGraph+DB,"Graph DBMS,RDF store"
326.,300.,,Skytable,Key-value,0.25,-0.14,,https://db-engines.com/en/system/Skytable,
327.,316.,325.,Bangdb,Multi-model,0.25,-0.08,+0.19,https://db-engines.com/en/system/Bangdb,"Document store,Graph DBMS,Time Series DBMS,Spatial DBMS"
328.,334.,346.,ToroDB,Document,0.25,-0.01,+0.23,https://db-engines.com/en/system/ToroDB,
329.,317.,320.,STSdb,Key-value,0.25,-0.09,+0.17,https://db-engines.com/en/system/STSdb,
330.,329.,,Tigris,Multi-model,0.24,-0.06,,https://db-engines.com/en/system/Tigris,"Document store,Key-value store,Search engine,Time Series DBMS"
331.,346.,249.,Alibaba Cloud Table Store,Wide column,0.24,+0.01,-0.21,https://db-engines.com/en/system/Alibaba+Cloud+Table+Store,
332.,328.,347.,Elliptics,Key-value,0.24,-0.06,+0.23,https://db-engines.com/en/system/Elliptics,
333.,331.,329.,BrightstarDB,RDF,0.24,-0.04,+0.19,https://db-engines.com/en/system/BrightstarDB,
334.,320.,340.,Upscaledb,Key-value,0.23,-0.09,+0.22,https://db-engines.com/en/system/Upscaledb,
335.,330.,,GreptimeDB,Time Series,0.23,-0.06,,https://db-engines.com/en/system/GreptimeDB,
336.,325.,,Transwarp KunDB,Relational,0.23,-0.07,,https://db-engines.com/en/system/Transwarp+KunDB,
337.,307.,301.,XtremeData,Relational,0.22,-0.15,+0.08,https://db-engines.com/en/system/XtremeData,
338.,351.,342.,H2GIS,"Spatial DBMS, Multi-model",0.22,+0.02,+0.21,https://db-engines.com/en/system/H2GIS,"Spatial DBMS,Relational DBMS"
339.,324.,347.,Exorbyte,Search engine,0.22,-0.09,+0.21,https://db-engines.com/en/system/Exorbyte,
340.,353.,333.,Hawkular Metrics,Time Series,0.21,+0.02,+0.17,https://db-engines.com/en/system/Hawkular+Metrics,
341.,354.,352.,Siaqodb,Object oriented,0.21,+0.02,+0.21,https://db-engines.com/en/system/Siaqodb,
342.,361.,352.,XTDB,Document,0.21,+0.03,+0.21,https://db-engines.com/en/system/XTDB,
343.,337.,344.,Edge Intelligence,Relational,0.19,-0.06,+0.17,https://db-engines.com/en/system/Edge+Intelligence,
343.,337.,341.,HyperLevelDB,Key-value,0.19,-0.06,+0.17,https://db-engines.com/en/system/HyperLevelDB,
343.,337.,352.,iBoxDB,Document,0.19,-0.06,+0.19,https://db-engines.com/en/system/iBoxDB,
343.,337.,352.,IRONdb,Time Series,0.19,-0.06,+0.19,https://db-engines.com/en/system/IRONdb,
343.,337.,352.,OrigoDB,Multi-model,0.19,-0.06,+0.19,https://db-engines.com/en/system/OrigoDB,"Document store,Object oriented DBMS"
343.,337.,352.,TerarkDB,Key-value,0.19,-0.06,+0.19,https://db-engines.com/en/system/TerarkDB,
349.,335.,352.,Acebase,Document,0.19,-0.07,+0.19,https://db-engines.com/en/system/Acebase,
350.,332.,338.,SiteWhere,Time Series,0.18,-0.08,+0.16,https://db-engines.com/en/system/SiteWhere,
351.,367.,255.,Faircom DB,Multi-model,0.18,+0.04,-0.24,https://db-engines.com/en/system/Faircom+DB,"Key-value store,Relational DBMS"
352.,343.,352.,RaptorDB,Document,0.18,-0.06,+0.18,https://db-engines.com/en/system/RaptorDB,
353.,356.,352.,TomP2P,Key-value,0.18,-0.01,+0.18,https://db-engines.com/en/system/TomP2P,
354.,363.,285.,EsgynDB,Relational,0.18,+0.00,-0.03,https://db-engines.com/en/system/EsgynDB,
355.,368.,,AntDB,Relational,0.17,+0.04,,https://db-engines.com/en/system/AntDB,
356.,349.,352.,JethroData,Relational,0.17,-0.04,+0.17,https://db-engines.com/en/system/JethroData,
357.,347.,352.,ActorDB,Relational,0.17,-0.06,+0.17,https://db-engines.com/en/system/ActorDB,
357.,356.,323.,BigObject,Relational,0.17,-0.02,+0.10,https://db-engines.com/en/system/BigObject,
357.,350.,334.,Blueflood,Time Series,0.17,-0.04,+0.13,https://db-engines.com/en/system/Blueflood,
357.,372.,328.,SenseiDB,Document,0.17,+0.05,+0.11,https://db-engines.com/en/system/SenseiDB,
357.,356.,352.,SiriDB,Time Series,0.17,-0.02,+0.17,https://db-engines.com/en/system/SiriDB,
357.,356.,335.,VelocityDB,Multi-model,0.17,-0.02,+0.13,https://db-engines.com/en/system/VelocityDB,"Graph DBMS,Object oriented DBMS"
357.,356.,347.,WhiteDB,Document,0.17,-0.02,+0.16,https://db-engines.com/en/system/WhiteDB,
364.,345.,350.,Eloquera,Object oriented,0.17,-0.06,+0.17,https://db-engines.com/en/system/Eloquera,
365.,376.,327.,Kyoto Tycoon,Key-value,0.16,+0.11,+0.10,https://db-engines.com/en/system/Kyoto+Tycoon,
366.,348.,352.,NosDB,Document,0.16,-0.06,+0.16,https://db-engines.com/en/system/NosDB,
367.,364.,270.,Alibaba Cloud TSDB,Time Series,0.16,0.00,-0.11,https://db-engines.com/en/system/Alibaba+Cloud+TSDB,
368.,355.,331.,LedisDB,Key-value,0.16,-0.03,+0.11,https://db-engines.com/en/system/LedisDB,
369.,352.,312.,Quasardb,Time Series,0.16,-0.04,+0.05,https://db-engines.com/en/system/Quasardb,
370.,365.,239.,IBM Db2 Event Store,Multi-model,0.14,-0.02,-0.38,https://db-engines.com/en/system/IBM+Db2+Event+Store,"Event Store,Time Series DBMS"
371.,371.,308.,Badger,Key-value,0.13,+0.00,+0.01,https://db-engines.com/en/system/Badger,
372.,370.,,Fujitsu Enterprise Postgres,"Relational, Multi-model",0.12,0.00,,https://db-engines.com/en/system/Fujitsu+Enterprise+Postgres,"Relational DBMS,Document store,Spatial DBMS"
373.,374.,306.,OushuDB,Relational,0.09,+0.01,-0.03,https://db-engines.com/en/system/OushuDB,
374.,373.,,DataFS,"Object oriented, Multi-model",0.09,0.00,,https://db-engines.com/en/system/DataFS,"Object oriented DBMS,Graph DBMS"
375.,369.,345.,HGraphDB,Graph,0.08,-0.05,+0.07,https://db-engines.com/en/system/HGraphDB,
376.,377.,337.,InfinityDB,Key-value,0.07,+0.02,+0.04,https://db-engines.com/en/system/InfinityDB,
377.,375.,321.,AgensGraph,Multi-model,0.07,0.00,-0.01,https://db-engines.com/en/system/AgensGraph,"Graph DBMS,Relational DBMS"
378.,378.,283.,Warp 10,Time Series,0.06,+0.01,-0.16,https://db-engines.com/en/system/Warp+10,
379.,389.,352.,Yanza,Time Series,0.04,+0.04,+0.04,https://db-engines.com/en/system/Yanza,
380.,379.,316.,SmallSQL,Relational,0.02,-0.02,-0.07,https://db-engines.com/en/system/SmallSQL,
381.,380.,322.,ScaleOut StateServer,Key-value,0.02,-0.02,-0.05,https://db-engines.com/en/system/ScaleOut+StateServer,
382.,381.,352.,SparkleDB,RDF,0.02,-0.02,+0.02,https://db-engines.com/en/system/SparkleDB,
383.,382.,313.,Resin Cache,Key-value,0.01,-0.01,-0.09,https://db-engines.com/en/system/Resin+Cache,
384.,389.,,PieCloudDB,Relational,0.01,+0.01,,https://db-engines.com/en/system/PieCloudDB,
385.,383.,336.,SWC-DB,"Wide column, Multi-model",0.01,-0.01,-0.02,https://db-engines.com/en/system/SWC-DB,"Wide column store,Time Series DBMS"
386.,386.,332.,WakandaDB,Object oriented,0.00,0.00,-0.04,https://db-engines.com/en/system/WakandaDB,
387.,387.,288.,Faircom EDGE,Multi-model,0.00,0.00,-0.20,https://db-engines.com/en/system/Faircom+EDGE,"Key-value store,Relational DBMS"
388.,388.,339.,SwayDB,Key-value,0.00,0.00,-0.02,https://db-engines.com/en/system/SwayDB,
389.,389.,352.,BergDB,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/BergDB,
389.,389.,352.,Cachelot.io,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/Cachelot.io,
389.,389.,352.,CortexDB,Multi-model,0.00,±0.00,±0.00,https://db-engines.com/en/system/CortexDB,"Document store,Key-value store"
389.,389.,352.,CovenantSQL,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/CovenantSQL,
389.,389.,352.,DaggerDB,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/DaggerDB,
389.,389.,352.,EdgelessDB,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/EdgelessDB,
389.,389.,351.,Galaxybase,Graph,0.00,±0.00,0.00,https://db-engines.com/en/system/Galaxybase,
389.,389.,352.,Helium,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/Helium,
389.,389.,352.,Indica,Search engine,0.00,±0.00,±0.00,https://db-engines.com/en/system/Indica,
389.,389.,352.,JaguarDB,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/JaguarDB,
389.,389.,352.,JasDB,Document,0.00,±0.00,±0.00,https://db-engines.com/en/system/JasDB,
389.,389.,352.,K-DB,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/K-DB,
389.,389.,352.,Newts,Time Series,0.00,±0.00,±0.00,https://db-engines.com/en/system/Newts,
389.,389.,352.,NSDb,Time Series,0.00,±0.00,±0.00,https://db-engines.com/en/system/NSDb,
389.,385.,352.,Rizhiyi,"Search engine, Multi-model",0.00,-0.02,±0.00,https://db-engines.com/en/system/Rizhiyi,"Search engine,Time Series DBMS"
389.,384.,352.,Sadas Engine,Relational,0.00,-0.02,±0.00,https://db-engines.com/en/system/Sadas+Engine,
389.,389.,352.,searchxml,Multi-model,0.00,±0.00,±0.00,https://db-engines.com/en/system/searchxml,"Native XML DBMS,Search engine"
389.,389.,352.,SpaceTime,"Spatial DBMS, Multi-model",0.00,±0.00,±0.00,https://db-engines.com/en/system/SpaceTime,"Spatial DBMS,Relational DBMS"
389.,389.,352.,Tkrzw,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/Tkrzw,
389.,389.,,Transwarp ArgoDB,"Relational, Multi-model",0.00,±0.00,,https://db-engines.com/en/system/Transwarp+ArgoDB,"Relational DBMS,Search engine"
389.,389.,,Transwarp StellarDB,Graph,0.00,±0.00,,https://db-engines.com/en/system/Transwarp+StellarDB,
389.,389.,352.,Yaacomo,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/Yaacomo,
