Rank_Apr-2023,Rank_Mar-2023,Rank_Apr-2022,DBMS,Database Model,Score_Apr-2023,Score_Mar-2023,Score_Apr-2022,DBMS_insitelink,Multi_model_info
210.,208.,217.,WebSphere eXtreme Scale,Key-value,1.07,+0.02,+0.46,https://db-engines.com/en/system/WebSphere+eXtreme+Scale,
211.,217.,174.,Amazon Timestream,Time Series,1.05,+0.05,+0.06,https://db-engines.com/en/system/Amazon+Timestream,
212.,199.,197.,Actian Vector,Relational,1.04,-0.13,+0.26,https://db-engines.com/en/system/Actian+Vector,
213.,219.,193.,GeoMesa,Spatial DBMS,1.02,+0.02,+0.22,https://db-engines.com/en/system/GeoMesa,
214.,216.,207.,Yellowbrick,Relational,1.02,+0.01,+0.32,https://db-engines.com/en/system/Yellowbrick,
215.,205.,188.,FrontBase,Relational,1.02,-0.11,+0.16,https://db-engines.com/en/system/FrontBase,
216.,222.,,Vitess,"Relational, Multi-model",1.01,+0.05,,https://db-engines.com/en/system/Vitess,"Relational DBMS,Document store,Spatial DBMS"
217.,214.,262.,M3DB,Time Series,1.00,-0.02,+0.65,https://db-engines.com/en/system/M3DB,
218.,210.,203.,OpenBase,Relational,0.99,-0.05,+0.26,https://db-engines.com/en/system/OpenBase,
219.,226.,190.,Splice Machine,Relational,0.98,+0.10,+0.16,https://db-engines.com/en/system/Splice+Machine,
220.,207.,191.,Kognitio,Relational,0.98,-0.08,+0.15,https://db-engines.com/en/system/Kognitio,
221.,212.,214.,SciDB,Multivalue,0.95,-0.07,+0.31,https://db-engines.com/en/system/SciDB,
222.,211.,184.,eXist-db,Native XML,0.95,-0.08,+0.03,https://db-engines.com/en/system/eXist-db,
223.,225.,230.,MapDB,Key-value,0.94,+0.02,+0.39,https://db-engines.com/en/system/MapDB,
224.,237.,179.,CrateDB,Multi-model,0.93,+0.11,-0.03,https://db-engines.com/en/system/CrateDB,"Document store,Time Series DBMS,Relational DBMS,Search engine"
225.,218.,223.,NexusDB,Relational,0.89,-0.11,+0.31,https://db-engines.com/en/system/NexusDB,
226.,220.,218.,ObjectDB,Object oriented,0.89,-0.09,+0.29,https://db-engines.com/en/system/ObjectDB,
227.,230.,195.,Datacom/DB,Relational,0.87,+0.02,+0.07,https://db-engines.com/en/system/Datacom%2FDB,
228.,232.,232.,BoltDB,Key-value,0.87,+0.03,+0.32,https://db-engines.com/en/system/BoltDB,
229.,224.,182.,Graph Engine,Multi-model,0.87,-0.07,-0.06,https://db-engines.com/en/system/Graph+Engine,"Graph DBMS,Key-value store"
230.,223.,213.,KairosDB,Time Series,0.85,-0.10,+0.19,https://db-engines.com/en/system/KairosDB,
231.,227.,242.,OpenInsight,Multivalue,0.84,-0.03,+0.35,https://db-engines.com/en/system/OpenInsight,
232.,229.,206.,R:BASE,Relational,0.84,-0.03,+0.15,https://db-engines.com/en/system/R%3ABASE,
233.,228.,235.,Rockset,"Document, Multi-model",0.84,-0.03,+0.31,https://db-engines.com/en/system/Rockset,"Document store,Relational DBMS,Search engine"
234.,238.,226.,SQream DB,Relational,0.81,0.00,+0.25,https://db-engines.com/en/system/SQream+DB,
235.,236.,228.,ScaleArc,Relational,0.81,-0.01,+0.25,https://db-engines.com/en/system/ScaleArc,
236.,241.,256.,Scalaris,Key-value,0.81,+0.07,+0.40,https://db-engines.com/en/system/Scalaris,
237.,,,StarRocks,Relational,0.79,,,https://db-engines.com/en/system/StarRocks,
238.,233.,263.,atoti,Object oriented,0.79,-0.05,+0.44,https://db-engines.com/en/system/atoti,
239.,240.,194.,Objectivity/DB,Object oriented,0.75,-0.03,-0.05,https://db-engines.com/en/system/Objectivity%2FDB,
240.,239.,253.,Milvus,Search engine,0.74,-0.06,+0.32,https://db-engines.com/en/system/Milvus,
241.,244.,257.,Apache IoTDB,Time Series,0.74,+0.04,+0.34,https://db-engines.com/en/system/Apache+IoTDB,
242.,231.,233.,Amazon Keyspaces,Wide column,0.74,-0.11,+0.21,https://db-engines.com/en/system/Amazon+Keyspaces,
243.,235.,208.,eXtremeDB,Multi-model,0.74,-0.10,+0.04,https://db-engines.com/en/system/eXtremeDB,"Relational DBMS,Time Series DBMS"
244.,253.,202.,Postgres-XL,"Relational, Multi-model",0.73,+0.09,0.00,https://db-engines.com/en/system/Postgres-XL,"Relational DBMS,Document store,Spatial DBMS"
245.,234.,221.,VistaDB,Relational,0.72,-0.11,+0.13,https://db-engines.com/en/system/VistaDB,
246.,248.,266.,SearchBlox,Search engine,0.70,+0.03,+0.37,https://db-engines.com/en/system/SearchBlox,
247.,259.,243.,Starcounter,Object oriented,0.70,+0.09,+0.22,https://db-engines.com/en/system/Starcounter,
248.,255.,205.,Kinetica,"Relational, Multi-model",0.69,+0.06,-0.02,https://db-engines.com/en/system/Kinetica,"Relational DBMS,Spatial DBMS,Time Series DBMS"
249.,243.,299.,Strabon,RDF,0.68,-0.02,+0.55,https://db-engines.com/en/system/Strabon,
250.,267.,282.,Actian FastObjects,Object oriented,0.68,+0.13,+0.47,https://db-engines.com/en/system/Actian+FastObjects,
251.,257.,269.,Apache Pinot,Relational,0.68,+0.06,+0.40,https://db-engines.com/en/system/Apache+Pinot,
252.,242.,265.,KeyDB,Key-value,0.67,-0.06,+0.34,https://db-engines.com/en/system/KeyDB,
253.,258.,244.,Redland,RDF,0.67,+0.06,+0.20,https://db-engines.com/en/system/Redland,
254.,266.,222.,LokiJS,Document,0.67,+0.11,+0.08,https://db-engines.com/en/system/LokiJS,
255.,246.,281.,Apache Doris,Relational,0.67,-0.02,+0.43,https://db-engines.com/en/system/Apache+Doris,
256.,250.,237.,4store,RDF,0.66,+0.00,+0.14,https://db-engines.com/en/system/4store,
257.,247.,259.,ModeShape,Content,0.66,-0.02,+0.28,https://db-engines.com/en/system/ModeShape,
258.,262.,279.,OpenQM,Multivalue,0.65,+0.07,+0.40,https://db-engines.com/en/system/OpenQM,
259.,245.,224.,AlaSQL,Multi-model,0.64,-0.05,+0.06,https://db-engines.com/en/system/AlaSQL,"Document store,Relational DBMS"
260.,261.,240.,Raima Database Manager,Multi-model,0.64,+0.05,+0.13,https://db-engines.com/en/system/Raima+Database+Manager,"Relational DBMS,Time Series DBMS"
261.,251.,246.,Rasdaman,Multivalue,0.61,-0.05,+0.17,https://db-engines.com/en/system/Rasdaman,
262.,271.,251.,InfiniteGraph,Graph,0.61,+0.08,+0.18,https://db-engines.com/en/system/InfiniteGraph,
263.,254.,249.,Trafodion,Relational,0.60,-0.04,+0.16,https://db-engines.com/en/system/Trafodion,
264.,274.,318.,Transbase,Relational,0.57,+0.06,+0.48,https://db-engines.com/en/system/Transbase,
265.,260.,314.,ITTIA,"Time Series, Multi-model",0.55,-0.04,+0.46,https://db-engines.com/en/system/ITTIA,"Time Series DBMS,Relational DBMS"
266.,268.,,SurrealDB,Multi-model,0.55,+0.01,,https://db-engines.com/en/system/SurrealDB,"Document store,Graph DBMS"
267.,256.,260.,Kingbase,"Relational, Multi-model",0.55,-0.07,+0.18,https://db-engines.com/en/system/Kingbase,"Relational DBMS,Document store,Spatial DBMS"
268.,263.,277.,Lovefield,Relational,0.55,-0.03,+0.29,https://db-engines.com/en/system/Lovefield,
269.,252.,258.,Elassandra,"Wide column, Multi-model",0.54,-0.11,+0.15,https://db-engines.com/en/system/Elassandra,"Wide column store,Search engine"
270.,270.,210.,Alibaba Cloud MaxCompute,Relational,0.54,+0.01,-0.15,https://db-engines.com/en/system/Alibaba+Cloud+MaxCompute,
271.,264.,185.,GemStone/S,Object oriented,0.54,-0.04,-0.36,https://db-engines.com/en/system/GemStone%2FS,
272.,279.,252.,Sequoiadb,Multi-model,0.54,+0.06,+0.12,https://db-engines.com/en/system/Sequoiadb,"Document store,Relational DBMS"
273.,285.,291.,Heroic,Time Series,0.53,+0.09,+0.35,https://db-engines.com/en/system/Heroic,
274.,273.,298.,Weaviate,Search engine,0.53,+0.02,+0.39,https://db-engines.com/en/system/Weaviate,
275.,281.,,Typesense,Search engine,0.53,+0.06,,https://db-engines.com/en/system/Typesense,
276.,249.,248.,Tajo,Relational,0.52,-0.15,+0.08,https://db-engines.com/en/system/Tajo,
277.,284.,212.,Jade,Object oriented,0.51,+0.06,-0.17,https://db-engines.com/en/system/Jade,
278.,265.,247.,Project Voldemort,Key-value,0.50,-0.07,+0.07,https://db-engines.com/en/system/Project+Voldemort,
279.,269.,216.,Percona Server for MongoDB,Document,0.50,-0.03,-0.12,https://db-engines.com/en/system/Percona+Server+for+MongoDB,
280.,288.,267.,Brytlyt,Relational,0.50,+0.07,+0.17,https://db-engines.com/en/system/Brytlyt,
281.,278.,275.,Comdb2,Relational,0.49,+0.01,+0.23,https://db-engines.com/en/system/Comdb2,
282.,275.,307.,EJDB,Document,0.49,-0.01,+0.37,https://db-engines.com/en/system/EJDB,
283.,276.,239.,Tokyo Tyrant,Key-value,0.49,-0.01,-0.02,https://db-engines.com/en/system/Tokyo+Tyrant,
284.,283.,229.,HarperDB,Document,0.48,+0.02,-0.07,https://db-engines.com/en/system/HarperDB,
285.,280.,268.,Mimer SQL,Relational,0.47,0.00,+0.17,https://db-engines.com/en/system/Mimer+SQL,
286.,296.,278.,Axibase,Time Series,0.47,+0.09,+0.22,https://db-engines.com/en/system/Axibase,
287.,286.,231.,YDB,Multi-model,0.47,+0.03,-0.08,https://db-engines.com/en/system/YDB,"Document store,Relational DBMS"
288.,272.,215.,Alibaba Cloud AnalyticDB for MySQL,"Relational, Multi-model",0.47,-0.05,-0.18,https://db-engines.com/en/system/Alibaba+Cloud+AnalyticDB+for+MySQL,"Relational DBMS,Document store"
289.,277.,312.,Mulgara,RDF,0.45,-0.03,+0.35,https://db-engines.com/en/system/Mulgara,
290.,295.,,FeatureBase,Relational,0.45,+0.06,,https://db-engines.com/en/system/FeatureBase,
291.,293.,322.,GraphBase,Graph,0.43,+0.03,+0.35,https://db-engines.com/en/system/GraphBase,
292.,299.,289.,HyperGraphDB,Graph,0.42,+0.06,+0.24,https://db-engines.com/en/system/HyperGraphDB,
293.,292.,273.,Kyligence Enterprise,Relational,0.42,+0.03,+0.16,https://db-engines.com/en/system/Kyligence+Enterprise,
294.,282.,286.,HugeGraph,Graph,0.39,-0.07,+0.20,https://db-engines.com/en/system/HugeGraph,
295.,302.,293.,TinkerGraph,Graph,0.39,+0.04,+0.22,https://db-engines.com/en/system/TinkerGraph,
296.,298.,,Marqo,Search engine,0.38,+0.01,,https://db-engines.com/en/system/Marqo,
297.,311.,297.,Fluree,Graph,0.37,+0.07,+0.22,https://db-engines.com/en/system/Fluree,
298.,294.,245.,Alibaba Cloud AnalyticDB for PostgreSQL,Relational,0.36,-0.03,-0.11,https://db-engines.com/en/system/Alibaba+Cloud+AnalyticDB+for+PostgreSQL,
299.,290.,272.,FlockDB,Graph,0.36,-0.04,+0.09,https://db-engines.com/en/system/FlockDB,
300.,303.,290.,CubicWeb,RDF,0.34,+0.01,+0.16,https://db-engines.com/en/system/CubicWeb,
301.,300.,270.,PipelineDB,Relational,0.34,0.00,+0.06,https://db-engines.com/en/system/PipelineDB,
302.,301.,,Speedb,Key-value,0.34,0.00,,https://db-engines.com/en/system/Speedb,
303.,309.,304.,ArcadeDB,Multi-model,0.34,+0.03,+0.22,https://db-engines.com/en/system/ArcadeDB,"Document store,Graph DBMS,Key-value store,Time Series DBMS"
304.,287.,305.,Cloudflare Workers KV,Key-value,0.34,-0.10,+0.22,https://db-engines.com/en/system/Cloudflare+Workers+KV,
305.,289.,295.,ElevateDB,Relational,0.33,-0.08,+0.17,https://db-engines.com/en/system/ElevateDB,
306.,304.,227.,Alibaba Cloud ApsaraDB for PolarDB,Relational,0.32,-0.02,-0.24,https://db-engines.com/en/system/Alibaba+Cloud+ApsaraDB+for+PolarDB,
307.,324.,308.,Actian PSQL,Relational,0.31,+0.06,+0.20,https://db-engines.com/en/system/Actian+PSQL,
308.,291.,283.,Valentina Server,Relational,0.31,-0.09,+0.10,https://db-engines.com/en/system/Valentina+Server,
309.,306.,276.,TransLattice,Relational,0.31,-0.01,+0.05,https://db-engines.com/en/system/TransLattice,
310.,307.,241.,Alibaba Cloud Log Service,Search engine,0.31,-0.01,-0.19,https://db-engines.com/en/system/Alibaba+Cloud+Log+Service,
311.,314.,303.,TerminusDB,"Graph, Multi-model",0.30,+0.00,+0.18,https://db-engines.com/en/system/TerminusDB,"Graph DBMS,Document store,RDF store"
312.,,,CnosDB,Time Series,0.30,,,https://db-engines.com/en/system/CnosDB,
313.,305.,345.,Machbase,Time Series,0.29,-0.03,+0.28,https://db-engines.com/en/system/Machbase,
314.,320.,351.,Qdrant,Search engine,0.29,+0.02,+0.29,https://db-engines.com/en/system/Qdrant,
315.,310.,294.,GeoSpock,"Relational, Multi-model",0.29,-0.02,+0.12,https://db-engines.com/en/system/GeoSpock,"Relational DBMS,Time Series DBMS"
316.,297.,319.,RedStore,RDF,0.29,-0.09,+0.20,https://db-engines.com/en/system/RedStore,
317.,325.,288.,AnzoGraph DB,Multi-model,0.28,+0.02,+0.08,https://db-engines.com/en/system/AnzoGraph+DB,"Graph DBMS,RDF store"
318.,317.,280.,Riak TS,Time Series,0.28,+0.00,+0.03,https://db-engines.com/en/system/Riak+TS,
319.,313.,340.,Dydra,RDF,0.28,-0.02,+0.25,https://db-engines.com/en/system/Dydra,
320.,322.,292.,LeanXcale,Multi-model,0.28,+0.01,+0.10,https://db-engines.com/en/system/LeanXcale,"Key-value store,Relational DBMS"
321.,332.,351.,Elliptics,Key-value,0.27,+0.04,+0.27,https://db-engines.com/en/system/Elliptics,
322.,334.,348.,Upscaledb,Key-value,0.27,+0.04,+0.27,https://db-engines.com/en/system/Upscaledb,
323.,330.,,Tigris,Multi-model,0.26,+0.01,,https://db-engines.com/en/system/Tigris,"Document store,Key-value store,Search engine,Time Series DBMS"
324.,329.,327.,STSdb,Key-value,0.25,+0.00,+0.19,https://db-engines.com/en/system/STSdb,
325.,318.,264.,Tibco ComputeDB,Relational,0.25,-0.03,-0.09,https://db-engines.com/en/system/Tibco+ComputeDB,
326.,319.,320.,RDFox,Multi-model,0.25,-0.02,+0.17,https://db-engines.com/en/system/RDFox,"Graph DBMS,RDF store,Relational DBMS"
327.,343.,351.,Edge Intelligence,Relational,0.24,+0.05,+0.24,https://db-engines.com/en/system/Edge+Intelligence,
327.,343.,351.,IRONdb,Time Series,0.24,+0.05,+0.24,https://db-engines.com/en/system/IRONdb,
329.,308.,,Ultipa,Graph,0.24,-0.07,,https://db-engines.com/en/system/Ultipa,
330.,323.,287.,NEventStore,Event,0.24,-0.02,+0.04,https://db-engines.com/en/system/NEventStore,
331.,352.,351.,RaptorDB,Document,0.24,+0.06,+0.24,https://db-engines.com/en/system/RaptorDB,
332.,331.,255.,Alibaba Cloud Table Store,Wide column,0.24,0.00,-0.18,https://db-engines.com/en/system/Alibaba+Cloud+Table+Store,
333.,333.,341.,BrightstarDB,RDF,0.23,-0.01,+0.20,https://db-engines.com/en/system/BrightstarDB,
334.,327.,331.,Bangdb,Multi-model,0.23,-0.03,+0.18,https://db-engines.com/en/system/Bangdb,"Document store,Graph DBMS,Time Series DBMS,Spatial DBMS"
335.,343.,351.,HyperLevelDB,Key-value,0.22,+0.03,+0.22,https://db-engines.com/en/system/HyperLevelDB,
336.,315.,300.,Sparksee,Graph,0.22,-0.07,+0.09,https://db-engines.com/en/system/Sparksee,
337.,364.,351.,Eloquera,Object oriented,0.22,+0.05,+0.22,https://db-engines.com/en/system/Eloquera,
338.,341.,350.,Siaqodb,Object oriented,0.22,+0.01,+0.21,https://db-engines.com/en/system/Siaqodb,
339.,338.,323.,H2GIS,"Spatial DBMS, Multi-model",0.21,-0.01,+0.15,https://db-engines.com/en/system/H2GIS,"Spatial DBMS,Relational DBMS"
340.,349.,339.,Acebase,Document,0.21,+0.03,+0.19,https://db-engines.com/en/system/Acebase,
341.,355.,,AntDB,Relational,0.21,+0.04,,https://db-engines.com/en/system/AntDB,
342.,312.,315.,Manticore Search,"Search engine, Multi-model",0.21,-0.09,+0.12,https://db-engines.com/en/system/Manticore+Search,"Search engine,Time Series DBMS"
343.,339.,351.,Exorbyte,Search engine,0.21,-0.01,+0.21,https://db-engines.com/en/system/Exorbyte,
344.,368.,337.,LedisDB,Key-value,0.20,+0.04,+0.17,https://db-engines.com/en/system/LedisDB,
345.,357.,325.,BigObject,Relational,0.20,+0.03,+0.14,https://db-engines.com/en/system/BigObject,
345.,357.,343.,Blueflood,Time Series,0.20,+0.03,+0.18,https://db-engines.com/en/system/Blueflood,
345.,357.,351.,WhiteDB,Document,0.20,+0.03,+0.20,https://db-engines.com/en/system/WhiteDB,
348.,316.,309.,Linter,"Relational, Multi-model",0.20,-0.08,+0.09,https://db-engines.com/en/system/Linter,"Relational DBMS,Spatial DBMS"
349.,321.,317.,Immudb,"Key-value, Multi-model",0.20,-0.07,+0.11,https://db-engines.com/en/system/Immudb,"Key-value store,Relational DBMS"
350.,343.,351.,TerarkDB,Key-value,0.20,+0.01,+0.20,https://db-engines.com/en/system/TerarkDB,
351.,369.,306.,Quasardb,Time Series,0.19,+0.04,+0.08,https://db-engines.com/en/system/Quasardb,
352.,340.,334.,Hawkular Metrics,Time Series,0.19,-0.02,+0.15,https://db-engines.com/en/system/Hawkular+Metrics,
353.,356.,347.,JethroData,Relational,0.19,+0.02,+0.18,https://db-engines.com/en/system/JethroData,
353.,357.,330.,VelocityDB,Multi-model,0.19,+0.02,+0.14,https://db-engines.com/en/system/VelocityDB,"Graph DBMS,Object oriented DBMS"
355.,342.,351.,XTDB,Document,0.18,-0.03,+0.18,https://db-engines.com/en/system/XTDB,
356.,,,Dragonfly,Key-value,0.18,,,https://db-engines.com/en/system/Dragonfly,
357.,335.,,GreptimeDB,Time Series,0.18,-0.06,,https://db-engines.com/en/system/GreptimeDB,
358.,365.,329.,Kyoto Tycoon,Key-value,0.18,+0.01,+0.12,https://db-engines.com/en/system/Kyoto+Tycoon,
359.,357.,351.,ActorDB,Relational,0.17,+0.00,+0.17,https://db-engines.com/en/system/ActorDB,
360.,343.,351.,OrigoDB,Multi-model,0.17,-0.02,+0.17,https://db-engines.com/en/system/OrigoDB,"Document store,Object oriented DBMS"
361.,328.,342.,ToroDB,Document,0.17,-0.08,+0.15,https://db-engines.com/en/system/ToroDB,
362.,357.,333.,SenseiDB,Document,0.17,0.00,+0.12,https://db-engines.com/en/system/SenseiDB,
362.,357.,351.,SiriDB,Time Series,0.17,0.00,+0.17,https://db-engines.com/en/system/SiriDB,
364.,366.,351.,NosDB,Document,0.17,+0.01,+0.17,https://db-engines.com/en/system/NosDB,
365.,367.,271.,Alibaba Cloud TSDB,Time Series,0.17,+0.01,-0.11,https://db-engines.com/en/system/Alibaba+Cloud+TSDB,
366.,351.,254.,Faircom DB,Multi-model,0.17,-0.02,-0.25,https://db-engines.com/en/system/Faircom+DB,"Key-value store,Relational DBMS"
367.,336.,338.,Transwarp KunDB,Relational,0.16,-0.07,+0.14,https://db-engines.com/en/system/Transwarp+KunDB,
368.,326.,,Skytable,Key-value,0.16,-0.09,,https://db-engines.com/en/system/Skytable,
369.,343.,351.,iBoxDB,Document,0.16,-0.03,+0.16,https://db-engines.com/en/system/iBoxDB,
370.,337.,302.,XtremeData,Relational,0.15,-0.07,+0.03,https://db-engines.com/en/system/XtremeData,
371.,353.,351.,TomP2P,Key-value,0.15,-0.02,+0.15,https://db-engines.com/en/system/TomP2P,
372.,354.,284.,EsgynDB,Relational,0.14,-0.03,-0.06,https://db-engines.com/en/system/EsgynDB,
373.,370.,236.,IBM Db2 Event Store,Multi-model,0.13,-0.01,-0.39,https://db-engines.com/en/system/IBM+Db2+Event+Store,"Event Store,Time Series DBMS"
374.,371.,301.,Badger,Key-value,0.13,+0.00,+0.00,https://db-engines.com/en/system/Badger,
375.,372.,,Fujitsu Enterprise Postgres,"Relational, Multi-model",0.12,+0.00,,https://db-engines.com/en/system/Fujitsu+Enterprise+Postgres,"Relational DBMS,Document store,Spatial DBMS"
376.,350.,346.,SiteWhere,Time Series,0.12,-0.07,+0.11,https://db-engines.com/en/system/SiteWhere,
377.,374.,,DataFS,"Object oriented, Multi-model",0.09,+0.00,,https://db-engines.com/en/system/DataFS,"Object oriented DBMS,Graph DBMS"
378.,376.,336.,InfinityDB,Key-value,0.07,0.00,+0.04,https://db-engines.com/en/system/InfinityDB,
379.,389.,351.,Indica,Search engine,0.07,+0.07,+0.07,https://db-engines.com/en/system/Indica,
380.,373.,313.,OushuDB,Relational,0.07,-0.02,-0.03,https://db-engines.com/en/system/OushuDB,
381.,377.,321.,AgensGraph,Multi-model,0.06,0.00,-0.01,https://db-engines.com/en/system/AgensGraph,"Graph DBMS,Relational DBMS"
382.,378.,285.,Warp 10,Time Series,0.03,-0.03,-0.17,https://db-engines.com/en/system/Warp+10,
383.,380.,311.,SmallSQL,Relational,0.02,+0.00,-0.08,https://db-engines.com/en/system/SmallSQL,
384.,381.,316.,ScaleOut StateServer,Key-value,0.02,0.00,-0.07,https://db-engines.com/en/system/ScaleOut+StateServer,
385.,382.,332.,SparkleDB,RDF,0.02,0.00,-0.03,https://db-engines.com/en/system/SparkleDB,
386.,383.,328.,Resin Cache,Key-value,0.01,0.00,-0.04,https://db-engines.com/en/system/Resin+Cache,
387.,385.,324.,SWC-DB,"Wide column, Multi-model",0.01,0.00,-0.05,https://db-engines.com/en/system/SWC-DB,"Wide column store,Time Series DBMS"
388.,386.,349.,WakandaDB,Object oriented,0.00,+0.00,+0.00,https://db-engines.com/en/system/WakandaDB,
389.,389.,351.,JaguarDB,Key-value,0.00,+0.00,+0.00,https://db-engines.com/en/system/JaguarDB,
390.,387.,296.,Faircom EDGE,Multi-model,0.00,+0.00,-0.15,https://db-engines.com/en/system/Faircom+EDGE,"Key-value store,Relational DBMS"
391.,388.,344.,SwayDB,Key-value,0.00,+0.00,-0.02,https://db-engines.com/en/system/SwayDB,
392.,389.,351.,BergDB,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/BergDB,
392.,389.,351.,Cachelot.io,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/Cachelot.io,
392.,389.,351.,CortexDB,Multi-model,0.00,±0.00,±0.00,https://db-engines.com/en/system/CortexDB,"Document store,Key-value store"
392.,389.,351.,CovenantSQL,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/CovenantSQL,
392.,389.,351.,DaggerDB,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/DaggerDB,
392.,389.,351.,EdgelessDB,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/EdgelessDB,
392.,389.,351.,Galaxybase,Graph,0.00,±0.00,±0.00,https://db-engines.com/en/system/Galaxybase,
392.,389.,351.,Helium,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/Helium,
392.,375.,326.,HGraphDB,Graph,0.00,-0.08,-0.06,https://db-engines.com/en/system/HGraphDB,
392.,389.,335.,JasDB,Document,0.00,±0.00,-0.03,https://db-engines.com/en/system/JasDB,
392.,389.,351.,K-DB,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/K-DB,
392.,389.,351.,Newts,Time Series,0.00,±0.00,±0.00,https://db-engines.com/en/system/Newts,
392.,389.,351.,NSDb,Time Series,0.00,±0.00,±0.00,https://db-engines.com/en/system/NSDb,
392.,384.,,PieCloudDB,Relational,0.00,-0.01,,https://db-engines.com/en/system/PieCloudDB,
392.,389.,351.,Rizhiyi,"Search engine, Multi-model",0.00,±0.00,±0.00,https://db-engines.com/en/system/Rizhiyi,"Search engine,Time Series DBMS"
392.,389.,351.,Sadas Engine,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/Sadas+Engine,
392.,389.,351.,searchxml,Multi-model,0.00,±0.00,±0.00,https://db-engines.com/en/system/searchxml,"Native XML DBMS,Search engine"
392.,389.,351.,SpaceTime,"Spatial DBMS, Multi-model",0.00,±0.00,±0.00,https://db-engines.com/en/system/SpaceTime,"Spatial DBMS,Relational DBMS"
392.,389.,351.,Tkrzw,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/Tkrzw,
392.,389.,351.,Transwarp ArgoDB,"Relational, Multi-model",0.00,±0.00,±0.00,https://db-engines.com/en/system/Transwarp+ArgoDB,"Relational DBMS,Search engine"
392.,389.,351.,Transwarp StellarDB,Graph,0.00,±0.00,±0.00,https://db-engines.com/en/system/Transwarp+StellarDB,
392.,389.,351.,Yaacomo,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/Yaacomo,
392.,379.,351.,Yanza,Time Series,0.00,-0.04,±0.00,https://db-engines.com/en/system/Yanza,
