Rank_Feb-2026,Rank_Jan-2026,Rank_Feb-2025,DBMS,Database Model,Score_Feb-2026,Score_Jan-2026,Score_Feb-2025,DBMS_insitelink,Multi_model_info
291.,290.,300.,Mimer SQL,Relational,0.27,+0.01,+0.05,https://db-engines.com/en/system/Mimer+SQL,
292.,291.,284.,Project Voldemort,Key-value,0.26,-0.01,-0.02,https://db-engines.com/en/system/Project+Voldemort,
293.,293.,291.,Brytlyt,Relational,0.25,+0.00,0.00,https://db-engines.com/en/system/Brytlyt,
294.,296.,307.,Fujitsu Enterprise Postgres,"Relational, Multi-model",0.25,+0.01,+0.06,https://db-engines.com/en/system/Fujitsu+Enterprise+Postgres,"Relational DBMS,Document store,Spatial DBMS"
295.,312.,306.,PipelineDB,Relational,0.25,+0.06,+0.05,https://db-engines.com/en/system/PipelineDB,
296.,294.,293.,Vald,Vector,0.24,0.00,+0.00,https://db-engines.com/en/system/Vald,
297.,300.,298.,RedStore,RDF,0.23,+0.00,+0.01,https://db-engines.com/en/system/RedStore,
298.,299.,311.,PieCloudDB,Relational,0.23,0.00,+0.05,https://db-engines.com/en/system/PieCloudDB,
299.,295.,305.,RDFox,Multi-model,0.23,-0.01,+0.03,https://db-engines.com/en/system/RDFox,"Graph DBMS,RDF store,Relational DBMS"
300.,297.,297.,Manticore Search,"Search engine, Multi-model",0.23,-0.01,+0.01,https://db-engines.com/en/system/Manticore+Search,"Search engine,Time Series DBMS"
301.,298.,267.,4store,RDF,0.23,-0.01,-0.13,https://db-engines.com/en/system/4store,
302.,308.,336.,FalkorDB,Graph,0.22,+0.02,+0.12,https://db-engines.com/en/system/FalkorDB,
303.,302.,309.,YTsaurus,Multi-model,0.22,0.00,+0.03,https://db-engines.com/en/system/YTsaurus,"Document store,Key-value store"
304.,306.,310.,XTDB,Document,0.22,+0.01,+0.03,https://db-engines.com/en/system/XTDB,
305.,292.,303.,FeatureBase,Relational,0.22,-0.03,+0.01,https://db-engines.com/en/system/FeatureBase,
306.,304.,299.,Actian FastObjects,Object oriented,0.22,+0.00,0.00,https://db-engines.com/en/system/Actian+FastObjects,
307.,301.,301.,LeanXcale,Multi-model,0.21,-0.01,0.00,https://db-engines.com/en/system/LeanXcale,"Key-value store,Relational DBMS"
308.,303.,295.,Raima Database Manager,Multi-model,0.21,-0.01,-0.02,https://db-engines.com/en/system/Raima+Database+Manager,"Relational DBMS,Time Series DBMS"
309.,305.,317.,AnzoGraph DB,Multi-model,0.21,0.00,+0.04,https://db-engines.com/en/system/AnzoGraph+DB,"Graph DBMS,RDF store"
310.,307.,315.,Faircom DB,Multi-model,0.20,-0.01,+0.03,https://db-engines.com/en/system/Faircom+DB,"Key-value store,Relational DBMS"
311.,316.,358.,ArcadeDB,Multi-model,0.20,+0.02,+0.15,https://db-engines.com/en/system/ArcadeDB,"Document store,Graph DBMS,Key-value store,Time Series DBMS"
312.,310.,319.,NEventStore,Event,0.20,0.00,+0.03,https://db-engines.com/en/system/NEventStore,
313.,311.,286.,MyScale,Multi-model,0.19,-0.01,-0.08,https://db-engines.com/en/system/MyScale,"Relational DBMS,Vector DBMS"
314.,313.,278.,OpenQM,Multivalue,0.18,+0.00,-0.12,https://db-engines.com/en/system/OpenQM,
315.,317.,312.,YottaDB,"Key-value, Multi-model",0.18,+0.00,+0.00,https://db-engines.com/en/system/YottaDB,"Key-value store,Relational DBMS"
316.,318.,308.,Axibase,Time Series,0.18,+0.00,-0.01,https://db-engines.com/en/system/Axibase,
317.,314.,292.,Redland,RDF,0.18,-0.01,-0.07,https://db-engines.com/en/system/Redland,
318.,322.,341.,Kyoto Tycoon,Key-value,0.18,+0.01,+0.09,https://db-engines.com/en/system/Kyoto+Tycoon,
319.,319.,314.,TransLattice,Relational,0.18,+0.00,0.00,https://db-engines.com/en/system/TransLattice,
320.,323.,345.,Tokyo Tyrant,Key-value,0.17,+0.01,+0.09,https://db-engines.com/en/system/Tokyo+Tyrant,
321.,315.,313.,Tibco ComputeDB,Relational,0.17,-0.01,0.00,https://db-engines.com/en/system/Tibco+ComputeDB,
322.,320.,337.,Warp 10,Time Series,0.17,+0.00,+0.07,https://db-engines.com/en/system/Warp+10,
323.,321.,265.,Immudb,"Key-value, Multi-model",0.17,+0.00,-0.20,https://db-engines.com/en/system/Immudb,"Key-value store,Relational DBMS"
324.,325.,316.,IBM Db2 Event Store,Multi-model,0.15,0.00,-0.02,https://db-engines.com/en/system/IBM+Db2+Event+Store,"Event Store,Time Series DBMS"
325.,324.,304.,Alibaba Cloud Table Store,Wide column,0.15,0.00,-0.05,https://db-engines.com/en/system/Alibaba+Cloud+Table+Store,
326.,327.,327.,BigObject,Relational,0.15,+0.00,+0.01,https://db-engines.com/en/system/BigObject,
327.,326.,290.,Tajo,Relational,0.15,0.00,-0.10,https://db-engines.com/en/system/Tajo,
328.,328.,326.,XtremeData,Relational,0.15,+0.00,+0.00,https://db-engines.com/en/system/XtremeData,
329.,329.,325.,EsgynDB,Relational,0.14,+0.00,0.00,https://db-engines.com/en/system/EsgynDB,
330.,330.,327.,ElevateDB,Relational,0.14,+0.00,0.00,https://db-engines.com/en/system/ElevateDB,
331.,332.,320.,Riak TS,Time Series,0.13,0.00,-0.03,https://db-engines.com/en/system/Riak+TS,
332.,333.,285.,Apache HugeGraph,Graph,0.13,0.00,-0.14,https://db-engines.com/en/system/Apache+HugeGraph,
333.,334.,324.,HyperGraphDB,Graph,0.13,0.00,-0.02,https://db-engines.com/en/system/HyperGraphDB,
334.,331.,331.,Quasardb,Time Series,0.12,-0.01,+0.02,https://db-engines.com/en/system/Quasardb,
335.,335.,329.,Ultipa,Graph,0.12,0.00,+0.01,https://db-engines.com/en/system/Ultipa,
336.,336.,318.,AgensGraph,Multi-model,0.12,-0.01,-0.05,https://db-engines.com/en/system/AgensGraph,"Graph DBMS,Relational DBMS"
337.,337.,342.,Mulgara,RDF,0.12,-0.01,+0.03,https://db-engines.com/en/system/Mulgara,
338.,338.,323.,FlockDB,Graph,0.11,0.00,-0.04,https://db-engines.com/en/system/FlockDB,
339.,341.,381.,Linter,"Relational, Multi-model",0.11,+0.00,+0.11,https://db-engines.com/en/system/Linter,"Relational DBMS,Spatial DBMS"
340.,340.,321.,Badger,Key-value,0.11,0.00,-0.05,https://db-engines.com/en/system/Badger,
341.,339.,343.,GraphBase,Graph,0.11,-0.01,+0.02,https://db-engines.com/en/system/GraphBase,
342.,345.,340.,Sparksee,Graph,0.10,+0.00,+0.00,https://db-engines.com/en/system/Sparksee,
343.,342.,333.,GreptimeDB,Multi-model,0.10,0.00,-0.01,https://db-engines.com/en/system/GreptimeDB,"Time Series, Observability,Time Series DBMS"
344.,343.,338.,Speedb,Key-value,0.10,0.00,-0.01,https://db-engines.com/en/system/Speedb,
345.,344.,339.,TerminusDB,"Graph, Multi-model",0.09,-0.01,-0.01,https://db-engines.com/en/system/TerminusDB,"Graph DBMS,Document store,RDF store"
346.,348.,353.,chDB,"Relational, Multi-model",0.08,+0.01,+0.03,https://db-engines.com/en/system/chDB,"Relational DBMS,Time Series DBMS"
347.,354.,381.,OrigoDB,Multi-model,0.08,+0.02,+0.08,https://db-engines.com/en/system/OrigoDB,"Document store,Object oriented DBMS"
348.,346.,,VictoriaLogs,Search engine,0.08,-0.01,,https://db-engines.com/en/system/VictoriaLogs,
349.,347.,348.,Exorbyte,Search engine,0.08,+0.00,+0.01,https://db-engines.com/en/system/Exorbyte,
350.,349.,322.,Lovefield,Relational,0.07,+0.00,-0.08,https://db-engines.com/en/system/Lovefield,
351.,355.,335.,EJDB,Document,0.07,+0.01,-0.03,https://db-engines.com/en/system/EJDB,
352.,350.,346.,SiteWhere,Time Series,0.07,+0.00,0.00,https://db-engines.com/en/system/SiteWhere,
353.,351.,347.,Bangdb,Multi-model,0.07,+0.00,0.00,https://db-engines.com/en/system/Bangdb,"Document store,Graph DBMS,Time Series DBMS,Spatial DBMS"
354.,352.,352.,ScaleOut StateServer,Key-value,0.07,0.00,+0.02,https://db-engines.com/en/system/ScaleOut+StateServer,
355.,353.,349.,CubicWeb,RDF,0.07,0.00,+0.01,https://db-engines.com/en/system/CubicWeb,
356.,356.,350.,Blueflood,Time Series,0.06,+0.00,0.00,https://db-engines.com/en/system/Blueflood,
356.,356.,350.,Elliptics,Key-value,0.06,+0.00,0.00,https://db-engines.com/en/system/Elliptics,
358.,358.,355.,SenseiDB,Document,0.05,+0.00,0.00,https://db-engines.com/en/system/SenseiDB,
359.,359.,367.,Kuzu,Graph,0.05,+0.01,+0.03,https://db-engines.com/en/system/Kuzu,
360.,361.,354.,Machbase Neo,Time Series,0.04,+0.00,-0.02,https://db-engines.com/en/system/Machbase+Neo,
360.,361.,359.,NosDB,Document,0.04,+0.00,0.00,https://db-engines.com/en/system/NosDB,
360.,361.,361.,STSdb,Key-value,0.04,+0.00,+0.01,https://db-engines.com/en/system/STSdb,
363.,368.,364.,Faircom EDGE,Multi-model,0.04,+0.01,+0.02,https://db-engines.com/en/system/Faircom+EDGE,"Key-value store,Relational DBMS"
364.,360.,381.,Sadas Engine,Relational,0.04,0.00,+0.04,https://db-engines.com/en/system/Sadas+Engine,
365.,364.,381.,Indica,Search engine,0.04,+0.00,+0.04,https://db-engines.com/en/system/Indica,
366.,365.,360.,WakandaDB,Object oriented,0.03,+0.00,0.00,https://db-engines.com/en/system/WakandaDB,
367.,366.,334.,Jade,Object oriented,0.03,0.00,-0.07,https://db-engines.com/en/system/Jade,
368.,367.,361.,JethroData,Relational,0.03,+0.00,0.00,https://db-engines.com/en/system/JethroData,
369.,369.,363.,Heroic,Time Series,0.02,0.00,+0.00,https://db-engines.com/en/system/Heroic,
370.,371.,372.,Hawkular Metrics,Time Series,0.02,+0.00,+0.01,https://db-engines.com/en/system/Hawkular+Metrics,
371.,370.,356.,TinkerGraph,Graph,0.02,0.00,-0.03,https://db-engines.com/en/system/TinkerGraph,
372.,372.,368.,OpenMLDB,"Time Series, Multi-model",0.02,+0.00,+0.00,https://db-engines.com/en/system/OpenMLDB,"Time Series DBMS,Relational DBMS"
373.,373.,365.,Dydra,RDF,0.02,+0.00,0.00,https://db-engines.com/en/system/Dydra,
374.,374.,366.,SmallSQL,Relational,0.02,0.00,+0.00,https://db-engines.com/en/system/SmallSQL,
375.,377.,369.,SparkleDB,RDF,0.02,0.00,+0.00,https://db-engines.com/en/system/SparkleDB,
376.,378.,370.,Acebase,Document,0.01,0.00,+0.00,https://db-engines.com/en/system/Acebase,
377.,375.,371.,Resin Cache,Key-value,0.01,-0.01,+0.00,https://db-engines.com/en/system/Resin+Cache,
378.,379.,375.,gStore,Multi-model,0.01,+0.00,+0.00,https://db-engines.com/en/system/gStore,"Graph DBMS,RDF store"
379.,387.,381.,TerarkDB,Key-value,0.01,+0.01,+0.01,https://db-engines.com/en/system/TerarkDB,
380.,380.,373.,SWC-DB,"Wide column, Multi-model",0.01,0.00,+0.00,https://db-engines.com/en/system/SWC-DB,"Wide column store,Time Series DBMS"
381.,381.,374.,Eloquera,Object oriented,0.01,+0.00,0.00,https://db-engines.com/en/system/Eloquera,
382.,383.,377.,OushuDB,Relational,0.00,0.00,+0.00,https://db-engines.com/en/system/OushuDB,
383.,384.,378.,Siaqodb,Object oriented,0.00,+0.00,+0.00,https://db-engines.com/en/system/Siaqodb,
384.,385.,379.,LedisDB,Key-value,0.00,+0.00,+0.00,https://db-engines.com/en/system/LedisDB,
385.,386.,380.,SwayDB,Key-value,0.00,+0.00,+0.00,https://db-engines.com/en/system/SwayDB,
386.,387.,381.,ActorDB,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/ActorDB,
386.,376.,332.,AntDB,Relational,0.00,-0.02,-0.11,https://db-engines.com/en/system/AntDB,
386.,387.,381.,BergDB,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/BergDB,
386.,387.,381.,BrightstarDB,RDF,0.00,±0.00,±0.00,https://db-engines.com/en/system/BrightstarDB,
386.,387.,381.,Cachelot.io,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/Cachelot.io,
386.,387.,381.,CortexDB,Multi-model,0.00,±0.00,±0.00,https://db-engines.com/en/system/CortexDB,"Document store,Key-value store"
386.,387.,381.,CovenantSQL,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/CovenantSQL,
386.,387.,381.,DaggerDB,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/DaggerDB,
386.,387.,381.,DataFS,"Object oriented, Multi-model",0.00,±0.00,±0.00,https://db-engines.com/en/system/DataFS,"Object oriented DBMS,Graph DBMS"
386.,387.,,Diana DB,NoSQL,0.00,±0.00,,https://db-engines.com/en/system/Diana+DB,
386.,387.,381.,Edge Intelligence,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/Edge+Intelligence,
386.,387.,381.,EdgelessDB,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/EdgelessDB,
386.,387.,381.,Galaxybase,Graph,0.00,±0.00,±0.00,https://db-engines.com/en/system/Galaxybase,
386.,387.,381.,H2GIS,"Spatial, Multi-model",0.00,±0.00,±0.00,https://db-engines.com/en/system/H2GIS,"Spatial DBMS,Relational DBMS"
386.,387.,381.,Helium,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/Helium,
386.,387.,381.,HGraphDB,Graph,0.00,±0.00,±0.00,https://db-engines.com/en/system/HGraphDB,
386.,387.,381.,HyperLevelDB,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/HyperLevelDB,
386.,387.,381.,iBoxDB,Document,0.00,±0.00,±0.00,https://db-engines.com/en/system/iBoxDB,
386.,387.,381.,InfinityDB,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/InfinityDB,
386.,387.,381.,JaguarDB,Multi-model,0.00,±0.00,±0.00,https://db-engines.com/en/system/JaguarDB,"Key-value store,Vector DBMS"
386.,387.,381.,JasDB,Document,0.00,±0.00,±0.00,https://db-engines.com/en/system/JasDB,
386.,387.,381.,K-DB,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/K-DB,
386.,387.,381.,Newts,Time Series,0.00,±0.00,±0.00,https://db-engines.com/en/system/Newts,
386.,387.,381.,NSDb,Time Series,0.00,±0.00,±0.00,https://db-engines.com/en/system/NSDb,
386.,387.,381.,openGemini,Time Series,0.00,±0.00,±0.00,https://db-engines.com/en/system/openGemini,
386.,387.,381.,OpenTenBase,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/OpenTenBase,
386.,387.,,RayforceDB,Columnar,0.00,±0.00,,https://db-engines.com/en/system/RayforceDB,
386.,387.,381.,ReductStore,Time Series,0.00,±0.00,±0.00,https://db-engines.com/en/system/ReductStore,
386.,387.,381.,Rizhiyi,"Search engine, Multi-model",0.00,±0.00,±0.00,https://db-engines.com/en/system/Rizhiyi,"Search engine,Time Series DBMS"
386.,387.,381.,searchxml,Multi-model,0.00,±0.00,±0.00,https://db-engines.com/en/system/searchxml,"Native XML DBMS,Search engine"
386.,387.,381.,SiriDB,Time Series,0.00,±0.00,±0.00,https://db-engines.com/en/system/SiriDB,
386.,387.,344.,Skytable,Key-value,0.00,±0.00,-0.09,https://db-engines.com/en/system/Skytable,
386.,387.,381.,SpaceTime,"Spatial, Multi-model",0.00,±0.00,±0.00,https://db-engines.com/en/system/SpaceTime,"Spatial DBMS,Relational DBMS"
386.,387.,381.,SvectorDB,Vector,0.00,±0.00,±0.00,https://db-engines.com/en/system/SvectorDB,
386.,387.,357.,Tigris,Multi-model,0.00,±0.00,-0.04,https://db-engines.com/en/system/Tigris,"Document store,Key-value store,Search engine,Time Series DBMS"
386.,387.,381.,Tkrzw,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/Tkrzw,
386.,387.,381.,TomP2P,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/TomP2P,
386.,387.,381.,Transbase,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/Transbase,
386.,387.,376.,Transwarp ArgoDB,"Relational, Multi-model",0.00,±0.00,-0.01,https://db-engines.com/en/system/Transwarp+ArgoDB,"Relational DBMS,Search engine"
386.,387.,381.,Transwarp Hippo,Vector,0.00,±0.00,±0.00,https://db-engines.com/en/system/Transwarp+Hippo,
386.,387.,381.,Transwarp KunDB,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/Transwarp+KunDB,
386.,387.,381.,Transwarp StellarDB,Graph,0.00,±0.00,±0.00,https://db-engines.com/en/system/Transwarp+StellarDB,
386.,387.,381.,Upscaledb,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/Upscaledb,
386.,387.,381.,VelocityDB,Multi-model,0.00,±0.00,±0.00,https://db-engines.com/en/system/VelocityDB,"Graph DBMS,Object oriented DBMS"
386.,387.,381.,WhiteDB,Document,0.00,±0.00,±0.00,https://db-engines.com/en/system/WhiteDB,
