id,category_label,Multi_model_info,DBMS,DBMS_insitelink,has_open_source_github_repo,has_company,github_repo_link,Score_Nov-2022,Rank_Nov-2022,org_name,repo_name,Developer,initial_release_recalc,current_release_recalc,open_source_license,cloud_based_only_recalc,Content,Document,Event,Graph,Key-value,Multivalue,Native XML,Navigational,Object oriented,RDF,Relational,Search engine,Spatial DBMS,Time Series,Wide column
199.,Document,Document store,BigchainDB,https://db-engines.com/en/system/BigchainDB,Y,,bigchaindb/bigchaindb,1.,200.,bigchaindb,bigchaindb,,2016.,,Y,N,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
200.,Spatial DBMS,Spatial DBMS,GeoMesa,https://db-engines.com/en/system/GeoMesa,Y,,geomesa/geomesa-geoserver,1.,201.,geomesa,geomesa-geoserver,CCRi and others,2014.,2022.,Y,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.
201.,Search engine,Search engine,Meilisearch,https://db-engines.com/en/system/Meilisearch,Y,,meilisearch/meilisearch,1.,202.,meilisearch,meilisearch,,2020.,,Y,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.
202.,Relational,Relational DBMS,solidDB,https://db-engines.com/en/system/solidDB,N,,,1.,203.,-,-,"Unicom Systems, Inc; IBM",1992.,,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
203.,Search engine,Search engine,Xapian,https://db-engines.com/en/system/Xapian,Y,,xapian/xapian,1.,204.,xapian,xapian,,1986.,2022.,Y,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.
204.,Object oriented,Object oriented DBMS,Matisse,https://db-engines.com/en/system/Matisse,N,,-,1.,205.,-,-,Matisse Software Inc.,1986.,,N,N,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.
205.,Key-value,Key-value store,Hibari,https://db-engines.com/en/system/Hibari,Y,,hibari/hibari,1.,206.,hibari,hibari,,2005.,,Y,N,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
206.,Time Series,Time Series DBMS,VictoriaMetrics,https://db-engines.com/en/system/VictoriaMetrics,Y,,VictoriaMetrics/VictoriaMetrics,1.,207.,VictoriaMetrics,VictoriaMetrics,VictoriaMetrics,2018.,2022.,Y,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.
207.,Relational,Relational DBMS,FrontBase,https://db-engines.com/en/system/FrontBase,N,,,1.,208.,-,-,,1993.,2015.,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
208.,Relational,Relational DBMS,OpenBase,https://db-engines.com/en/system/OpenBase,N,,,1.,209.,-,-,,1991.,,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
209.,Relational,"Relational DBMS,Time Series DBMS",eXtremeDB,https://db-engines.com/en/system/eXtremeDB,N,,,1.,210.,-,-,McObject,2001.,2021.,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,1.,0.
210.,Relational,Relational DBMS,R:BASE,https://db-engines.com/en/system/R%3ABASE,N,,,1.,211.,-,-,,1981.,,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
211.,Relational,"Relational DBMS,Document store",Dolt,https://db-engines.com/en/system/Dolt,Y,Y,dolthub/dolt,1.,212.,dolthub,dolt,DoltHub Inc,2018.,,Y,N,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
212.,Relational,Relational DBMS,Kognitio,https://db-engines.com/en/system/Kognitio,N,,,1.,213.,-,-,,1992.,,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
213.,Time Series,Time Series DBMS,KairosDB,https://db-engines.com/en/system/KairosDB,Y,,kairosdb/kairosdb,1.,214.,kairosdb,kairosdb,,2013.,2018.,Y,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.
214.,Graph,Graph DBMS,Memgraph,https://db-engines.com/en/system/Memgraph,N,,,1.,215.,-,-,Memgraph Ltd,2017.,,N,N,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
215.,Multivalue,Multivalue DBMS,SciDB,https://db-engines.com/en/system/SciDB,Y,,cran/scidb,1.,216.,cran,scidb,Paradigm4,2008.,,Y,N,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.
216.,Relational,"Relational DBMS,Document store,Spatial DBMS",Postgres-XL,https://db-engines.com/en/system/Postgres-XL,Y,,Postgres-XL/Postgres-XL,1.,217.,Postgres-XL,Postgres-XL,,2014.,2018.,Y,N,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,1.,0.,0.
217.,Key-value,Key-value store,WebSphere eXtreme Scale,https://db-engines.com/en/system/WebSphere+eXtreme+Scale,N,,,1.,218.,-,-,,2009.,,N,N,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
218.,Relational,Relational DBMS,SQream DB,https://db-engines.com/en/system/SQream+DB,N,,,1.,219.,-,-,SQream Technologies,2014.,2021.,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
219.,Document,"Document store,Relational DBMS,Search engine",Rockset,https://db-engines.com/en/system/Rockset,N,,,1.,220.,-,-,Rockset,2019.,,N,Y,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,1.,1.,0.,0.,0.
220.,Object oriented,Object oriented DBMS,ObjectDB,https://db-engines.com/en/system/ObjectDB,N,,-,1.,221.,-,-,,2010.,2022.,N,N,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.
221.,Key-value,Key-value store,BoltDB,https://db-engines.com/en/system/BoltDB,Y_archivedas_boltdb/bolt,N,etcd-io/bbolt,1.,222.,etcd-io,bbolt,,2013.,,Y,N,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
222.,Key-value,Key-value store,MapDB,https://db-engines.com/en/system/MapDB,Y,,jankotek/mapdb,1.,223.,jankotek,mapdb,,2002.,,Y,N,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
223.,Time Series,Time Series DBMS,M3DB,https://db-engines.com/en/system/M3DB,Y,,m3db/m3,1.,224.,m3db,m3,,,,Y,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.
224.,Relational,Relational DBMS,Yellowbrick,https://db-engines.com/en/system/Yellowbrick,N,,,1.,225.,-,-,Yellowbrick Data,,,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
225.,Relational,Relational DBMS,NexusDB,https://db-engines.com/en/system/NexusDB,N,,,1.,226.,-,-,,2003.,2021.,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
226.,RDF,RDF store,4store,https://db-engines.com/en/system/4store,Y,,4store/4store,1.,227.,4store,4store,,2009.,,Y,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.
227.,Relational,"Relational DBMS,Document store,Spatial DBMS",TDSQL for MySQL,https://db-engines.com/en/system/TDSQL+for+MySQL,N,,,1.,228.,-,-,Tencent,2013.,,N,Y,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,1.,0.,0.
228.,Object oriented,Object oriented DBMS,Objectivity/DB,https://db-engines.com/en/system/Objectivity%2FDB,N,,-,1.,229.,-,-,,1990.,,N,N,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.
229.,Relational,Relational DBMS,ScaleArc,https://db-engines.com/en/system/ScaleArc,N,,,1.,230.,-,-,"DevFactory, formerly Ignite",2009.,,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
230.,Wide column,Wide column store,Amazon Keyspaces,https://db-engines.com/en/system/Amazon+Keyspaces,N,,,1.,231.,-,-,Amazon,2019.,,N,Y,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.
231.,Relational,Relational DBMS,Tajo,https://db-engines.com/en/system/Tajo,Y_archivedas_apache/tajo,N,apache/tajo,1.,232.,apache,tajo,Apache Software Foundation,2012.,,Y,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
232.,Document,"Document store,Relational DBMS",AlaSQL,https://db-engines.com/en/system/AlaSQL,Y,,AlaSQL/alasql,1.,233.,AlaSQL,alasql,Andrey Gershun & Mathias R. Wulff,2014.,,Y,N,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
233.,Multivalue,Multivalue DBMS,Northgate Reality,https://db-engines.com/en/system/Northgate+Reality,N,,-,1.,234.,-,-,,1973.,,N,N,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.
234.,Relational,Relational DBMS,VistaDB,https://db-engines.com/en/system/VistaDB,N,,,1.,235.,-,-,Gibraltar Software,2008.,,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
235.,Time Series,Time Series DBMS,Apache IoTDB,https://db-engines.com/en/system/Apache+IoTDB,Y,N,apache/iotdb,1.,236.,apache,iotdb,Apache Software Foundation,2018.,,Y,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.
236.,Relational,Relational DBMS,Trafodion,https://db-engines.com/en/system/Trafodion,Y_archivedas_apache/trafodion,N,apache/trafodion,1.,237.,apache,trafodion,"Apache Software Foundation, originally developed by HP",2014.,2019.,Y,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
237.,Relational,Relational DBMS,Datacom/DB,https://db-engines.com/en/system/Datacom%2FDB,N,,,1.,238.,-,-,Broadcom (formerly CA),1972.,,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
238.,Document,Document store,Percona Server for MongoDB,https://db-engines.com/en/system/Percona+Server+for+MongoDB,Y_replacementfor_MongoDB,N,percona/percona-server-mongodb,1.,239.,percona,percona-server-mongodb,Percona,2015.,2017.,Y,N,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
239.,Multivalue,Multivalue DBMS,OpenInsight,https://db-engines.com/en/system/OpenInsight,N,,-,1.,240.,-,-,,1992.,2018.,N,N,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.
240.,Object oriented,Object oriented DBMS,GemStone/S,https://db-engines.com/en/system/GemStone%2FS,N,,-,1.,241.,-,-,,1986.,,N,N,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.
241.,Object oriented,Object oriented DBMS,Starcounter,https://db-engines.com/en/system/Starcounter,N,,,1.,242.,-,-,,2006.,2018.,N,N,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.
242.,Relational,Relational DBMS,Apache Doris,https://db-engines.com/en/system/Apache+Doris,Y,Y,apache/doris,1.,243.,apache,doris,"Apache Software Foundation, originally contributed from Baidu",2017.,2021.,Y,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
243.,Document,Document store,LokiJS,https://db-engines.com/en/system/LokiJS,Y,,techfort/LokiJS,1.,244.,techfort,LokiJS,,2014.,,Y,N,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
244.,Relational,Relational DBMS,Apache Pinot,https://db-engines.com/en/system/Apache+Pinot,Y,N,apache/pinot,1.,245.,apache,pinot,Apache Software Foundation and contributors,2015.,2022.,Y,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
245.,Search engine,Search engine,Milvus,https://db-engines.com/en/system/Milvus,Y,,milvus-io/milvus,1.,246.,milvus-io,milvus,,2019.,2022.,Y,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.
246.,Key-value,Key-value store,Project Voldemort,https://db-engines.com/en/system/Project+Voldemort,Y,,voldemort/voldemort,1.,247.,voldemort,voldemort,,2009.,2017.,Y,N,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
247.,Object oriented,Object oriented DBMS,atoti,https://db-engines.com/en/system/atoti,N,,,1.,248.,-,-,ActiveViam,,,N,N,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.
248.,Document,"Document store,Relational DBMS",Sequoiadb,https://db-engines.com/en/system/Sequoiadb,Y,,SequoiaDB/SequoiaDB,1.,249.,SequoiaDB,SequoiaDB,Sequoiadb Ltd.,2013.,,Y,N,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
249.,Graph,Graph DBMS,InfiniteGraph,https://db-engines.com/en/system/InfiniteGraph,N,,,1.,250.,-,-,,2010.,,N,N,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
250.,Document,Document store,HarperDB,https://db-engines.com/en/system/HarperDB,N,,,1.,251.,-,-,HarperDB,2017.,2021.,N,N,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
251.,Key-value,Key-value store,Tokyo Tyrant,https://db-engines.com/en/system/Tokyo+Tyrant,Y,,hthetiot/Tokyo-Tyrant,1.,252.,hthetiot,Tokyo-Tyrant,Mikio Hirabayashi,2007.,,Y,N,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
252.,Search engine,Search engine,SearchBlox,https://db-engines.com/en/system/SearchBlox,N,,,1.,253.,-,-,,2003.,,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.
253.,Content,Content stores,ModeShape,https://db-engines.com/en/system/ModeShape,Y,,ModeShape/modeshape,1.,254.,ModeShape,modeshape,,2010.,,Y,N,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
254.,Relational,"Relational DBMS,Document store,Spatial DBMS",Kingbase,https://db-engines.com/en/system/Kingbase,N,,,1.,255.,-,-,BeiJing KINGBASE Information technologies inc.,1999.,2021.,N,N,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,1.,0.,0.
255.,Multivalue,Multivalue DBMS,Rasdaman,https://db-engines.com/en/system/Rasdaman,Y,,dioptre/rasdaman,1.,256.,dioptre,rasdaman,,1998.,2019.,Y,N,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.
256.,Wide column,"Wide column store,Search engine",Elassandra,https://db-engines.com/en/system/Elassandra,Y,,strapdata/elassandra,1.,257.,strapdata,elassandra,,,,Y,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,1.
257.,Key-value,Key-value store,Scalaris,https://db-engines.com/en/system/Scalaris,Y,N,scalaris-team/scalaris,1.,258.,scalaris-team,scalaris,,2010.,,Y,N,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
258.,Key-value,Key-value store,KeyDB,https://db-engines.com/en/system/KeyDB,Y,,Snapchat/KeyDB,1.,259.,Snapchat,KeyDB,EQ Alpha Technology Ltd.,2019.,,Y,N,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
259.,RDF,RDF store,Strabon,https://db-engines.com/en/system/Strabon,Y,,esarbanis/strabon,1.,260.,esarbanis,strabon,,2011.,,Y,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.
260.,Document,"Document store,Relational DBMS",Yandex Database (YDB),https://db-engines.com/en/system/Yandex+Database+%28YDB%29,Y,,ydb-platform/ydb,1.,261.,ydb-platform,ydb,Yandex,2019.,,Y,N,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
261.,Relational,Relational DBMS,Alibaba Cloud MaxCompute,https://db-engines.com/en/system/Alibaba+Cloud+MaxCompute,N,,,1.,262.,-,-,Alibaba,2016.,,N,Y,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
262.,Relational,Relational DBMS,Comdb2,https://db-engines.com/en/system/Comdb2,Y,,bloomberg/comdb2,0.,263.,bloomberg,comdb2,Bloomberg Finance L.P.,2004.,,Y,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
263.,Graph,Graph DBMS,HugeGraph,https://db-engines.com/en/system/HugeGraph,Y,Y,apache/incubator-hugegraph,0.,264.,apache,incubator-hugegraph,Baidu,2018.,,Y,N,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
264.,Relational,Relational DBMS,TransLattice,https://db-engines.com/en/system/TransLattice,N,,,0.,265.,-,-,,2007.,,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
265.,Key-value,Key-value store,Cloudflare Workers KV,https://db-engines.com/en/system/Cloudflare+Workers+KV,N,,,0.,266.,-,-,Cloudflare,2018.,,N,Y,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
266.,Relational,Relational DBMS,Kyligence Enterprise,https://db-engines.com/en/system/Kyligence+Enterprise,N,,,0.,267.,-,-,"Kyligence, Inc.",2016.,,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
267.,Relational,"Relational DBMS,Time Series DBMS",Raima Database Manager,https://db-engines.com/en/system/Raima+Database+Manager,N,,,0.,268.,-,-,Raima Inc.,1984.,2021.,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,1.,0.
268.,Relational,Relational DBMS,Brytlyt,https://db-engines.com/en/system/Brytlyt,N,,,0.,269.,-,-,Brytlyt,2016.,2016.,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
269.,Graph,Graph DBMS,FlockDB,https://db-engines.com/en/system/FlockDB,Y_archivedas_twitter-archive/flockdb,Y,twitter-archive/flockdb,0.,270.,twitter-archive,flockdb,Twitter,2010.,2012.,Y,N,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
270.,Relational,"Relational DBMS,Document store",Alibaba Cloud AnalyticDB for MySQL,https://db-engines.com/en/system/Alibaba+Cloud+AnalyticDB+for+MySQL,N,,,0.,271.,-,-,Alibaba,,,N,Y,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
271.,Relational,Relational DBMS,Kinetica,https://db-engines.com/en/system/Kinetica,N,,,0.,272.,-,-,Kinetica,2012.,2021.,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
272.,Search engine,Search engine,Weaviate,https://db-engines.com/en/system/Weaviate,Y,,semi-technologies/weaviate,0.,273.,semi-technologies,weaviate,SeMI Technologies B.V.,2017.,2021.,Y,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.
273.,Relational,Relational DBMS,PipelineDB,https://db-engines.com/en/system/PipelineDB,Y,,pipelinedb/pipelinedb,0.,274.,pipelinedb,pipelinedb,,2015.,,Y,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
274.,Search engine,Search engine,Alibaba Cloud Log Service,https://db-engines.com/en/system/Alibaba+Cloud+Log+Service,N,,,0.,275.,-,-,AlibabaCloud Inc.,2016.,,N,Y,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.
275.,Object oriented,Object oriented DBMS,Jade,https://db-engines.com/en/system/Jade,N,,-,0.,276.,-,-,,1996.,,N,N,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.
276.,Relational,Relational DBMS,Mimer SQL,https://db-engines.com/en/system/Mimer+SQL,N,,,0.,277.,-,-,,1977.,2022.,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
277.,Graph,Graph DBMS,Fluree,https://db-engines.com/en/system/Fluree,Y,,fluree/db,0.,278.,fluree,db,"Fluree, PBC",2018.,,Y,N,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
278.,RDF,RDF store,Redland,https://db-engines.com/en/system/Redland,Y,,dajobe/librdf,0.,279.,dajobe,librdf,,2000.,,Y,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.
279.,Relational,Relational DBMS,ITTIA,https://db-engines.com/en/system/ITTIA,N,,,0.,280.,-,-,,2000.,,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
280.,Object oriented,Object oriented DBMS,Actian FastObjects,https://db-engines.com/en/system/Actian+FastObjects,N,,,0.,281.,-,-,Actian,,,N,N,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.
281.,Time Series,Time Series DBMS,Axibase,https://db-engines.com/en/system/Axibase,N,,,0.,282.,-,-,Axibase Corporation,2013.,1558.,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.
282.,Graph,Graph DBMS,TinkerGraph,https://db-engines.com/en/system/TinkerGraph,Y,,apache/tinkerpop,0.,283.,apache,tinkerpop,,2009.,,Y,N,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
283.,Document,Document store,EJDB,https://db-engines.com/en/system/EJDB,Y,,Softmotions/ejdb,0.,284.,Softmotions,ejdb,Softmotions,2012.,,Y,N,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
284.,Multivalue,Multivalue DBMS,OpenQM,https://db-engines.com/en/system/OpenQM,Y,,gregjurman/openqm,0.,285.,gregjurman,openqm,Martin Phillips,1993.,,Y,N,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.
285.,Relational,Relational DBMS,Valentina Server,https://db-engines.com/en/system/Valentina+Server,N,,,0.,286.,-,-,Paradigma Software,1999.,,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
286.,Time Series,Time Series DBMS,Riak TS,https://db-engines.com/en/system/Riak+TS,Y,,basho-labs/Riak-TS-JDBC-Driver,0.,287.,basho-labs,Riak-TS-JDBC-Driver,Basho Technologies,2015.,,Y,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.
287.,Relational,Relational DBMS,Lovefield,https://db-engines.com/en/system/Lovefield,Y,,google/lovefield,0.,288.,google,lovefield,Google,2014.,2017.,Y,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
288.,RDF,RDF store,RedStore,https://db-engines.com/en/system/RedStore,Y,,njh/redstore,0.,289.,njh,redstore,,2009.,,Y,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.
289.,RDF,RDF store,CubicWeb,https://db-engines.com/en/system/CubicWeb,Y_NotGithub-gitlabsite_forge.extranet.logilab.fr/cubicweb/cubicweb,N,-,0.,290.,-,-,Logilab,2001.,2021.,Y,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.
290.,Relational,Relational DBMS,ElevateDB,https://db-engines.com/en/system/ElevateDB,N,,,0.,291.,-,-,"Elevate Software, Inc.",2006.,,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
291.,Wide column,Wide column store,Alibaba Cloud Table Store,https://db-engines.com/en/system/Alibaba+Cloud+Table+Store,N,,,0.,292.,-,-,Alibaba,2016.,,N,Y,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.
292.,Graph,Graph DBMS,GraphBase,https://db-engines.com/en/system/GraphBase,N,,,0.,293.,-,-,,,,N,N,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
293.,Search engine,"Search engine,Time Series DBMS",Manticore Search,https://db-engines.com/en/system/Manticore+Search,Y,,manticoresoftware/manticoresearch,0.,294.,manticoresoftware,manticoresearch,Manticore Software,2017.,2021.,Y,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,1.,0.
294.,Relational,Relational DBMS,Alibaba Cloud ApsaraDB for PolarDB,https://db-engines.com/en/system/Alibaba+Cloud+ApsaraDB+for+PolarDB,N,,,0.,295.,-,-,Alibaba,,,N,Y,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
295.,Graph,"Graph DBMS,RDF store",AnzoGraph DB,https://db-engines.com/en/system/AnzoGraph+DB,N,,,0.,296.,-,-,Cambridge Semantics,2018.,2021.,N,N,0.,0.,0.,1.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.
296.,Graph,"Graph DBMS,Document store,RDF store",TerminusDB,https://db-engines.com/en/system/TerminusDB,Y,,terminusdb/terminusdb,0.,297.,terminusdb,terminusdb,DataChemist Ltd.,2018.,2022.,Y,N,0.,1.,0.,1.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.
297.,Event,"Event Store,Time Series DBMS",IBM Db2 Event Store,https://db-engines.com/en/system/IBM+Db2+Event+Store,N,,-,0.,298.,-,-,IBM,2017.,,N,N,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.
298.,Event,Event Store,NEventStore,https://db-engines.com/en/system/NEventStore,Y,,NEventStore/NEventStore,0.,299.,NEventStore,NEventStore,,2011.,,Y,N,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
299.,Relational,Relational DBMS,Alibaba Cloud AnalyticDB for PostgreSQL,https://db-engines.com/en/system/Alibaba+Cloud+AnalyticDB+for+PostgreSQL,N,,,0.,300.,-,-,Alibaba / Pivotal Software Inc. / PostgreSQL Global Development Group,2016.,,N,Y,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
300.,Graph,Graph DBMS,HyperGraphDB,https://db-engines.com/en/system/HyperGraphDB,Y,,hypergraphdb/hypergraphdb,0.,301.,hypergraphdb,hypergraphdb,,2007.,,Y,N,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
301.,Relational,Relational DBMS,XtremeData,https://db-engines.com/en/system/XtremeData,N,,,0.,302.,-,-,,,,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
302.,Relational,"Relational DBMS,Time Series DBMS",GeoSpock,https://db-engines.com/en/system/GeoSpock,N,,,0.,303.,-,-,GeoSpock,,2019.,N,Y,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,1.,0.
303.,Relational,Relational DBMS,Actian PSQL,https://db-engines.com/en/system/Actian+PSQL,N,,,0.,304.,-,-,,1982.,2020.,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
304.,Document,Document store,Acebase,https://db-engines.com/en/system/Acebase,Y,,appy-one/acebase,0.,305.,appy-one,acebase,,2018.,,Y,N,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
